SimulationID,VesselID,Energy,Energy stationary,Time,Waiting,Path
3bfab592-4a44-11e9-906f-b469212bff5b,5200e342-4973-11e9-b821-b469212bff5b,2086.472998590858,23.49287928,3.779186515295215,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,34138582-4973-11e9-9237-b469212bff5b,3424.475207764413,42.40386263999999,3.4570093709033047,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,5972634c-4973-11e9-bd78-b469212bff5b,2707.0041446779765,17.51485752,6.4088560258136225,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,dcc05ff4-4972-11e9-a543-b469212bff5b,3134.5926564487568,32.171799847999985,4.123983784463691,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,e6cea50a-4972-11e9-a1f1-b469212bff5b,277.62635756490533,6.3659058,3.819053738083929,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,463fde30-4973-11e9-ba75-b469212bff5b,1407.5829769729535,27.60881173000001,4.390357387304172,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,f5685128-4972-11e9-9bc8-b469212bff5b,969.9318877548453,24.77340789,3.4734573720380246,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,045a2bc2-4973-11e9-ac77-b469212bff5b,1366.8120526555788,35.96730732,3.3842838292713036,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,dcc05ff4-4972-11e9-a543-b469212bff5b,3282.0381942343165,62.33286220549999,4.5198064937708375,0.12915604264047487,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,60f4dfa4-4973-11e9-9a85-b469212bff5b,3283.471355478548,55.91826500000001,4.989898525918512,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,667d1536-4973-11e9-a5bb-b469212bff5b,3519.132793247875,51.61686,5.7229594327649975,0.3755693630199393,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,667d1536-4973-11e9-a5bb-b469212bff5b,2077.011779163977,47.64504576,3.8176588124407793,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,045a2bc2-4973-11e9-ac77-b469212bff5b,1366.8120526555815,35.96730731999997,3.384283829271306,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,1827f876-4973-11e9-84b9-b469212bff5b,2633.1733156912687,70.29905944500005,3.3420637121916177,0.0,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,fec15af4-4972-11e9-97be-b469212bff5b,1334.8900750200235,13.570642800000002,4.1613073309099935,0.11694830235905608,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,6a9cbdee-4973-11e9-84e3-b469212bff5b,7044.998733491546,88.32590602499998,6.620675879728769,0.693015508811951,Scheldt-Rhine
3bfab592-4a44-11e9-906f-b469212bff5b,5972634c-4973-11e9-bd78-b469212bff5b,2835.3285166880682,33.935036444999994,6.9144200644187,0.2383505362424583,Scheldt-Rhine
