,arrival,date,departure,line,route
958b53ac-7b9b-11e9-8935-7831c1d08f6a,08:42:00,2019-01-01,08:24:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
958f69ba-7b9b-11e9-b0df-7831c1d08f6a,08:47:06,2019-01-01,08:29:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
958fb3c0-7b9b-11e9-a2b6-7831c1d08f6a,09:08:00,2019-01-01,08:30:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
958fc6da-7b9b-11e9-bf0d-7831c1d08f6a,09:08:00,2019-01-01,08:30:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
958fd118-7b9b-11e9-a873-7831c1d08f6a,08:48:00,2019-01-01,08:30:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95928962-7b9b-11e9-a08f-7831c1d08f6a,08:53:06,2019-01-01,08:35:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
9592ed38-7b9b-11e9-a614-7831c1d08f6a,08:54:00,2019-01-01,08:36:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95942934-7b9b-11e9-9ca7-7831c1d08f6a,09:18:00,2019-01-01,08:40:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
9594335a-7b9b-11e9-9d24-7831c1d08f6a,09:18:00,2019-01-01,08:40:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
9594993a-7b9b-11e9-966c-7831c1d08f6a,08:59:06,2019-01-01,08:41:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
9594d148-7b9b-11e9-839e-7831c1d08f6a,09:00:00,2019-01-01,08:42:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
9596acca-7b9b-11e9-8f40-7831c1d08f6a,09:05:06,2019-01-01,08:47:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
9596e852-7b9b-11e9-acd7-7831c1d08f6a,09:06:00,2019-01-01,08:48:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
959783de-7b9b-11e9-b976-7831c1d08f6a,09:28:00,2019-01-01,08:50:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95978ed8-7b9b-11e9-9919-7831c1d08f6a,09:28:00,2019-01-01,08:50:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
9598e974-7b9b-11e9-987d-7831c1d08f6a,09:11:06,2019-01-01,08:53:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95992a86-7b9b-11e9-8079-7831c1d08f6a,09:12:00,2019-01-01,08:54:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
959b1d8c-7b9b-11e9-a75e-7831c1d08f6a,09:17:06,2019-01-01,08:59:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
959b6490-7b9b-11e9-9f36-7831c1d08f6a,09:38:00,2019-01-01,09:00:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
959b6e18-7b9b-11e9-aca5-7831c1d08f6a,09:38:00,2019-01-01,09:00:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
959b785e-7b9b-11e9-bee3-7831c1d08f6a,09:18:00,2019-01-01,09:00:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
959d9206-7b9b-11e9-8add-7831c1d08f6a,09:23:06,2019-01-01,09:05:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
959dcc80-7b9b-11e9-8ddd-7831c1d08f6a,09:24:00,2019-01-01,09:06:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
959f5a64-7b9b-11e9-9d6a-7831c1d08f6a,09:48:00,2019-01-01,09:10:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
959f8fac-7b9b-11e9-8225-7831c1d08f6a,09:48:00,2019-01-01,09:10:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95a02d90-7b9b-11e9-9891-7831c1d08f6a,09:29:06,2019-01-01,09:11:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95a07386-7b9b-11e9-b611-7831c1d08f6a,09:30:00,2019-01-01,09:12:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95a25908-7b9b-11e9-872c-7831c1d08f6a,09:35:06,2019-01-01,09:17:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95a2940c-7b9b-11e9-aa3d-7831c1d08f6a,09:36:00,2019-01-01,09:18:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95a346d8-7b9b-11e9-8147-7831c1d08f6a,09:58:00,2019-01-01,09:20:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95a3509c-7b9b-11e9-9cf6-7831c1d08f6a,09:58:00,2019-01-01,09:20:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95a49452-7b9b-11e9-ba26-7831c1d08f6a,09:41:06,2019-01-01,09:23:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95a4cee2-7b9b-11e9-8fb2-7831c1d08f6a,09:42:00,2019-01-01,09:24:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95a6a79c-7b9b-11e9-b480-7831c1d08f6a,09:47:06,2019-01-01,09:29:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95a6f602-7b9b-11e9-a442-7831c1d08f6a,10:08:00,2019-01-01,09:30:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95a6ff8a-7b9b-11e9-8b97-7831c1d08f6a,10:08:00,2019-01-01,09:30:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95a7094c-7b9b-11e9-a8cd-7831c1d08f6a,09:48:00,2019-01-01,09:30:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95a9080c-7b9b-11e9-abef-7831c1d08f6a,09:53:06,2019-01-01,09:35:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95a96d7e-7b9b-11e9-adad-7831c1d08f6a,09:54:00,2019-01-01,09:36:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95aae10c-7b9b-11e9-a9a8-7831c1d08f6a,10:18:00,2019-01-01,09:40:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95aaef9e-7b9b-11e9-9129-7831c1d08f6a,10:18:00,2019-01-01,09:40:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95abaec2-7b9b-11e9-958c-7831c1d08f6a,09:59:06,2019-01-01,09:41:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95ac4628-7b9b-11e9-9501-7831c1d08f6a,10:00:00,2019-01-01,09:42:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95adfc18-7b9b-11e9-aa8d-7831c1d08f6a,10:05:06,2019-01-01,09:47:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95ae567a-7b9b-11e9-817d-7831c1d08f6a,10:06:00,2019-01-01,09:48:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95af5ebe-7b9b-11e9-9d1c-7831c1d08f6a,10:28:00,2019-01-01,09:50:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95af735e-7b9b-11e9-88ad-7831c1d08f6a,10:28:00,2019-01-01,09:50:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95b0c1dc-7b9b-11e9-82a7-7831c1d08f6a,10:11:06,2019-01-01,09:53:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95b0f530-7b9b-11e9-9bf9-7831c1d08f6a,10:12:00,2019-01-01,09:54:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95b2d6d4-7b9b-11e9-a4f8-7831c1d08f6a,10:17:06,2019-01-01,09:59:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95b34790-7b9b-11e9-a522-7831c1d08f6a,10:38:00,2019-01-01,10:00:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95b351c2-7b9b-11e9-8cea-7831c1d08f6a,10:38:00,2019-01-01,10:00:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95b35cf8-7b9b-11e9-8c97-7831c1d08f6a,10:18:00,2019-01-01,10:00:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95b4f6ee-7b9b-11e9-b221-7831c1d08f6a,10:23:06,2019-01-01,10:05:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95b52d62-7b9b-11e9-a315-7831c1d08f6a,10:24:00,2019-01-01,10:06:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95b8bebe-7b9b-11e9-9d5b-7831c1d08f6a,10:48:00,2019-01-01,10:10:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95b8c990-7b9b-11e9-ba78-7831c1d08f6a,10:48:00,2019-01-01,10:10:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95b95040-7b9b-11e9-a44d-7831c1d08f6a,10:29:06,2019-01-01,10:11:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95b98e8c-7b9b-11e9-8a53-7831c1d08f6a,10:30:00,2019-01-01,10:12:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95bc1d34-7b9b-11e9-8526-7831c1d08f6a,10:35:06,2019-01-01,10:17:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95bc8974-7b9b-11e9-aece-7831c1d08f6a,10:36:00,2019-01-01,10:18:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95bd5c6c-7b9b-11e9-81d9-7831c1d08f6a,10:58:00,2019-01-01,10:20:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95bd6608-7b9b-11e9-be26-7831c1d08f6a,10:58:00,2019-01-01,10:20:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95bebaa8-7b9b-11e9-883c-7831c1d08f6a,10:41:06,2019-01-01,10:23:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95befaf4-7b9b-11e9-a3ff-7831c1d08f6a,10:42:00,2019-01-01,10:24:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95c19624-7b9b-11e9-8d9d-7831c1d08f6a,10:47:06,2019-01-01,10:29:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95c21d06-7b9b-11e9-a2c4-7831c1d08f6a,11:08:00,2019-01-01,10:30:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95c2271a-7b9b-11e9-9bd8-7831c1d08f6a,11:08:00,2019-01-01,10:30:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95c2314c-7b9b-11e9-be62-7831c1d08f6a,10:48:00,2019-01-01,10:30:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95c3deac-7b9b-11e9-9c10-7831c1d08f6a,10:53:06,2019-01-01,10:35:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95c414a8-7b9b-11e9-9cad-7831c1d08f6a,10:54:00,2019-01-01,10:36:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95c633d2-7b9b-11e9-8f0f-7831c1d08f6a,11:18:00,2019-01-01,10:40:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95c63e68-7b9b-11e9-98fa-7831c1d08f6a,11:18:00,2019-01-01,10:40:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95c6d918-7b9b-11e9-8ebe-7831c1d08f6a,10:59:06,2019-01-01,10:41:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95c74f74-7b9b-11e9-a050-7831c1d08f6a,11:00:00,2019-01-01,10:42:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95c931f4-7b9b-11e9-a5bc-7831c1d08f6a,11:05:06,2019-01-01,10:47:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95c97088-7b9b-11e9-8d26-7831c1d08f6a,11:06:00,2019-01-01,10:48:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95cab150-7b9b-11e9-bbb9-7831c1d08f6a,11:28:00,2019-01-01,10:50:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95cb1668-7b9b-11e9-b93d-7831c1d08f6a,11:28:00,2019-01-01,10:50:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95cc4e02-7b9b-11e9-8fff-7831c1d08f6a,11:11:06,2019-01-01,10:53:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95cca55a-7b9b-11e9-99bd-7831c1d08f6a,11:12:00,2019-01-01,10:54:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95cf190c-7b9b-11e9-82d6-7831c1d08f6a,11:17:06,2019-01-01,10:59:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
95cf6d62-7b9b-11e9-8105-7831c1d08f6a,11:38:00,2019-01-01,11:00:00,tram24,"['CentraalStation', 'Dam', 'Rokin', 'Muntplein', 'Vijzelgracht', 'MarieHeinekenplein', 'DePijp', 'RoelofHartplein', 'GerritvdVeenstraat', 'Beethovenstraat', 'Minervaplein', 'Olympiaplein', 'Olympiaweg', 'OlympischStadion', 'IJsbaanpad', 'Amstelveenseweg', 'VUMedischCentrum', 'DeBoelelaanVU']"
95cf82b6-7b9b-11e9-8432-7831c1d08f6a,11:38:00,2019-01-01,11:00:00,tram24,"['DeBoelelaanVU', 'VUMedischCentrum', 'Amstelveenseweg', 'IJsbaanpad', 'OlympischStadion', 'Olympiaweg', 'Olympiaplein', 'Minervaplein', 'Beethovenstraat', 'GerritvdVeenstraat', 'RoelofHartplein', 'DePijp', 'MarieHeinekenplein', 'Vijzelgracht', 'Muntplein', 'Rokin', 'Dam', 'CentraalStation']"
95cfb448-7b9b-11e9-94bc-7831c1d08f6a,11:18:00,2019-01-01,11:00:00,metro52,"['Noord', 'Noorderpark', 'CentraalStation', 'Rokin', 'Vijzelgracht', 'DePijp', 'Europaplein', 'Zuid']"
95d28ac6-7b9b-11e9-9dce-7831c1d08f6a,11:23:06,2019-01-01,11:05:06,metro52,"['Zuid', 'Europaplein', 'DePijp', 'Vijzelgracht', 'Rokin', 'CentraalStation', 'Noorderpark', 'Noord']"
