station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Van der Madeweg,199.0,178.0,188.0,184.0,171.0,170.0,175.0,196.0,151.0,164.0
Venserpolder,74.0,73.0,85.0,79.0,76.0,87.0,66.0,68.0,78.0,83.0
Verrijn Stuartweg,18.0,22.0,22.0,24.0,23.0,24.0,17.0,16.0,17.0,23.0
Victorieplein,21.0,23.0,18.0,24.0,22.0,26.0,19.0,18.0,17.0,23.0
Vijzelgracht,513.0,525.0,510.0,550.0,520.0,563.0,550.0,501.0,520.0,509.0
VU medisch centrum,20.0,20.0,23.0,24.0,21.0,20.0,23.0,25.0,20.0,19.0
Waalstraat,8.0,8.0,9.0,13.0,9.0,10.0,7.0,13.0,5.0,8.0
Waterlooplein,192.0,219.0,206.0,220.0,229.0,218.0,214.0,227.0,227.0,217.0
Weesperplein,123.0,131.0,129.0,124.0,140.0,110.0,119.0,133.0,113.0,125.0
Wibautstraat,138.0,108.0,118.0,110.0,111.0,115.0,109.0,113.0,107.0,120.0
Station Zuid,1104.0,1081.0,1090.0,1127.0,1157.0,1110.0,1123.0,1125.0,1175.0,1089.0
Station Lelylaan,68.0,65.0,72.0,67.0,67.0,70.0,67.0,66.0,73.0,79.0
