station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,4.0,3.0,3.0,7.0,5.0,4.0,6.0,4.0,3.0,4.0
Amstelstation,261.0,294.0,270.0,284.0,241.0,284.0,263.0,258.0,253.0,275.0
Amstelveenseweg,70.0,70.0,88.0,75.0,82.0,91.0,83.0,81.0,77.0,71.0
Beethovenstraat,13.0,8.0,8.0,7.0,10.0,10.0,8.0,6.0,8.0,10.0
Bullewijk,171.0,176.0,144.0,157.0,167.0,141.0,160.0,172.0,152.0,147.0
Burg.de Vlugtlaan,40.0,55.0,53.0,49.0,47.0,46.0,50.0,46.0,47.0,54.0
Centraal Station,1430.0,1386.0,1384.0,1354.0,1304.0,1372.0,1369.0,1331.0,1404.0,1363.0
Cornelis Troostplein,26.0,11.0,16.0,16.0,16.0,18.0,23.0,10.0,25.0,16.0
Dam,480.0,469.0,471.0,474.0,473.0,443.0,486.0,490.0,457.0,480.0
De Boelelaan/VU,12.0,11.0,12.0,12.0,10.0,15.0,8.0,7.0,8.0,13.0
De Pijp,1001.0,972.0,965.0,961.0,1040.0,956.0,1019.0,977.0,964.0,1007.0
Europaplein,414.0,422.0,417.0,457.0,435.0,402.0,399.0,408.0,397.0,419.0
Gaasperplas,64.0,71.0,75.0,73.0,61.0,70.0,71.0,79.0,76.0,70.0
Gein,66.0,72.0,61.0,65.0,65.0,61.0,50.0,74.0,62.0,58.0
Gerrit v.d. Veenstraat,28.0,33.0,37.0,32.0,40.0,32.0,38.0,33.0,30.0,41.0
Heemstedestraat,29.0,51.0,39.0,33.0,38.0,37.0,39.0,26.0,46.0,37.0
Henk Sneevlietweg,50.0,49.0,65.0,59.0,47.0,47.0,60.0,55.0,61.0,53.0
IJsbaanpad,4.0,4.0,5.0,6.0,4.0,4.0,5.0,2.0,7.0,6.0
Isolatorweg,22.0,15.0,21.0,17.0,13.0,13.0,16.0,22.0,19.0,16.0
Jan v.Galenstraat,41.0,56.0,57.0,40.0,47.0,45.0,46.0,48.0,50.0,44.0
Keizersgracht,54.0,52.0,52.0,41.0,33.0,55.0,53.0,60.0,43.0,48.0
Koningsplein,122.0,143.0,155.0,134.0,146.0,142.0,139.0,143.0,140.0,137.0
Kraaienneststation,147.0,144.0,122.0,128.0,142.0,151.0,159.0,134.0,149.0,137.0
Leidseplein,207.0,206.0,214.0,198.0,188.0,222.0,202.0,200.0,189.0,211.0
Maasstraat,10.0,11.0,13.0,7.0,13.0,10.0,5.0,16.0,17.0,20.0
Marie Heinekenplein,211.0,223.0,211.0,225.0,227.0,211.0,217.0,231.0,208.0,236.0
Minervaplein,10.0,10.0,6.0,7.0,6.0,13.0,4.0,8.0,8.0,7.0
Muntplein,145.0,170.0,159.0,153.0,176.0,167.0,171.0,173.0,167.0,134.0
Museumplein,122.0,126.0,100.0,127.0,109.0,140.0,117.0,91.0,112.0,109.0
Nieuwezijds Kolk,38.0,48.0,46.0,56.0,58.0,46.0,60.0,64.0,39.0,43.0
Nieuwmarkt,198.0,177.0,177.0,179.0,192.0,197.0,166.0,181.0,181.0,187.0
Noord,655.0,638.0,642.0,627.0,588.0,634.0,580.0,636.0,663.0,612.0
Noorderpark,253.0,256.0,244.0,252.0,249.0,244.0,278.0,261.0,276.0,280.0
Olympiaplein,35.0,26.0,21.0,23.0,31.0,24.0,25.0,21.0,17.0,30.0
Olympiaweg,23.0,21.0,18.0,24.0,25.0,28.0,22.0,26.0,22.0,28.0
Olympisch stadion,38.0,35.0,42.0,37.0,34.0,52.0,36.0,34.0,44.0,48.0
Overamstel,47.0,48.0,51.0,43.0,51.0,48.0,45.0,46.0,47.0,48.0
Postjesweg,43.0,35.0,44.0,40.0,35.0,40.0,35.0,26.0,35.0,33.0
Prinsengracht,71.0,64.0,44.0,70.0,60.0,67.0,71.0,77.0,66.0,53.0
Reigersbos,106.0,92.0,109.0,89.0,89.0,96.0,81.0,84.0,90.0,85.0
Rijksmuseum,178.0,168.0,192.0,174.0,195.0,174.0,176.0,182.0,159.0,173.0
Roelof Hartplein,103.0,113.0,140.0,113.0,107.0,111.0,114.0,129.0,134.0,133.0
Rokin,1265.0,1280.0,1246.0,1325.0,1310.0,1271.0,1308.0,1323.0,1306.0,1356.0
Scheldestraat,4.0,3.0,7.0,7.0,5.0,8.0,4.0,6.0,5.0,12.0
Spaklerweg,65.0,48.0,47.0,61.0,56.0,54.0,74.0,64.0,42.0,58.0
Spui,106.0,88.0,121.0,112.0,105.0,92.0,92.0,85.0,92.0,104.0
Station Bijlmer ArenA,422.0,450.0,467.0,437.0,462.0,427.0,446.0,427.0,458.0,430.0
Station Diemen-Zuid,110.0,124.0,108.0,110.0,127.0,118.0,112.0,100.0,127.0,111.0
Station Duivendrecht,99.0,83.0,113.0,90.0,87.0,84.0,83.0,100.0,92.0,82.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,111.0,105.0,121.0,116.0,110.0,110.0,107.0,122.0,102.0,94.0
Station RAI,119.0,126.0,120.0,122.0,113.0,130.0,118.0,143.0,130.0,132.0
Station Sloterdijk,141.0,134.0,134.0,122.0,146.0,156.0,142.0,137.0,139.0,130.0
Strandvliet,73.0,70.0,65.0,56.0,72.0,62.0,83.0,58.0,67.0,65.0
Van Baerlestraat,112.0,149.0,135.0,118.0,109.0,149.0,134.0,129.0,132.0,138.0
