station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Station RAI,113.0,117.0,99.0,98.0,90.0,98.0,121.0,115.0,104.0,123.0
Station Sloterdijk,159.0,116.0,161.0,115.0,131.0,111.0,127.0,118.0,126.0,126.0
Strandvliet,115.0,122.0,120.0,124.0,116.0,128.0,118.0,119.0,130.0,121.0
Van Baerlestraat,65.0,52.0,59.0,59.0,53.0,53.0,62.0,65.0,66.0,50.0
Van der Madeweg,142.0,164.0,141.0,154.0,156.0,158.0,155.0,158.0,135.0,171.0
Venserpolder,122.0,113.0,122.0,127.0,134.0,140.0,126.0,128.0,115.0,134.0
Verrijn Stuartweg,25.0,30.0,28.0,27.0,26.0,24.0,31.0,24.0,26.0,23.0
Victorieplein,24.0,24.0,32.0,26.0,30.0,22.0,33.0,39.0,27.0,22.0
Vijzelgracht,464.0,469.0,483.0,462.0,460.0,469.0,392.0,430.0,460.0,413.0
VU medisch centrum,37.0,45.0,55.0,45.0,40.0,61.0,45.0,53.0,51.0,44.0
Waalstraat,8.0,13.0,15.0,5.0,13.0,11.0,10.0,7.0,17.0,10.0
Waterlooplein,148.0,167.0,178.0,172.0,166.0,164.0,165.0,155.0,172.0,188.0
Weesperplein,96.0,95.0,90.0,97.0,122.0,97.0,106.0,107.0,94.0,111.0
Wibautstraat,155.0,181.0,162.0,185.0,180.0,143.0,170.0,152.0,142.0,183.0
Station Zuid,1169.0,1055.0,1141.0,1108.0,1134.0,1105.0,1138.0,1087.0,1170.0,1098.0
Station Lelylaan,87.0,88.0,66.0,86.0,76.0,90.0,75.0,69.0,96.0,73.0
