station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Station Sloterdijk,208.0,194.0,188.0,178.0,174.0,179.0,193.0,197.0,187.0,180.0
Strandvliet,84.0,69.0,87.0,63.0,61.0,56.0,70.0,79.0,67.0,67.0
Van Baerlestraat,98.0,77.0,72.0,101.0,85.0,80.0,85.0,71.0,63.0,85.0
Van der Madeweg,149.0,178.0,170.0,195.0,187.0,186.0,183.0,197.0,183.0,176.0
Venserpolder,106.0,110.0,115.0,112.0,109.0,111.0,91.0,81.0,112.0,107.0
Verrijn Stuartweg,92.0,77.0,72.0,100.0,94.0,82.0,71.0,103.0,91.0,77.0
Victorieplein,33.0,28.0,38.0,38.0,33.0,26.0,26.0,32.0,29.0,32.0
Vijzelgracht,302.0,304.0,303.0,323.0,311.0,324.0,313.0,282.0,297.0,319.0
VU medisch centrum,44.0,42.0,46.0,33.0,41.0,41.0,48.0,47.0,37.0,48.0
Waalstraat,36.0,28.0,34.0,27.0,25.0,29.0,22.0,31.0,25.0,27.0
Waterlooplein,173.0,175.0,166.0,167.0,157.0,148.0,170.0,171.0,173.0,153.0
Weesperplein,460.0,470.0,446.0,464.0,439.0,512.0,431.0,491.0,456.0,429.0
Wibautstraat,123.0,114.0,118.0,139.0,128.0,123.0,128.0,100.0,124.0,106.0
Station Zuid,1488.0,1500.0,1494.0,1381.0,1440.0,1576.0,1513.0,1463.0,1422.0,1479.0
Station Lelylaan,86.0,92.0,97.0,106.0,110.0,94.0,107.0,120.0,107.0,121.0
