station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,3.0,5.0,7.0,8.0,10.0,6.0,10.0,11.0,8.0,6.0
Amstelstation,352.0,359.0,336.0,358.0,377.0,337.0,370.0,361.0,351.0,354.0
Amstelveenseweg,144.0,182.0,164.0,141.0,158.0,157.0,141.0,149.0,158.0,132.0
Beethovenstraat,10.0,16.0,16.0,9.0,12.0,10.0,13.0,10.0,14.0,14.0
Bullewijk,160.0,144.0,149.0,140.0,136.0,148.0,162.0,142.0,130.0,155.0
Burg.de Vlugtlaan,40.0,52.0,43.0,37.0,57.0,44.0,47.0,38.0,50.0,45.0
Centraal Station,847.0,860.0,898.0,855.0,878.0,873.0,888.0,868.0,891.0,879.0
Cornelis Troostplein,20.0,18.0,20.0,15.0,24.0,18.0,18.0,19.0,12.0,27.0
Dam,249.0,225.0,237.0,246.0,238.0,236.0,247.0,216.0,221.0,207.0
De Boelelaan/VU,47.0,39.0,46.0,35.0,48.0,36.0,49.0,48.0,50.0,51.0
De Pijp,767.0,796.0,802.0,807.0,779.0,754.0,755.0,754.0,725.0,791.0
Europaplein,388.0,363.0,354.0,362.0,387.0,367.0,346.0,353.0,355.0,362.0
Gaasperplas,73.0,64.0,78.0,47.0,63.0,71.0,64.0,64.0,69.0,55.0
Gein,89.0,96.0,101.0,88.0,76.0,101.0,92.0,92.0,90.0,97.0
Gerrit v.d. Veenstraat,42.0,38.0,46.0,45.0,37.0,42.0,43.0,34.0,42.0,53.0
Heemstedestraat,47.0,51.0,47.0,49.0,49.0,54.0,40.0,49.0,50.0,47.0
Henk Sneevlietweg,138.0,120.0,128.0,130.0,135.0,114.0,122.0,142.0,146.0,131.0
IJsbaanpad,3.0,6.0,7.0,5.0,6.0,5.0,7.0,5.0,4.0,7.0
Isolatorweg,60.0,68.0,56.0,49.0,51.0,46.0,58.0,71.0,52.0,64.0
Jan v.Galenstraat,160.0,134.0,165.0,169.0,153.0,165.0,165.0,177.0,128.0,149.0
Keizersgracht,29.0,38.0,27.0,31.0,33.0,27.0,39.0,26.0,44.0,17.0
Koningsplein,69.0,91.0,97.0,82.0,95.0,72.0,87.0,99.0,70.0,75.0
Kraaienneststation,162.0,161.0,176.0,166.0,123.0,210.0,171.0,179.0,175.0,196.0
Leidseplein,123.0,103.0,99.0,84.0,84.0,104.0,117.0,82.0,97.0,94.0
Maasstraat,13.0,17.0,17.0,13.0,19.0,18.0,21.0,10.0,6.0,17.0
Marie Heinekenplein,153.0,139.0,134.0,129.0,148.0,129.0,120.0,132.0,118.0,144.0
Minervaplein,14.0,14.0,13.0,16.0,15.0,14.0,4.0,12.0,10.0,13.0
Muntplein,79.0,92.0,80.0,84.0,80.0,86.0,86.0,81.0,72.0,89.0
Museumplein,89.0,79.0,92.0,94.0,90.0,76.0,83.0,80.0,95.0,81.0
Nieuwezijds Kolk,24.0,36.0,36.0,33.0,34.0,23.0,26.0,33.0,35.0,31.0
Nieuwmarkt,86.0,82.0,85.0,84.0,103.0,86.0,91.0,98.0,100.0,101.0
Noord,625.0,567.0,572.0,593.0,571.0,571.0,600.0,565.0,588.0,589.0
Noorderpark,231.0,262.0,251.0,248.0,243.0,265.0,215.0,257.0,252.0,230.0
Olympiaplein,43.0,33.0,27.0,45.0,42.0,37.0,36.0,29.0,38.0,23.0
Olympiaweg,27.0,25.0,21.0,25.0,28.0,23.0,23.0,26.0,27.0,24.0
Olympisch stadion,31.0,28.0,32.0,37.0,29.0,30.0,25.0,28.0,22.0,31.0
Overamstel,52.0,52.0,44.0,44.0,67.0,47.0,45.0,44.0,41.0,48.0
Postjesweg,80.0,64.0,86.0,77.0,90.0,87.0,75.0,77.0,96.0,83.0
Prinsengracht,43.0,36.0,35.0,35.0,40.0,42.0,36.0,45.0,37.0,26.0
Reigersbos,126.0,144.0,143.0,146.0,154.0,138.0,147.0,127.0,136.0,141.0
Rijksmuseum,103.0,96.0,109.0,95.0,101.0,119.0,112.0,119.0,97.0,103.0
Roelof Hartplein,126.0,156.0,151.0,155.0,135.0,152.0,130.0,141.0,140.0,132.0
Rokin,565.0,590.0,616.0,673.0,589.0,636.0,599.0,601.0,611.0,606.0
Scheldestraat,9.0,10.0,5.0,13.0,14.0,10.0,16.0,10.0,17.0,15.0
Spaklerweg,59.0,47.0,46.0,63.0,49.0,53.0,62.0,60.0,47.0,54.0
Spui,63.0,51.0,61.0,57.0,48.0,51.0,60.0,61.0,50.0,57.0
Station Bijlmer ArenA,427.0,476.0,487.0,469.0,452.0,459.0,470.0,425.0,494.0,460.0
Station Diemen-Zuid,162.0,135.0,169.0,130.0,133.0,126.0,143.0,145.0,150.0,158.0
Station Duivendrecht,100.0,107.0,92.0,94.0,115.0,79.0,92.0,108.0,120.0,103.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,259.0,294.0,245.0,270.0,249.0,268.0,267.0,280.0,263.0,279.0
Station RAI,204.0,205.0,188.0,172.0,176.0,192.0,210.0,173.0,175.0,158.0
Station Sloterdijk,205.0,218.0,172.0,204.0,181.0,186.0,180.0,203.0,192.0,170.0
Strandvliet,56.0,71.0,83.0,89.0,88.0,92.0,76.0,90.0,83.0,73.0
Van Baerlestraat,92.0,76.0,78.0,74.0,77.0,79.0,92.0,82.0,66.0,79.0
Van der Madeweg,177.0,192.0,165.0,162.0,175.0,187.0,182.0,177.0,169.0,200.0
Venserpolder,96.0,96.0,106.0,114.0,95.0,88.0,119.0,106.0,114.0,94.0
Verrijn Stuartweg,70.0,97.0,86.0,90.0,99.0,98.0,93.0,114.0,79.0,77.0
Victorieplein,31.0,37.0,35.0,36.0,33.0,32.0,26.0,37.0,32.0,33.0
Vijzelgracht,274.0,305.0,298.0,281.0,292.0,267.0,308.0,300.0,337.0,312.0
VU medisch centrum,37.0,39.0,43.0,42.0,43.0,42.0,46.0,51.0,37.0,46.0
Waalstraat,17.0,31.0,16.0,32.0,35.0,37.0,26.0,34.0,32.0,38.0
Waterlooplein,197.0,175.0,162.0,154.0,162.0,200.0,171.0,191.0,157.0,174.0
Weesperplein,498.0,451.0,451.0,476.0,512.0,471.0,437.0,452.0,459.0,451.0
Wibautstraat,137.0,119.0,139.0,107.0,122.0,137.0,112.0,124.0,134.0,128.0
Station Zuid,1496.0,1411.0,1433.0,1493.0,1479.0,1481.0,1489.0,1469.0,1517.0,1529.0
Station Lelylaan,102.0,116.0,97.0,94.0,84.0,89.0,98.0,114.0,123.0,92.0
