station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,6.0,7.0,12.0,9.0,7.0,5.0,8.0,8.0,13.0,7.0
Amstelstation,358.0,342.0,345.0,363.0,367.0,354.0,347.0,367.0,359.0,377.0
Amstelveenseweg,122.0,134.0,128.0,106.0,128.0,107.0,125.0,125.0,129.0,127.0
Beethovenstraat,7.0,7.0,7.0,2.0,6.0,5.0,5.0,4.0,7.0,4.0
Bullewijk,143.0,159.0,157.0,133.0,158.0,151.0,139.0,182.0,126.0,159.0
Burg.de Vlugtlaan,74.0,78.0,96.0,88.0,86.0,69.0,90.0,80.0,86.0,73.0
Centraal Station,1085.0,1098.0,1094.0,1141.0,1085.0,1138.0,1071.0,1086.0,1136.0,1131.0
Cornelis Troostplein,14.0,20.0,10.0,18.0,14.0,21.0,11.0,16.0,16.0,19.0
Dam,244.0,283.0,284.0,243.0,251.0,240.0,261.0,291.0,286.0,281.0
De Boelelaan/VU,13.0,13.0,11.0,12.0,10.0,15.0,7.0,11.0,14.0,7.0
De Pijp,748.0,756.0,778.0,747.0,788.0,809.0,725.0,741.0,746.0,726.0
Europaplein,221.0,216.0,219.0,216.0,218.0,230.0,190.0,221.0,207.0,199.0
Gaasperplas,66.0,60.0,63.0,85.0,66.0,72.0,60.0,73.0,49.0,69.0
Gein,133.0,109.0,127.0,131.0,129.0,119.0,132.0,120.0,131.0,114.0
Gerrit v.d. Veenstraat,34.0,31.0,29.0,26.0,30.0,35.0,33.0,36.0,28.0,31.0
Heemstedestraat,47.0,44.0,39.0,55.0,52.0,56.0,43.0,44.0,62.0,49.0
Henk Sneevlietweg,90.0,85.0,94.0,91.0,89.0,92.0,90.0,102.0,95.0,91.0
IJsbaanpad,6.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,3.0,2.0
Isolatorweg,26.0,33.0,18.0,30.0,24.0,38.0,34.0,30.0,29.0,21.0
Jan v.Galenstraat,99.0,110.0,102.0,91.0,105.0,101.0,89.0,83.0,91.0,110.0
Keizersgracht,23.0,24.0,23.0,30.0,26.0,27.0,31.0,26.0,31.0,22.0
