station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Koningsplein,69.0,80.0,81.0,77.0,86.0,87.0,67.0,86.0,67.0,66.0
Kraaienneststation,230.0,200.0,186.0,209.0,231.0,186.0,213.0,218.0,198.0,211.0
Leidseplein,77.0,88.0,93.0,100.0,106.0,82.0,103.0,94.0,105.0,86.0
Maasstraat,12.0,9.0,4.0,7.0,12.0,9.0,11.0,5.0,12.0,14.0
Marie Heinekenplein,136.0,120.0,89.0,96.0,110.0,105.0,111.0,121.0,113.0,120.0
Minervaplein,4.0,5.0,6.0,8.0,4.0,3.0,7.0,8.0,7.0,11.0
Muntplein,102.0,104.0,113.0,105.0,95.0,93.0,92.0,101.0,92.0,109.0
Museumplein,80.0,74.0,73.0,54.0,70.0,62.0,71.0,81.0,74.0,59.0
Nieuwezijds Kolk,34.0,54.0,27.0,48.0,48.0,35.0,40.0,42.0,36.0,42.0
Nieuwmarkt,136.0,120.0,141.0,123.0,138.0,124.0,119.0,118.0,133.0,121.0
Noord,814.0,789.0,808.0,828.0,805.0,865.0,826.0,763.0,775.0,788.0
Noorderpark,276.0,284.0,278.0,303.0,269.0,280.0,282.0,288.0,269.0,274.0
Olympiaplein,26.0,40.0,27.0,26.0,41.0,39.0,30.0,47.0,36.0,27.0
Olympiaweg,25.0,21.0,23.0,32.0,23.0,29.0,35.0,35.0,35.0,19.0
Olympisch stadion,24.0,26.0,33.0,23.0,27.0,19.0,23.0,25.0,29.0,25.0
Overamstel,51.0,52.0,70.0,52.0,50.0,51.0,44.0,67.0,46.0,46.0
Postjesweg,58.0,60.0,67.0,74.0,59.0,54.0,65.0,50.0,57.0,52.0
Prinsengracht,38.0,35.0,30.0,34.0,32.0,29.0,39.0,30.0,41.0,29.0
Reigersbos,169.0,143.0,169.0,174.0,171.0,158.0,167.0,177.0,171.0,174.0
Rijksmuseum,110.0,109.0,105.0,101.0,106.0,104.0,95.0,93.0,101.0,103.0
Roelof Hartplein,166.0,178.0,168.0,154.0,155.0,159.0,183.0,161.0,168.0,179.0
Rokin,779.0,820.0,795.0,830.0,822.0,753.0,823.0,787.0,835.0,814.0
Scheldestraat,9.0,8.0,16.0,10.0,12.0,10.0,14.0,10.0,14.0,11.0
Spaklerweg,39.0,48.0,56.0,46.0,47.0,46.0,50.0,54.0,52.0,50.0
Spui,65.0,55.0,60.0,39.0,53.0,59.0,59.0,53.0,53.0,55.0
Station Bijlmer ArenA,447.0,462.0,408.0,454.0,424.0,416.0,452.0,422.0,421.0,428.0
Station Diemen-Zuid,127.0,140.0,143.0,130.0,145.0,127.0,139.0,126.0,142.0,130.0
Station Duivendrecht,152.0,132.0,150.0,140.0,126.0,135.0,168.0,125.0,166.0,154.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,244.0,256.0,247.0,229.0,261.0,248.0,247.0,246.0,240.0,272.0
Station RAI,140.0,108.0,129.0,121.0,108.0,119.0,115.0,110.0,118.0,112.0
Station Sloterdijk,234.0,226.0,222.0,248.0,248.0,256.0,234.0,258.0,272.0,255.0
Strandvliet,64.0,79.0,75.0,74.0,74.0,81.0,59.0,79.0,70.0,73.0
Van Baerlestraat,70.0,81.0,68.0,70.0,58.0,76.0,70.0,74.0,65.0,75.0
Van der Madeweg,171.0,177.0,183.0,164.0,170.0,170.0,189.0,190.0,171.0,179.0
Venserpolder,94.0,101.0,110.0,90.0,102.0,93.0,102.0,79.0,114.0,91.0
Verrijn Stuartweg,50.0,52.0,40.0,53.0,43.0,49.0,43.0,45.0,42.0,52.0
Victorieplein,27.0,31.0,40.0,22.0,24.0,35.0,32.0,24.0,30.0,37.0
Vijzelgracht,380.0,363.0,365.0,343.0,360.0,368.0,359.0,348.0,377.0,379.0
VU medisch centrum,31.0,31.0,31.0,31.0,30.0,36.0,32.0,23.0,28.0,34.0
Waalstraat,15.0,10.0,8.0,10.0,5.0,12.0,13.0,6.0,10.0,14.0
Waterlooplein,178.0,174.0,182.0,183.0,184.0,178.0,181.0,211.0,181.0,173.0
Weesperplein,364.0,322.0,364.0,334.0,314.0,339.0,338.0,359.0,310.0,339.0
Wibautstraat,135.0,131.0,133.0,138.0,160.0,134.0,118.0,137.0,116.0,140.0
Station Zuid,1161.0,1187.0,1135.0,1192.0,1144.0,1179.0,1238.0,1160.0,1149.0,1139.0
Station Lelylaan,128.0,104.0,112.0,101.0,107.0,123.0,108.0,117.0,115.0,120.0
