,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,ROT,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME,vessel_type,terminal_type,name,length,width,ID,draught_empty,draught_full,height_empty,height_full,v,installed_power,terminal
592,51.91955,3.533385,2.0,215.0,144.0,8.0,NLDOR,GB,145.0,0.0,ELISABETH SCHULTE,8,195611,23.0,120.0,16.0,16371.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ELISABETH SCHULTE,145.0,23.0,195611,5,5,5,5,5.1,1000,Other
593,51.8662,3.419448,1.0,237.0,158.0,6.0,FOR ORDER,AG,145.0,0.0,SLOMAN HERAKLES,8,366533,23.0,123.0,17.0,16417.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,SLOMAN HERAKLES,145.0,23.0,366533,5,5,5,5,5.1,1000,Other
594,51.93091,4.42356,0.0,,,4.0,,NL,86.0,,RS ALINDA,7,237691,8.0,73.0,5.0,,61,nan,nan,nan,,,RS ALINDA,86.0,8.0,237691,5,5,5,5,5.1,1000,Other
595,51.88867,4.419833,0.0,218.0,111.0,2.0,,NL,30.0,0.0,NIEUWE MAZE,6,3405605,10.0,14.0,5.0,,-999,nan,nan,nan,,,NIEUWE MAZE,30.0,10.0,3405605,5,5,5,5,5.1,1000,Other
596,51.87627,4.310623,0.0,30.0,30.0,4.0,ROTTERDAM,NL,42.0,,INVOTIS V,3,234202,9.0,37.0,6.0,,131,nan,nan,nan,,,INVOTIS V,42.0,9.0,234202,5,5,5,5,5.1,1000,Other
597,51.87953,4.308352,74.0,349.0,349.0,2.0,CAP A/D Y,NL,25.0,,HENDRIK SR,8,4164968,5.0,20.0,4.0,,-999,nan,nan,nan,,,HENDRIK SR,25.0,5.0,4164968,5,5,5,5,5.1,1000,Other
598,51.89943,4.51839,,,,2.0,,NL,0.0,,X,0,23026,0.0,0.0,0.0,,-999,nan,nan,nan,,,X,0.0,0.0,23026,5,5,5,5,5.1,1000,Other
599,51.88474,4.23473,0.0,97.0,97.0,2.0,,NL,75.0,,CLEAN SEAS 2,7,237940,20.0,65.0,3.0,,61,nan,nan,nan,,,CLEAN SEAS 2,75.0,20.0,237940,5,5,5,5,5.1,1000,Other
600,51.91903,4.210428,0.0,80.0,179.0,2.0,FI SKV>NL RTM,FI,155.0,0.0,LUNNI,8,5617575,23.0,126.0,11.0,17500.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,LUNNI,155.0,23.0,5617575,5,5,5,5,5.1,1000,Other
601,51.90108,4.573912,0.0,271.0,271.0,8.0,ROTTERDAM,NL,102.0,,RELATION,8,138373,27.0,86.0,5.0,,25,nan,nan,nan,,,RELATION,102.0,27.0,138373,5,5,5,5,5.1,1000,Other
602,51.88138,4.268012,0.0,208.0,71.0,4.0,ROTTERDAM,NO,182.0,0.0,BOW SKY,8,314685,32.0,148.0,13.0,49479.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,BOW SKY,182.0,32.0,314685,5,5,5,5,5.1,1000,Other
603,51.86731,4.30652,0.0,317.0,88.0,4.0,,NL,18.0,0.0,ALBATROS,3,6530847,5.0,19.0,0.0,,-999,nan,nan,nan,,,ALBATROS,18.0,5.0,6530847,5,5,5,5,5.1,1000,Other
604,51.90993,4.498305,0.0,,,4.0,ROTTERDAM,NL,26.0,,QUANTA,6,4219392,6.0,20.0,2.0,,24,nan,nan,nan,,,QUANTA,26.0,6.0,4219392,5,5,5,5,5.1,1000,Other
605,51.89192,4.327183,0.0,205.0,205.0,4.0,DEN HAAG,NL,85.0,,JANJO,7,247565,9.0,73.0,4.0,,61,nan,nan,nan,,,JANJO,85.0,9.0,247565,5,5,5,5,5.1,1000,Other
606,51.89034,4.453928,0.0,,,2.0,ROTTERDAM,NL,42.0,,SIAL,7,239930,6.0,34.0,5.0,,61,nan,nan,nan,,,SIAL,42.0,6.0,239930,5,5,5,5,5.1,1000,Other
607,51.88975,4.314188,,,,2.0,nan,NL,0.0,,VTS 2442102,0,998067,0.0,,,,-999,nan,nan,nan,,,VTS 2442102,0.0,0.0,998067,5,5,5,5,5.1,1000,Other
608,51.83351,4.473668,106.0,255.0,255.0,7.0,CLASS B,NL,15.0,,BLITZ,9,5934923,4.0,8.0,3.0,,-999,nan,nan,nan,,,BLITZ,15.0,4.0,5934923,5,5,5,5,5.1,1000,Other
609,51.88315,4.452025,12.0,110.0,110.0,3.0,ANYWHERE,NL,25.0,,POSEIDON,3,242791,12.0,18.0,6.0,,131,nan,nan,nan,,,POSEIDON,25.0,12.0,242791,5,5,5,5,5.1,1000,Other
610,51.88322,4.43298,0.0,108.0,149.0,6.0,HRBTUG BOTLEK,NL,23.0,0.0,BUIZERD,3,1011704,6.0,6.0,5.0,,74,nan,nan,nan,,,BUIZERD,23.0,6.0,1011704,5,5,5,5,5.1,1000,Other
611,51.91631,4.210642,0.0,,,4.0,MOERDIJK,DE,126.0,,THIJS JR,3,142870,5.0,23.0,6.0,,131,nan,nan,nan,,,THIJS JR,126.0,5.0,142870,5,5,5,5,5.1,1000,Other
612,51.88039,4.244946,0.0,,,5.0,IJMUIDEN,NL,172.0,,MARANTA,7,236390,12.0,172.0,6.0,,61,nan,nan,nan,,,MARANTA,172.0,12.0,236390,5,5,5,5,5.1,1000,Other
613,51.89349,4.224222,97.0,333.0,333.0,3.0,,NL,80.0,,SHAMROCK,7,242957,9.0,68.0,4.0,,61,nan,nan,nan,,,SHAMROCK,80.0,9.0,242957,5,5,5,5,5.1,1000,Other
614,51.88317,4.30635,0.0,,,5.0,GENT,NL,110.0,,DUANDRA,8,250402,16.0,98.0,2.0,6000.0,25,nan,nan,nan,,,DUANDRA,110.0,16.0,250402,5,5,5,5,5.1,1000,Other
615,51.91336,4.22154,0.0,200.0,200.0,3.0,CLASS B,NL,41.0,,PAULUS,7,4188494,6.0,34.0,3.0,,-999,nan,nan,nan,,,PAULUS,41.0,6.0,4188494,5,5,5,5,5.1,1000,Other
616,51.90305,4.425718,130.0,263.0,265.0,2.0,ROTTERDAM,NL,25.0,-720.0,RPA8,8,5283398,5.0,13.0,3.0,,25,nan,nan,nan,,,RPA8,25.0,5.0,5283398,5,5,5,5,5.1,1000,Other
617,51.89555,4.444833,0.0,65.0,65.0,2.0,WAALHAWEN,MT,199.0,,AMAZON,3,1674639,32.0,24.0,17.0,31962.0,47,nan,nan,nan,,,AMAZON,199.0,32.0,1674639,5,5,5,5,5.1,1000,Other
618,51.88177,4.405908,0.0,,264.0,2.0,NLRTM,NL,82.0,0.0,HENDRIK S,7,260849,12.0,72.0,2.0,3200.0,9,nan,nan,nan,General Cargo,Cargo,HENDRIK S,82.0,12.0,260849,5,5,5,5,5.1,1000,Other
619,51.88702,4.410163,0.0,210.0,210.0,3.0,ROTTERDAM,NL,19.0,,PROSEIDON,3,6293597,8.0,12.0,7.0,,13,nan,nan,nan,,,PROSEIDON,19.0,8.0,6293597,5,5,5,5,5.1,1000,Other
620,51.89248,4.458822,0.0,107.0,285.0,2.0,ROTTERDAM,MT,79.0,0.0,BEN NEVIS,3,124574,18.0,12.0,11.0,4000.0,132,nan,nan,nan,,,BEN NEVIS,79.0,18.0,124574,5,5,5,5,5.1,1000,Other
621,51.8911,4.450333,0.0,195.0,285.0,1.0,ROTTERDAM,NL,173.0,0.0,BIGROLL BERING,7,4103978,42.0,25.0,21.0,20157.0,139,nan,nan,nan,,,BIGROLL BERING,173.0,42.0,4103978,5,5,5,5,5.1,1000,Other
622,51.89878,4.407725,56.0,235.0,235.0,1.0,LEKSTROOM.NL,NL,20.0,,LEKSTROOM V,3,237829,5.0,6.0,2.0,,74,nan,nan,nan,,,LEKSTROOM V,20.0,5.0,237829,5,5,5,5,5.1,1000,Other
623,51.90259,4.422688,88.0,263.0,263.0,2.0,ROTTERDAM VLETWERK,NL,23.0,,ROOS,3,4486275,6.0,6.0,2.0,,74,nan,nan,nan,,,ROOS,23.0,6.0,4486275,5,5,5,5,5.1,1000,Other
624,51.88403,4.272663,0.0,0.0,0.0,2.0,,NL,20.0,,WALVIS,3,184509,9.0,20.0,5.0,,74,nan,nan,nan,,,WALVIS,20.0,9.0,184509,5,5,5,5,5.1,1000,Other
625,51.90063,4.571865,0.0,,,3.0,,NL,80.0,,MARIJE G,7,244812,9.0,65.0,0.0,,61,nan,nan,nan,,,MARIJE G,80.0,9.0,244812,5,5,5,5,5.1,1000,Other
626,51.87845,4.425182,0.0,,,2.0,ALPHEN AD RIJN,NL,90.0,,ALPHENAAR,7,5887159,11.0,84.0,7.0,,-999,nan,nan,nan,,,ALPHENAAR,90.0,11.0,5887159,5,5,5,5,5.1,1000,Other
627,51.89751,4.48238,0.0,109.0,109.0,10.0,ROTTERDAM,CZ,136.0,,KVB BOHEMIA,7,333125,8.0,119.0,7.0,,61,nan,nan,nan,,,KVB BOHEMIA,136.0,8.0,333125,5,5,5,5,5.1,1000,Other
628,51.90029,4.490808,0.0,0.0,0.0,3.0,,NL,60.0,,ANIMO,7,241870,6.0,53.0,5.0,,61,nan,nan,nan,,,ANIMO,60.0,6.0,241870,5,5,5,5,5.1,1000,Other
629,51.88039,4.265247,0.0,264.0,73.0,8.0,,NL,135.0,0.0,SPEELMAN,8,237330,17.0,126.0,12.0,6300.0,25,nan,nan,nan,,,SPEELMAN,135.0,17.0,237330,5,5,5,5,5.1,1000,Other
630,51.91895,4.504825,0.0,,,3.0,ROTTERDAM,NL,82.0,,DE MAJESTEIT,6,238135,15.0,29.0,7.0,,24,nan,nan,nan,,,DE MAJESTEIT,82.0,15.0,238135,5,5,5,5,5.1,1000,Other
631,51.89331,4.417238,0.0,114.0,55.0,5.0,ROTTERDAM,NL,70.0,,MATADOR 3,3,232244,32.0,40.0,20.0,,83,nan,nan,nan,,,MATADOR 3,70.0,32.0,232244,5,5,5,5,5.1,1000,Other
632,52.04265,4.344069,41.0,177.0,177.0,2.0,DENHAAG VV RDAM,NL,70.0,,REINOD 1,3,2289603,7.0,62.0,3.0,,-999,nan,nan,nan,,,REINOD 1,70.0,7.0,2289603,5,5,5,5,5.1,1000,Other
633,51.85501,4.33635,0.0,50.0,50.0,5.0,SPIJKENISSE,NL,85.0,,MARLINA,6,169674,8.0,13.0,5.0,,24,nan,nan,nan,,,MARLINA,85.0,8.0,169674,5,5,5,5,5.1,1000,Other
634,51.89022,4.412655,0.0,,,4.0,ROTTERDAM,NL,40.0,,KOSTRA 3,7,237996,6.0,40.0,3.0,,61,nan,nan,nan,,,KOSTRA 3,40.0,6.0,237996,5,5,5,5,5.1,1000,Other
635,51.91987,4.493938,0.0,0.0,0.0,9.0,RDAM,NL,30.0,,RO.27,9,233875,6.0,15.0,3.0,,-999,nan,nan,nan,,,RO.27,30.0,6.0,233875,5,5,5,5,5.1,1000,Other
636,51.92313,4.201855,1.0,171.0,171.0,3.0,,NL,10.0,,KRVE2,3,251812,4.0,4.0,2.0,,-999,nan,nan,nan,,,KRVE2,10.0,4.0,251812,5,5,5,5,5.1,1000,Other
637,51.90707,4.504132,0.0,23.0,23.0,1.0,ARNHEM,NL,25.0,,KETELBINKIE,6,239038,4.0,13.0,2.0,,24,nan,nan,nan,,,KETELBINKIE,25.0,4.0,239038,5,5,5,5,5.1,1000,Other
638,51.88321,4.269122,4.0,311.0,90.0,2.0,ROTTERDAM,MH,199.0,-4.0,CP SHANGHAI,7,3422629,32.0,169.0,12.0,63608.0,6,nan,nan,nan,Bulk Carrier,Bulk,CP SHANGHAI,199.0,32.0,3422629,5,5,5,5,5.1,1000,Other
639,51.91016,4.499688,0.0,93.0,93.0,1.0,CLASS B,NL,15.0,,WHAT ELSE,9,4646428,4.0,12.0,2.0,,-999,nan,nan,nan,,,WHAT ELSE,15.0,4.0,4646428,5,5,5,5,5.1,1000,Other
640,51.89247,4.272917,0.0,,,2.0,,NL,34.0,,WATERBOOT 10,8,6435520,6.0,28.0,3.0,,25,nan,nan,nan,,,WATERBOOT 10,34.0,6.0,6435520,5,5,5,5,5.1,1000,Other
641,51.87231,4.312668,0.0,207.0,207.0,1.0,A1,NL,80.0,,DUBIO,3,5305563,9.0,65.0,5.0,,-999,nan,nan,nan,,,DUBIO,80.0,9.0,5305563,5,5,5,5,5.1,1000,Other
642,51.88018,4.309757,0.0,,,7.0,ROTTERDAM,BE,110.0,,ANTWERP,8,5369916,11.0,99.0,6.0,,25,nan,nan,nan,,,ANTWERP,110.0,11.0,5369916,5,5,5,5,5.1,1000,Other
643,51.90339,4.484445,0.0,228.0,228.0,2.0,ROTTERDAM,NL,10.0,,MSTX 8,4,3277639,3.0,3.0,3.0,,-999,nan,nan,nan,,,MSTX 8,10.0,3.0,3277639,5,5,5,5,5.1,1000,Other
644,51.88307,4.422057,0.0,347.0,347.0,3.0,FRISO HAVEN,NL,21.0,,HESARI,3,4219333,4.0,7.0,2.0,,74,nan,nan,nan,,,HESARI,21.0,4.0,4219333,5,5,5,5,5.1,1000,Other
645,51.90615,4.379672,0.0,154.0,341.0,6.0,ROTTERDAM,BS,182.0,0.0,WIND SURF,6,369798,20.0,45.0,4.0,1654.0,23,nan,nan,nan,,,WIND SURF,182.0,20.0,369798,5,5,5,5,5.1,1000,Other
646,51.99597,4.367748,0.0,,,3.0,ZWAMMERDAM,NL,66.0,,UNION,7,3460484,7.0,67.0,2.0,,61,nan,nan,nan,,,UNION,66.0,7.0,3460484,5,5,5,5,5.1,1000,Other
647,51.884,4.276265,3.0,20.0,20.0,3.0,ROTTERDAM,NL,28.0,,RPA11,3,224068,8.0,15.0,3.0,52.0,45,nan,nan,nan,,,RPA11,28.0,8.0,224068,5,5,5,5,5.1,1000,Other
648,51.88577,4.454053,0.0,,,2.0,GODORF,DE,105.0,,EILTANK 43,8,138263,10.0,15.0,8.0,,25,nan,nan,nan,,,EILTANK 43,105.0,10.0,138263,5,5,5,5,5.1,1000,Other
649,51.88617,4.438107,0.0,,241.0,2.0,NLRTM,NO,82.0,0.0,FORTRESS,3,1036921,19.0,15.0,6.0,4693.0,132,nan,nan,nan,,,FORTRESS,82.0,19.0,1036921,5,5,5,5,5.1,1000,Other
650,51.90719,4.345003,0.0,0.0,0.0,6.0,VLAARDINGEN,NL,24.0,,SAEFTINGHE,9,251197,5.0,10.0,4.0,,-999,nan,nan,nan,,,SAEFTINGHE,24.0,5.0,251197,5,5,5,5,5.1,1000,Other
651,51.88472,4.44952,35.0,302.0,302.0,1.0,HEIJPLAAT,NL,12.0,,KRVE10,3,251436,4.0,5.0,2.0,,-999,nan,nan,nan,,,KRVE10,12.0,4.0,251436,5,5,5,5,5.1,1000,Other
652,51.89742,4.452912,0.0,187.0,3.0,3.0,ROTTERDAM,NL,20.0,0.0,RADIO HOLLAND,3,3658914,10.0,10.0,2.0,,-999,nan,nan,nan,,,RADIO HOLLAND,20.0,10.0,3658914,5,5,5,5,5.1,1000,Other
653,51.88706,4.450393,0.0,0.0,283.0,1.0,ROTTERDAM,BE,137.0,,GIANT 7,3,3827998,36.0,10.0,19.0,,-999,nan,nan,nan,,,GIANT 7,137.0,36.0,3827998,5,5,5,5,5.1,1000,Other
654,51.89429,4.379559,0.0,296.0,248.0,2.0,,NL,29.0,720.0,DRECHTPLUS,8,239313,4.0,22.0,1.0,,25,nan,nan,nan,,,DRECHTPLUS,29.0,4.0,239313,5,5,5,5,5.1,1000,Other
655,51.9146,4.48562,2.0,68.0,68.0,2.0,A,NL,27.0,,HECTOR,9,242025,6.0,10.0,4.0,,-999,nan,nan,nan,,,HECTOR,27.0,6.0,242025,5,5,5,5,5.1,1000,Other
656,51.9209,4.251745,0.0,,,8.0,MAASSLUIS,NL,24.0,,BRUINVISCH,3,4041843,6.0,13.0,3.0,,-999,nan,nan,nan,,,BRUINVISCH,24.0,6.0,4041843,5,5,5,5,5.1,1000,Other
657,51.89319,4.45332,0.0,344.0,106.0,1.0,ROTTERDAM,SG,149.0,0.0,TRANS CATALONIA,8,728378,23.0,118.0,12.0,19715.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,TRANS CATALONIA,149.0,23.0,728378,5,5,5,5,5.1,1000,Other
658,51.90741,4.549994,0.0,10.0,10.0,4.0,VLISSINGEN,NL,80.0,,ELIONIE,7,236261,7.0,80.0,5.0,,61,nan,nan,nan,,,ELIONIE,80.0,7.0,236261,5,5,5,5,5.1,1000,Other
659,51.88366,4.348238,0.0,320.0,351.0,3.0,NLRTM,LR,145.0,0.0,CHEM SINGAPORE,8,3448564,24.0,119.0,7.0,19996.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,CHEM SINGAPORE,145.0,24.0,3448564,5,5,5,5,5.1,1000,Other
660,51.89788,4.374667,67.0,269.0,269.0,2.0,,NL,110.0,,FENIKS,7,5731694,11.0,100.0,5.0,,61,nan,nan,nan,,,FENIKS,110.0,11.0,5731694,5,5,5,5,5.1,1000,Other
661,51.89538,4.415312,0.0,32.0,325.0,2.0,ROTTERDAM,BE,164.0,0.0,SPARTACUS,3,6217738,34.0,75.0,17.0,6450.0,35,nan,nan,nan,,,SPARTACUS,164.0,34.0,6217738,5,5,5,5,5.1,1000,Other
662,51.88354,4.421168,1.0,177.0,177.0,2.0,ROTTERDAM,NL,97.0,,TRANSFERIUM,7,233907,11.0,87.0,24.0,,61,nan,nan,nan,,,TRANSFERIUM,97.0,11.0,233907,5,5,5,5,5.1,1000,Other
663,51.90316,4.353503,0.0,201.0,162.0,4.0,VLAARDINGEN,BE,30.0,0.0,UNION 7,3,106966,12.0,15.0,6.0,255.0,54,nan,nan,nan,Tug,,UNION 7,30.0,12.0,106966,5,5,5,5,5.1,1000,Other
664,51.87967,4.398833,0.0,334.0,262.0,2.0,ROTTERDAM,BB,89.0,0.0,WILSON MERSEY,7,4122562,11.0,74.0,7.0,2500.0,144,nan,nan,nan,,,WILSON MERSEY,89.0,11.0,4122562,5,5,5,5,5.1,1000,Other
665,51.92147,4.499555,0.0,,,2.0,ROTTERDAM,NL,26.0,,NICKELINE,9,220645,6.0,26.0,0.0,,-999,nan,nan,nan,,,NICKELINE,26.0,6.0,220645,5,5,5,5,5.1,1000,Other
666,51.90416,4.466118,0.0,,,1.0,ROTERDAM,NL,26.0,,BRANDARIS,6,2805399,6.0,3.0,2.0,,24,nan,nan,nan,,,BRANDARIS,26.0,6.0,2805399,5,5,5,5,5.1,1000,Other
667,52.02067,4.347445,0.0,314.0,314.0,5.0,DORDRECHT,NL,0.0,,BJOKA,3,239697,0.0,48.0,3.0,,-999,nan,nan,nan,,,BJOKA,0.0,0.0,239697,5,5,5,5,5.1,1000,Other
668,51.90206,4.277817,126.0,296.0,296.0,2.0,VLAARDINGEN,NL,81.0,,MARTENS 5,7,5825676,9.0,72.0,3.0,1306.0,61,nan,nan,nan,,,MARTENS 5,81.0,9.0,5825676,5,5,5,5,5.1,1000,Other
669,51.89999,4.492748,0.0,0.0,0.0,4.0,FROUARD,NL,73.0,,GERJA 2,7,249205,9.0,68.0,6.0,,61,nan,nan,nan,,,GERJA 2,73.0,9.0,249205,5,5,5,5,5.1,1000,Other
670,51.89936,4.489055,0.0,186.0,186.0,4.0,ROTTERDAM,NL,67.0,,VITA,7,252419,7.0,53.0,5.0,,61,nan,nan,nan,,,VITA,67.0,7.0,252419,5,5,5,5,5.1,1000,Other
671,51.88867,4.363698,0.0,339.0,339.0,7.0,DEURGANCKDOK,NL,129.0,,CALIFORNIA,8,1870336,14.0,98.0,13.0,,25,nan,nan,nan,,,CALIFORNIA,129.0,14.0,1870336,5,5,5,5,5.1,1000,Other
672,51.88064,4.444728,0.0,0.0,0.0,2.0,ROTTERDAM,NL,20.0,,MATRICARIA,7,2782503,12.0,20.0,12.0,,61,nan,nan,nan,,,MATRICARIA,20.0,12.0,2782503,5,5,5,5,5.1,1000,Other
673,51.91814,4.488934,0.0,,,2.0,ROTTERDAM,NL,32.0,,SYBARIS,6,243014,6.0,27.0,3.0,,24,nan,nan,nan,,,SYBARIS,32.0,6.0,243014,5,5,5,5,5.1,1000,Other
674,51.88461,4.431923,0.0,168.0,168.0,13.0,CLASS B,NL,15.0,,CHARROMA,3,5205112,5.0,7.0,3.0,,-999,nan,nan,nan,,,CHARROMA,15.0,5.0,5205112,5,5,5,5,5.1,1000,Other
675,51.88517,4.44952,0.0,309.0,309.0,3.0,,LU,106.0,,BO CHRIS JR,7,4117768,11.0,114.0,6.0,,61,nan,nan,nan,,,BO CHRIS JR,106.0,11.0,4117768,5,5,5,5,5.1,1000,Other
676,51.91975,4.250546,0.0,284.0,284.0,4.0,ARNHEM,NL,75.0,,CALYPSO,6,241144,10.0,25.0,5.0,,24,nan,nan,nan,,,CALYPSO,75.0,10.0,241144,5,5,5,5,5.1,1000,Other
677,51.89818,4.42985,2.0,,,42.0,,NL,10.0,,KRVE 4,3,253305,4.0,4.0,2.0,,-999,nan,nan,nan,,,KRVE 4,10.0,4.0,253305,5,5,5,5,5.1,1000,Other
678,51.88333,4.282178,0.0,69.0,69.0,2.0,VLAARDINGEN,NL,86.0,,PERFORMANCE,8,233871,11.0,86.0,6.0,2603.0,25,nan,nan,nan,,,PERFORMANCE,86.0,11.0,233871,5,5,5,5,5.1,1000,Other
679,51.88225,4.442507,0.0,,,3.0,,NL,15.0,,BZN,3,5404429,4.0,6.0,2.0,,-999,nan,nan,nan,,,BZN,15.0,4.0,5404429,5,5,5,5,5.1,1000,Other
680,51.87982,4.444252,10.0,277.0,277.0,3.0,KARLSRUHE,NL,183.0,,COMPANY,7,4797514,11.0,173.0,6.0,,61,nan,nan,nan,,,COMPANY,183.0,11.0,4797514,5,5,5,5,5.1,1000,Other
681,51.87907,4.248855,0.0,99.0,99.0,3.0,RTERDA00000,NL,79.0,,MERWELAND,7,239540,8.0,71.0,4.0,,61,nan,nan,nan,,,MERWELAND,79.0,8.0,239540,5,5,5,5,5.1,1000,Other
682,51.89775,4.488702,0.0,114.0,114.0,1.0,0A0,NL,1.0,,JOVEANTE,7,241735,31.0,95.0,4.0,,61,nan,nan,nan,,,JOVEANTE,1.0,31.0,241735,5,5,5,5,5.1,1000,Other
683,51.91887,4.249922,0.0,0.0,0.0,1.0,MAASSLUIS,NL,17.0,,ASSISTENT,3,235706,4.0,6.0,4.0,,74,nan,nan,nan,,,ASSISTENT,17.0,4.0,235706,5,5,5,5,5.1,1000,Other
684,51.92056,4.506252,0.0,,,2.0,,NL,22.0,,THALIA,9,5757379,4.0,21.0,4.0,,-999,nan,nan,nan,,,THALIA,22.0,4.0,5757379,5,5,5,5,5.1,1000,Other
685,51.86747,4.321867,0.0,297.0,297.0,3.0,AMSTERDAM,NL,28.0,,MAASPLUS,8,241511,5.0,5.0,2.0,,25,nan,nan,nan,,,MAASPLUS,28.0,5.0,241511,5,5,5,5,5.1,1000,Other
686,51.89227,4.341355,0.0,226.0,303.0,4.0,KOOLE PERNIS,NO,182.0,0.0,BOW OLYMPUS,8,5961182,32.0,148.0,31.0,49120.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,BOW OLYMPUS,182.0,32.0,5961182,5,5,5,5,5.1,1000,Other
687,51.89676,4.460935,0.0,,,4.0,,NL,22.0,,MY DREAM,3,4762650,4.0,8.0,2.0,,131,nan,nan,nan,,,MY DREAM,22.0,4.0,4762650,5,5,5,5,5.1,1000,Other
688,51.88013,4.440237,0.0,,,6.0,,NL,135.0,,TALING,8,236015,12.0,135.0,12.0,,25,nan,nan,nan,,,TALING,135.0,12.0,236015,5,5,5,5,5.1,1000,Other
689,51.88097,4.266407,0.0,59.0,59.0,2.0,STLAURENSHAVEN,BE,110.0,,IMMUNITY,8,107158,11.0,110.0,5.0,2934.0,25,nan,nan,nan,,,IMMUNITY,110.0,11.0,107158,5,5,5,5,5.1,1000,Other
690,51.88059,4.441952,0.0,,,6.0,ROTTERDAM,BE,183.0,,VERA PAX,7,5299084,11.0,170.0,3.0,,61,nan,nan,nan,,,VERA PAX,183.0,11.0,5299084,5,5,5,5,5.1,1000,Other
691,51.87871,4.411063,0.0,47.0,290.0,2.0,NLRTM,CY,139.0,0.0,CT ROTTERDAM,7,300119,22.0,129.0,11.0,11157.0,11,nan,nan,nan,Container,Container,CT ROTTERDAM,139.0,22.0,300119,5,5,5,5,5.1,1000,Other
692,51.88397,4.30983,0.0,72.0,179.0,2.0,HAVENBOOT 20 TBP,NL,27.0,0.0,TYFOON,3,243268,6.0,19.0,6.0,,74,nan,nan,nan,,,TYFOON,27.0,6.0,243268,5,5,5,5,5.1,1000,Other
693,51.92864,4.219757,75.0,137.0,138.0,2.0,MOERDIJK,BB,73.0,0.0,WILSON SAAR,7,378958,9.0,66.0,4.0,1687.0,9,nan,nan,nan,General Cargo,Cargo,WILSON SAAR,73.0,9.0,378958,5,5,5,5,5.1,1000,Other
694,51.92077,4.201873,2.0,31.0,31.0,5.0,,NL,10.0,,RVE54,3,237416,3.0,4.0,1.0,,-999,nan,nan,nan,,,RVE54,10.0,3.0,237416,5,5,5,5,5.1,1000,Other
695,51.90201,4.446527,0.0,348.0,348.0,4.0,0,NL,134.0,,MARINA,7,241739,11.0,123.0,4.0,,61,nan,nan,nan,,,MARINA,134.0,11.0,241739,5,5,5,5,5.1,1000,Other
696,51.88017,4.439333,0.0,237.0,237.0,2.0,OOSTERHOUT - RDAM,NL,77.0,,DRAGA,7,245148,21.0,86.0,12.0,,61,nan,nan,nan,,,DRAGA,77.0,21.0,245148,5,5,5,5,5.1,1000,Other
697,51.90272,4.470237,0.0,246.0,244.0,2.0,SCHIEDAM,LV,89.0,0.0,LOTTALAND,7,360944,13.0,79.0,4.0,4156.0,9,nan,nan,nan,General Cargo,Cargo,LOTTALAND,89.0,13.0,360944,5,5,5,5,5.1,1000,Other
698,51.89454,4.409868,0.0,204.0,204.0,4.0,,NL,17.0,,HEBO CAT 12,3,4284055,5.0,9.0,3.0,,131,nan,nan,nan,,,HEBO CAT 12,17.0,5.0,4284055,5,5,5,5,5.1,1000,Other
699,51.89391,4.230607,1.0,185.0,185.0,4.0,MIDDENHAVEN VAN DE M,BE,85.0,,MTS VIVALDI,8,115093,9.0,85.0,5.0,,25,nan,nan,nan,,,MTS VIVALDI,85.0,9.0,115093,5,5,5,5,5.1,1000,Other
700,51.87997,4.269732,1.0,182.0,182.0,9.0,RUBIS ROTTERDAM WELP,NL,86.0,,MERCURY,8,237666,12.0,74.0,8.0,2200.0,25,nan,nan,nan,,,MERCURY,86.0,12.0,237666,5,5,5,5,5.1,1000,Other
701,51.90099,4.383635,0.0,295.0,234.0,5.0,NLHVH <> GBKGH,NL,212.0,0.0,STENA TRANSIT,6,230239,31.0,6.0,11.0,9052.0,116,nan,nan,nan,,,STENA TRANSIT,212.0,31.0,230239,5,5,5,5,5.1,1000,Other
702,51.8926,4.28357,0.0,65.0,65.0,2.0,1E PETROLEUMHAVEN,NL,31.0,,HYDROVAC 3,8,239117,5.0,26.0,4.0,,25,nan,nan,nan,,,HYDROVAC 3,31.0,5.0,239117,5,5,5,5,5.1,1000,Other
703,51.88635,4.356118,0.0,,,9.0,2EPETROLEUMHAVEN ZI,NL,110.0,,MARMARA,8,248022,11.0,0.0,11.0,,25,nan,nan,nan,,,MARMARA,110.0,11.0,248022,5,5,5,5,5.1,1000,Other
704,51.91356,4.484201,0.0,,221.0,1.0,LEUVEHAVEN,NL,53.0,0.0,PRINSES BEATRIX,6,3351298,7.0,37.0,2.0,,24,nan,nan,nan,,,PRINSES BEATRIX,53.0,7.0,3351298,5,5,5,5,5.1,1000,Other
