,LAT,LON,SPEED,COURSE,HEADING,ELAPSED,DESTINATION,FLAG,LENGTH,ROT,SHIPNAME,SHIPTYPE,SHIP_ID,WIDTH,L_FORE,W_LEFT,DWT,GT_SHIPTYPE,TYPE_IMG,TYPE_NAME,STATUS_NAME,vessel_type,terminal_type,name,length,width,ID,draught_empty,draught_full,height_empty,height_full,v,installed_power,terminal
0,52.19487,3.585885,1.0,281.0,215.0,2.0,FOR ORDER,BS,228.0,2.0,ALFA BALTICA,8,994899,42.0,198.0,16.0,106373.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,ALFA BALTICA,228.0,42.0,994899,5,5,5,5,5.1,1000,Liquid
1,52.06665,3.809318,116.0,304.0,312.0,1.0,EEMUU,MT,248.0,6.0,DAYTONA,8,149950,43.0,208.0,27.0,115896.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,DAYTONA,248.0,43.0,149950,5,5,5,5,5.1,1000,Liquid
2,52.05602,3.585517,121.0,267.0,269.0,1.0,DAMIETTA,MH,189.0,0.0,ST PAUL,7,201740,32.0,170.0,20.0,57982.0,6,nan,nan,nan,Bulk Carrier,Bulk,ST PAUL,189.0,32.0,201740,5,5,5,5,5.1,1000,Bulk
3,52.1756,3.562725,0.0,254.0,174.0,3.0,RUMMK >> NLRTM,LR,249.0,-1.0,GEORGY MASLOV,8,755598,46.0,202.0,25.0,122018.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,GEORGY MASLOV,249.0,46.0,755598,5,5,5,5,5.1,1000,Liquid
4,52.20705,3.682493,1.0,113.0,183.0,6.0,OFF RTM,BS,274.0,2.0,SYDNEY SPIRIT,8,713693,48.0,228.0,22.0,158542.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,SYDNEY SPIRIT,274.0,48.0,713693,5,5,5,5,5.1,1000,Liquid
5,52.19629,3.621987,1.0,80.0,204.0,4.0,NLRTM,LR,335.0,0.0,LOTUS A,7,6186200,43.0,244.0,24.0,102518.0,11,nan,nan,nan,Container,Container,LOTUS A,335.0,43.0,6186200,5,5,5,5,5.1,1000,Container1
6,52.13476,3.686642,0.0,119.0,196.0,2.0,ROTTERDAM ANCH 5,GI,129.0,0.0,ASTER ALVAR,8,121738,19.0,101.0,5.0,11596.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ASTER ALVAR,129.0,19.0,121738,5,5,5,5,5.1,1000,Liquid
7,52.19441,3.710833,2.0,208.0,128.0,2.0,NL RTM,MH,184.0,0.0,NAVIG8 ANDESINE,8,2868713,27.0,150.0,22.0,37596.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,NAVIG8 ANDESINE,184.0,27.0,2868713,5,5,5,5,5.1,1000,Liquid
8,52.17705,3.593533,2.0,118.0,211.0,6.0,NLRTM FOR ORDERS,MT,274.0,2.0,SEAVOYAGER,8,301748,48.0,239.0,24.0,159233.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,SEAVOYAGER,274.0,48.0,301748,5,5,5,5,5.1,1000,Liquid
9,52.12477,3.703472,1.0,276.0,205.0,3.0,NLRTM,LR,108.0,2.0,CORAL LACERA,8,756074,16.0,87.0,9.0,4999.0,19,nan,nan,nan,LPG Tanker,Liquid,CORAL LACERA,108.0,16.0,756074,5,5,5,5,5.1,1000,Liquid
10,52.09624,3.770938,149.0,179.0,179.0,2.0,NL RTM,AG,134.0,0.0,CALYPSO,7,365687,23.0,16.0,17.0,9917.0,9,nan,nan,nan,General Cargo,Cargo,CALYPSO,134.0,23.0,365687,5,5,5,5,5.1,1000,Other
11,52.15103,3.7321,0.0,0.0,160.0,4.0,NLRTM,GI,90.0,-3.0,KEY WEST,8,300239,14.0,74.0,10.0,3741.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,KEY WEST,90.0,14.0,300239,5,5,5,5,5.1,1000,Liquid
12,52.1787,3.7349,0.0,113.0,209.0,2.0,NLRTM,HK,399.0,0.0,CSCL PACIFIC OCEAN,7,994036,58.0,159.0,41.0,184320.0,11,nan,nan,nan,Container,Container,CSCL PACIFIC OCEAN,399.0,58.0,994036,5,5,5,5,5.1,1000,Container1
13,52.16278,3.577317,1.0,151.0,214.0,4.0,ROTTERDAM,MH,141.0,0.0,BOCHEM ANTWERP,8,713629,24.0,114.0,8.0,19806.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,BOCHEM ANTWERP,141.0,24.0,713629,5,5,5,5,5.1,1000,Liquid
14,52.14616,3.58133,2.0,155.0,231.0,1.0,FOR ORDERS,KY,146.0,0.0,SPRING PLOEG,8,4649301,24.0,124.0,18.0,19999.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,SPRING PLOEG,146.0,24.0,4649301,5,5,5,5,5.1,1000,Other
15,52.128,3.667617,0.0,332.0,181.0,1.0,ROTTERDAM,SG,147.0,0.0,GINGA HAWK,8,408945,24.0,120.0,14.0,19998.0,16,nan,nan,nan,Chemical Tanker,Liquid,GINGA HAWK,147.0,24.0,408945,5,5,5,5,5.1,1000,Other
16,52.1767,3.619295,2.0,237.0,149.0,2.0,NLRTM>FOR ORDERS,LR,250.0,-1.0,GHIBLI,8,754461,44.0,208.0,17.0,112961.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,GHIBLI,250.0,44.0,754461,5,5,5,5,5.1,1000,Other
17,52.13643,3.652005,0.0,9.0,217.0,2.0,GBTYN,NL,145.0,0.0,JUMBO JUBILEE,7,267465,26.0,20.0,14.0,13017.0,27,nan,nan,nan,Heavy Load Carrier,Cargo,JUMBO JUBILEE,145.0,26.0,267465,5,5,5,5,5.1,1000,Other
18,52.17505,3.663585,1.0,146.0,207.0,1.0,ROTTERDAM,PA,365.0,1.0,TAMPA TRIUMPH,7,4811787,51.0,142.0,33.0,147500.0,11,nan,nan,nan,Container,Container,TAMPA TRIUMPH,365.0,51.0,4811787,5,5,5,5,5.1,1000,Container1
19,52.14361,3.599398,1.0,162.0,175.0,3.0,FOR ORDERS,MH,248.0,0.0,ADVANTAGE AVENUE,8,285025,43.0,208.0,16.0,115785.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,ADVANTAGE AVENUE,248.0,43.0,285025,5,5,5,5,5.1,1000,Other
20,52.17487,3.699345,0.0,356.0,176.0,3.0,NLRTM,HK,259.0,0.0,SEASPAN DALIAN,7,684996,32.0,193.0,21.0,50789.0,11,nan,nan,nan,Container,Container,SEASPAN DALIAN,259.0,32.0,684996,5,5,5,5,5.1,1000,Container2
21,52.2194,3.66069,2.0,253.0,162.0,1.0,ROTTERDAM,PT,229.0,0.0,GISELA OLDENDORFF,7,3515389,32.0,197.0,11.0,80839.0,6,nan,nan,nan,Bulk Carrier,Bulk,GISELA OLDENDORFF,229.0,32.0,3515389,5,5,5,5,5.1,1000,Bulk
22,52.14415,3.633357,1.0,276.0,188.0,2.0,NL RTM,LR,228.0,0.0,FULHAM ROAD,8,756026,32.0,189.0,8.0,74986.0,71,nan,nan,nan,Oil Products Tanker,Liquid,FULHAM ROAD,228.0,32.0,756026,5,5,5,5,5.1,1000,Other
23,52.12714,3.726997,0.0,271.0,165.0,2.0,ROTTERDAM,MT,243.0,0.0,CARMEL,8,213331,42.0,205.0,21.0,104955.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,CARMEL,243.0,42.0,213331,5,5,5,5,5.1,1000,Other
24,52.05843,3.64146,100.0,267.0,268.0,1.0,GBLGP-LONDON,PA,299.0,0.0,MSC MAUREEN,7,416228,40.0,227.0,19.0,85810.0,11,nan,nan,nan,Container,Container,MSC MAUREEN,299.0,40.0,416228,5,5,5,5,5.1,1000,Container2
25,52.17477,4.128083,,,,2.0,,NL,4.0,0.0,OFFSHORE TEST SIT,1,6503610,4.0,2.0,2.0,,-999,nan,nan,nan,,,OFFSHORE TEST SIT,4.0,4.0,6503610,5,5,5,5,5.1,1000,Other
26,52.18839,4.216533,0.0,203.0,268.0,2.0,SCHEVENINGEN,FR,122.0,0.0,ST SARA,8,307357,17.0,103.0,16.0,8019.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ST SARA,122.0,17.0,307357,5,5,5,5,5.1,1000,Other
27,52.08138,4.227835,18.0,218.0,218.0,5.0,CLASS B,NL,7.0,,HELENA,9,5629357,2.0,4.0,1.0,,-999,nan,nan,nan,,,HELENA,7.0,2.0,5629357,5,5,5,5,5.1,1000,Other
28,52.16503,4.07805,,,,2.0,,NL,4.0,0.0,OFFSHORE TEST SIT,1,6503618,4.0,2.0,2.0,,-999,nan,nan,nan,,,OFFSHORE TEST SIT,4.0,4.0,6503618,5,5,5,5,5.1,1000,Other
29,52.1919,4.137405,,,,2.0,nan,NL,0.0,,VTS 244770939,0,250482,0.0,,,,-999,nan,nan,nan,,,VTS 244770939,0.0,0.0,250482,5,5,5,5,5.1,1000,Other
30,52.14214,4.11369,82.0,92.0,86.0,1.0,SURVEY OPERAT,NL,19.0,0.0,DEEP SEAPAL,4,6295470,6.0,5.0,2.0,,-999,nan,nan,nan,,,DEEP SEAPAL,19.0,6.0,6295470,5,5,5,5,5.1,1000,Other
31,52.17761,4.224845,1.0,220.0,277.0,7.0,SCHEVENINGEN ANHOR,DK,96.0,0.0,ELSE MARIE THERESA,8,158215,14.0,87.0,13.0,4307.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ELSE MARIE THERESA,96.0,14.0,158215,5,5,5,5,5.1,1000,Other
32,52.25695,4.083732,1.0,304.0,204.0,5.0,ROV OPS CPA>0.5NM,NL,61.0,0.0,NOORDHOEK PATHFINDER,3,260390,12.0,24.0,5.0,1810.0,132,nan,nan,nan,,,NOORDHOEK PATHFINDER,61.0,12.0,260390,5,5,5,5,5.1,1000,Other
33,52.20378,4.212266,1.0,194.0,265.0,3.0,NLRTM ANCHORAGE,LR,159.0,0.0,NAVIGATOR LIBRA,8,755291,25.0,127.0,14.0,22911.0,19,nan,nan,nan,LPG Tanker,Liquid,NAVIGATOR LIBRA,159.0,25.0,755291,5,5,5,5,5.1,1000,Other
34,52.21347,4.229567,0.0,177.0,262.0,2.0,SCHEVENINGEN,GR,250.0,0.0,DELTA PIONEER,8,212266,44.0,232.0,27.0,111013.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,DELTA PIONEER,250.0,44.0,212266,5,5,5,5,5.1,1000,Other
35,52.18375,4.1053,,,,2.0,,NL,4.0,0.0,OFFSHORE TEST SIT,1,6503608,4.0,2.0,2.0,,-999,nan,nan,nan,,,OFFSHORE TEST SIT,4.0,4.0,6503608,5,5,5,5,5.1,1000,Other
36,52.15532,4.102433,,,,2.0,,NL,4.0,0.0,OFFSHORE TEST SIT,1,6503613,4.0,2.0,2.0,,-999,nan,nan,nan,,,OFFSHORE TEST SIT,4.0,4.0,6503613,5,5,5,5,5.1,1000,Other
37,52.19548,4.22925,0.0,195.0,270.0,2.0,SCHEVENINGEN,LU,121.0,0.0,ST MARSEILLE,8,297413,17.0,95.0,17.0,8100.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ST MARSEILLE,121.0,17.0,297413,5,5,5,5,5.1,1000,Other
38,52.16703,4.223183,2.0,342.0,303.0,3.0,NL SCE ANCH,NL,114.0,0.0,THUN GENIUS,8,263779,15.0,114.0,8.0,7559.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,THUN GENIUS,114.0,15.0,263779,5,5,5,5,5.1,1000,Other
39,52.19112,4.136183,,,,2.0,,NL,100.0,0.0,Q13A A PLATFORM,1,6503692,100.0,50.0,50.0,,-999,nan,nan,nan,,,Q13A A PLATFORM,100.0,100.0,6503692,5,5,5,5,5.1,1000,Other
40,51.94825,3.7872,2.0,203.0,137.0,3.0,NL MOE,MT,87.0,0.0,B GAS MASTER,8,149742,15.0,68.0,12.0,3801.0,19,nan,nan,nan,LPG Tanker,Liquid,B GAS MASTER,87.0,15.0,149742,5,5,5,5,5.1,1000,Other
41,51.95352,3.747318,3.0,168.0,103.0,4.0,FOR ORDERS,FR,119.0,0.0,LAMENTIN,8,467,20.0,106.0,2.0,11320.0,195,nan,nan,nan,LPG/Chemical Tanker,Liquid,LAMENTIN,119.0,20.0,467,5,5,5,5,5.1,1000,Other
42,51.89216,3.570603,2.0,187.0,119.0,4.0,FOR ORDER,MT,110.0,0.0,NORTHSEA BETA,8,287108,18.0,90.0,16.0,8647.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,NORTHSEA BETA,110.0,18.0,287108,5,5,5,5,5.1,1000,Other
43,51.99057,3.850085,108.0,248.0,239.0,1.0,SCHEVENINGEN,NL,31.0,-720.0,MAARTJE,3,242148,6.0,23.0,3.0,,52,nan,nan,nan,Supply Vessel,,MAARTJE,31.0,6.0,242148,5,5,5,5,5.1,1000,Other
44,51.93367,3.742827,0.0,191.0,118.0,3.0,NL RTM,NL,114.0,0.0,THUN GEMINI,8,261331,15.0,98.0,11.0,7559.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,THUN GEMINI,114.0,15.0,261331,5,5,5,5,5.1,1000,Other
45,52.05583,3.576598,121.0,267.0,267.0,2.0,DAMIETTA,MH,189.0,0.0,ST PAUL,7,201740,32.0,170.0,20.0,57982.0,6,nan,nan,nan,Bulk Carrier,Bulk,ST PAUL,189.0,32.0,201740,5,5,5,5,5.1,1000,Bulk
46,51.91243,3.504502,3.0,203.0,112.0,3.0,RUNVS=>NLRTM,LR,248.0,0.0,NS LION,8,753968,43.0,210.0,12.0,115831.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,NS LION,248.0,43.0,753968,5,5,5,5,5.1,1000,Other
47,51.90236,3.626767,2.0,156.0,93.0,2.0,NL SCI,PT,114.0,0.0,NICOLE,7,363991,14.0,103.0,7.0,6050.0,9,nan,nan,nan,General Cargo,Cargo,NICOLE,114.0,14.0,363991,5,5,5,5,5.1,1000,Other
48,51.93771,3.791247,1.0,194.0,118.0,3.0,NL RTM,GI,147.0,0.0,ATLANTIC MATE,8,302110,22.0,127.0,14.0,18000.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ATLANTIC MATE,147.0,22.0,302110,5,5,5,5,5.1,1000,Other
49,51.93059,3.584673,3.0,192.0,103.0,3.0,RUULU>>NLRTM,BS,274.0,0.0,SEACROSS,8,370014,50.0,229.0,23.0,163292.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,SEACROSS,274.0,50.0,370014,5,5,5,5,5.1,1000,Other
50,52.0263,3.545503,1.0,57.0,152.0,1.0,3E ANCHORAGE,MT,135.0,-3.0,GAS AGILITY,8,6094069,24.0,99.0,15.0,9000.0,44,nan,nan,nan,Bunkering Tanker,,GAS AGILITY,135.0,24.0,6094069,5,5,5,5,5.1,1000,Other
51,51.92305,3.79055,1.0,157.0,82.0,4.0,AT ORDER,FR,105.0,0.0,FS CLARA,8,341,16.0,82.0,12.0,5717.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,FS CLARA,105.0,16.0,341,5,5,5,5,5.1,1000,Other
52,51.9029,3.543167,0.0,300.0,181.0,1.0,,NL,134.0,0.0,BULKER BEE 10,7,271828,20.0,115.0,10.0,13089.0,9,nan,nan,nan,General Cargo,Cargo,BULKER BEE 10,134.0,20.0,271828,5,5,5,5,5.1,1000,Other
53,52.00765,3.868898,112.0,93.0,95.0,1.0,ROTTERDAM,CY,88.0,4.0,MADICKEN,7,254810,12.0,77.0,4.0,3785.0,9,nan,nan,nan,General Cargo,Cargo,MADICKEN,88.0,12.0,254810,5,5,5,5,5.1,1000,Other
54,51.91329,3.600175,2.0,209.0,135.0,3.0,ROTTERDAM,MH,184.0,0.0,PLUTO,8,192884,27.0,157.0,11.0,37282.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,PLUTO,184.0,27.0,192884,5,5,5,5,5.1,1000,Other
55,51.93297,3.705765,2.0,352.0,100.0,402.0,NL RTM,GB,106.0,0.0,HAPPY BRIDE,8,202658,15.0,87.0,13.0,5994.0,19,nan,nan,nan,LPG Tanker,Liquid,HAPPY BRIDE,106.0,15.0,202658,5,5,5,5,5.1,1000,Other
56,51.93405,3.707443,1.0,179.0,179.0,13.0,nan,nan,,,[SAT-AIS],8,TWpJME1Ua3pNakkwTVRrek1qSTBNUT09LU0xM0szVWJOV1pBdFc1eGx3b2xUZWc9PQ==,,,,,-999,8,Tanker,At Anchor,,,[SAT-AIS],,,TWpJME1Ua3pNakkwTVRrek1qSTBNUT09LU0xM0szVWJOV1pBdFc1eGx3b2xUZWc9PQ==,5,5,5,5,5.1,1000,Other
57,51.92377,3.569448,2.0,235.0,154.0,1.0,ROTTERDAM,PH,229.0,-1.0,AQUAVITA SUN,7,5781641,32.0,198.0,20.0,81600.0,6,nan,nan,nan,Bulk Carrier,Bulk,AQUAVITA SUN,229.0,32.0,5781641,5,5,5,5,5.1,1000,Bulk
58,51.96112,3.637587,136.0,75.0,76.0,2.0,DZ AZW > NL RTM,CY,159.0,2.0,PACIFIC ALERT,7,144841,27.0,148.0,20.0,25774.0,9,nan,nan,nan,General Cargo,Cargo,PACIFIC ALERT,159.0,27.0,144841,5,5,5,5,5.1,1000,Other
59,51.97547,3.814605,92.0,73.0,75.0,1.0,NLMOE,BB,89.0,0.0,WILSON FLUSHING,7,379250,15.0,79.0,8.0,4321.0,9,nan,nan,nan,General Cargo,Cargo,WILSON FLUSHING,89.0,15.0,379250,5,5,5,5,5.1,1000,Other
60,51.92335,3.763183,1.0,197.0,107.0,1.0,NLRTM,MT,107.0,0.0,BOMAR CERES,8,302871,16.0,86.0,11.0,6064.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,BOMAR CERES,107.0,16.0,302871,5,5,5,5,5.1,1000,Other
61,51.93891,3.812592,2.0,196.0,128.0,2.0,MAAS 4E ANCH,DK,99.0,0.0,NORDIC NELLY,8,158657,16.0,89.0,13.0,5767.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,NORDIC NELLY,99.0,16.0,158657,5,5,5,5,5.1,1000,Other
62,51.85162,3.834998,104.0,297.0,302.0,1.0,DREDGING OPERATION,DK,75.0,0.0,MAGNI R,3,158138,12.0,59.0,0.0,1785.0,73,nan,nan,nan,Hopper Dredger,,MAGNI R,75.0,12.0,158138,5,5,5,5,5.1,1000,Other
63,51.99672,3.79906,61.0,85.0,85.0,2.0,NLRTM,PA,365.0,0.0,TOLEDO TRIUMPH,7,4953287,51.0,142.0,33.0,146791.0,11,nan,nan,nan,Container,Container,TOLEDO TRIUMPH,365.0,51.0,4953287,5,5,5,5,5.1,1000,Container2
64,51.93481,3.617142,0.0,181.0,87.0,2.0,NLRTM,GR,251.0,0.0,NISSOS THERASSIA,8,993874,45.0,207.0,19.0,114322.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,NISSOS THERASSIA,251.0,45.0,993874,5,5,5,5,5.1,1000,Other
65,51.93723,3.531123,82.0,78.0,76.0,1.0,NL RTM,GB,27.0,0.0,MTS VALIANT,3,193387,9.0,8.0,4.0,200.0,54,nan,nan,nan,Tug,,MTS VALIANT,27.0,9.0,193387,5,5,5,5,5.1,1000,Other
66,51.91785,3.629683,1.0,180.0,89.0,1.0,ROTTERDAM,MT,190.0,0.0,DIAMOND SEA,7,302257,32.0,163.0,24.0,55437.0,6,nan,nan,nan,Bulk Carrier,Bulk,DIAMOND SEA,190.0,32.0,302257,5,5,5,5,5.1,1000,Bulk
67,51.92493,3.66839,,,,4.0,nan,NL,0.0,,SAR 2442104,3,23027,0.0,,,,-999,nan,nan,nan,,,SAR 2442104,0.0,0.0,23027,5,5,5,5,5.1,1000,Other
68,51.82944,3.850922,15.0,296.0,136.0,3.0,DREDING OPERATION,NL,79.0,-13.0,IDUN R,3,271557,14.0,64.0,8.0,2031.0,81,nan,nan,nan,Suction Dredger,,IDUN R,79.0,14.0,271557,5,5,5,5,5.1,1000,Other
69,51.93585,3.771242,2.0,168.0,102.0,2.0,NL RTM,PH,145.0,0.0,GION TRADER,8,3286173,23.0,122.0,17.0,19883.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,GION TRADER,145.0,23.0,3286173,5,5,5,5,5.1,1000,Other
70,51.94571,3.704733,4.0,197.0,111.0,1.0,NLRTM,MT,109.0,-720.0,KEY SOUTH,8,339469,16.0,85.0,9.0,6412.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,KEY SOUTH,109.0,16.0,339469,5,5,5,5,5.1,1000,Other
71,52.00418,3.853733,240.0,49.0,51.0,1.0,HOEK V HOLLAND,NL,20.0,-720.0,APOLLO PILOTS,3,227682,6.0,12.0,3.0,1.0,46,nan,nan,nan,Pilot Ship,,APOLLO PILOTS,20.0,6.0,227682,5,5,5,5,5.1,1000,Other
72,51.8842,3.521913,2.0,213.0,129.0,3.0,ROTTERDAM,MT,128.0,0.0,SHANNON STAR,8,285353,20.0,109.0,9.0,13023.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,SHANNON STAR,128.0,20.0,285353,5,5,5,5,5.1,1000,Other
73,51.95039,3.770017,2.0,168.0,97.0,6.0,NL RTM,TR,124.0,0.0,DUZGIT DIGNITY,8,339999,17.0,102.0,5.0,8488.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,DUZGIT DIGNITY,124.0,17.0,339999,5,5,5,5,5.1,1000,Other
74,51.86618,3.755303,2.0,184.0,100.0,1.0,DREDGING OPERATION,DK,111.0,0.0,NJORD R,3,156969,19.0,81.0,10.0,6185.0,73,nan,nan,nan,Hopper Dredger,,NJORD R,111.0,19.0,156969,5,5,5,5,5.1,1000,Other
75,51.90583,3.640167,2.0,200.0,139.0,3.0,ROTTERDAM,GI,99.0,0.0,LS EVA,8,205726,15.0,77.0,8.0,4726.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,LS EVA,99.0,15.0,205726,5,5,5,5,5.1,1000,Other
76,51.92126,3.711383,2.0,181.0,97.0,2.0,NL RTM,AG,114.0,0.0,BETAGAS,8,359951,15.0,88.0,13.0,4663.0,19,nan,nan,nan,LPG Tanker,Liquid,BETAGAS,114.0,15.0,359951,5,5,5,5,5.1,1000,Other
77,51.90812,3.568287,1.0,240.0,174.0,2.0,NLRTM,MT,176.0,0.0,CASTILLO DE ARTEAGA,8,5947693,29.0,141.0,9.0,37430.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,CASTILLO DE ARTEAGA,176.0,29.0,5947693,5,5,5,5,5.1,1000,Other
78,51.92346,3.728075,2.0,180.0,102.0,2.0,ROTTERDAM,CY,98.0,0.0,BARTOK,8,290183,14.0,78.0,8.0,4121.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,BARTOK,98.0,14.0,290183,5,5,5,5,5.1,1000,Other
79,51.91955,3.533385,2.0,215.0,144.0,9.0,NLDOR,GB,145.0,0.0,ELISABETH SCHULTE,8,195611,23.0,120.0,16.0,16371.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ELISABETH SCHULTE,145.0,23.0,195611,5,5,5,5,5.1,1000,Other
80,51.92693,3.77846,1.0,184.0,113.0,1.0,EG SUZ > NL MOE,MT,142.0,0.0,DELTAGAS,8,2491,21.0,112.0,12.0,15211.0,19,nan,nan,nan,LPG Tanker,Liquid,DELTAGAS,142.0,21.0,2491,5,5,5,5,5.1,1000,Other
81,51.95272,3.806562,1.0,225.0,149.0,3.0,NL RTM ANCH,DK,146.0,0.0,BRO DISTRIBUTOR,8,156602,22.0,119.0,11.0,14907.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,BRO DISTRIBUTOR,146.0,22.0,156602,5,5,5,5,5.1,1000,Other
82,51.8996,3.60874,1.0,114.0,184.0,3.0,NLRTM,MT,128.0,0.0,MANAS,8,288861,18.0,115.0,12.0,10745.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,MANAS,128.0,18.0,288861,5,5,5,5,5.1,1000,Other
83,51.93504,3.728295,2.0,208.0,123.0,2.0,ROTTERDAM,MH,169.0,0.0,ALFRED N,8,3930337,25.0,133.0,4.0,25161.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,ALFRED N,169.0,25.0,3930337,5,5,5,5,5.1,1000,Other
84,51.88249,3.761398,6.0,23.0,32.0,3.0,GOEREE BEACH,DK,75.0,0.0,TRUD R,3,158133,12.0,60.0,6.0,1755.0,73,nan,nan,nan,Hopper Dredger,,TRUD R,75.0,12.0,158133,5,5,5,5,5.1,1000,Other
85,51.94388,3.74507,2.0,141.0,123.0,3.0,NLRTM,NL,115.0,0.0,ANNELIESE ESSBERGER,8,254192,18.0,90.0,15.0,8648.0,16,nan,nan,nan,Chemical Tanker,Liquid,ANNELIESE ESSBERGER,115.0,18.0,254192,5,5,5,5,5.1,1000,Other
86,51.94968,3.73057,3.0,209.0,101.0,4.0,,AG,95.0,0.0,OMEGAGAS,8,359957,14.0,76.0,7.0,3890.0,19,nan,nan,nan,LPG Tanker,Liquid,OMEGAGAS,95.0,14.0,359957,5,5,5,5,5.1,1000,Other
87,52.00177,3.749625,82.0,83.0,81.0,1.0,SURVEY,NL,63.0,0.0,ZIRFAEA,3,265687,11.0,28.0,6.0,1000.0,59,nan,nan,nan,Research/Survey Vessel,,ZIRFAEA,63.0,11.0,265687,5,5,5,5,5.1,1000,Other
88,51.93443,3.758518,1.0,181.0,105.0,4.0,NL RTM,CY,92.0,0.0,AMONITH,8,125475,15.0,68.0,14.0,4482.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,AMONITH,92.0,15.0,125475,5,5,5,5,5.1,1000,Other
89,52.05824,3.631722,100.0,267.0,269.0,1.0,GBLGP-LONDON,PA,299.0,0.0,MSC MAUREEN,7,416228,40.0,227.0,19.0,85810.0,11,nan,nan,nan,Container,Container,MSC MAUREEN,299.0,40.0,416228,5,5,5,5,5.1,1000,Container1
90,51.89991,3.512748,1.0,231.0,157.0,4.0,NL RTM,SG,126.0,0.0,SWAN PRIDE,8,4905287,20.0,103.0,4.0,12686.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,SWAN PRIDE,126.0,20.0,4905287,5,5,5,5,5.1,1000,Other
91,51.92351,3.745477,1.0,129.0,50.0,3.0,ROTTERDAM,KY,96.0,0.0,STOLT CORMORANT,8,385502,16.0,74.0,12.0,5509.0,88,nan,nan,nan,Oil/Chemical Tanker,Liquid,STOLT CORMORANT,96.0,16.0,385502,5,5,5,5,5.1,1000,Other
92,51.96763,4.073795,0.0,346.0,153.0,9.0,RU ULU => NL RTM,LR,250.0,0.0,MOSKOVSKY PROSPECT,8,754672,44.0,209.0,24.0,113867.0,17,nan,nan,nan,Crude Oil Tanker,Liquid,MOSKOVSKY PROSPECT,250.0,44.0,754672,5,5,5,5,5.1,1000,Other
93,51.96128,4.140298,0.0,205.0,36.0,2.0,R0TTERDAM,MT,28.0,0.0,ROTTERDAM,3,5077344,13.0,10.0,3.0,200.0,54,nan,nan,nan,Tug,,ROTTERDAM,28.0,13.0,5077344,5,5,5,5,5.1,1000,Other
94,51.9565,3.998667,5.0,9.0,359.0,1.0,NL RTM,DE,101.0,0.0,RAGNA,7,132081,18.0,90.0,16.0,5202.0,11,nan,nan,nan,Container,Container,RAGNA,101.0,18.0,132081,5,5,5,5,5.1,1000,Other
95,51.94367,4.129813,0.0,128.0,219.0,4.0,HU>EU,BS,215.0,0.0,PRIDE OF HULL,6,373896,31.0,30.0,18.0,8850.0,116,nan,nan,nan,,,PRIDE OF HULL,215.0,31.0,373896,5,5,5,5,5.1,1000,Other
96,51.93748,4.079695,0.0,84.0,0.0,2.0,ROTTERDAM,NL,19.0,0.0,SURVEYOR 2,3,220054,6.0,10.0,3.0,,131,nan,nan,nan,,,SURVEYOR 2,19.0,6.0,220054,5,5,5,5,5.1,1000,Other
