station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Overamstel,67.0,55.0,67.0,61.0,54.0,51.0,50.0,64.0,60.0,61.0
Postjesweg,32.0,35.0,34.0,29.0,29.0,34.0,30.0,43.0,33.0,29.0
Prinsengracht,53.0,37.0,52.0,52.0,44.0,37.0,41.0,44.0,42.0,57.0
Reigersbos,98.0,77.0,93.0,84.0,87.0,99.0,91.0,87.0,89.0,82.0
Rijksmuseum,38.0,37.0,26.0,21.0,40.0,38.0,28.0,42.0,43.0,38.0
Roelof Hartplein,65.0,59.0,76.0,71.0,78.0,76.0,80.0,67.0,73.0,58.0
Rokin,463.0,472.0,453.0,467.0,495.0,498.0,463.0,487.0,454.0,474.0
Scheldestraat,4.0,5.0,5.0,9.0,5.0,4.0,8.0,9.0,4.0,4.0
Spaklerweg,57.0,55.0,40.0,60.0,49.0,52.0,45.0,55.0,49.0,48.0
Spui,26.0,28.0,31.0,30.0,22.0,24.0,37.0,40.0,27.0,20.0
Station Bijlmer ArenA,498.0,491.0,505.0,502.0,450.0,488.0,504.0,473.0,479.0,454.0
Station Diemen-Zuid,163.0,137.0,151.0,128.0,135.0,144.0,140.0,156.0,151.0,142.0
Station Duivendrecht,69.0,62.0,71.0,71.0,58.0,59.0,64.0,63.0,68.0,60.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,60.0,83.0,91.0,79.0,85.0,63.0,79.0,87.0,90.0,87.0
Station RAI,51.0,79.0,44.0,57.0,71.0,70.0,75.0,71.0,72.0,53.0
Station Sloterdijk,65.0,72.0,85.0,68.0,79.0,73.0,71.0,68.0,74.0,90.0
Strandvliet,134.0,133.0,128.0,126.0,136.0,146.0,124.0,135.0,118.0,115.0
Van Baerlestraat,29.0,25.0,23.0,35.0,29.0,15.0,21.0,23.0,26.0,26.0
Van der Madeweg,85.0,102.0,106.0,99.0,103.0,96.0,105.0,101.0,91.0,92.0
Venserpolder,92.0,88.0,101.0,98.0,116.0,92.0,99.0,102.0,90.0,101.0
Verrijn Stuartweg,25.0,23.0,23.0,15.0,22.0,25.0,18.0,11.0,16.0,11.0
Victorieplein,12.0,13.0,19.0,10.0,14.0,4.0,6.0,15.0,17.0,15.0
Vijzelgracht,218.0,251.0,237.0,218.0,206.0,235.0,229.0,232.0,240.0,247.0
VU medisch centrum,28.0,27.0,23.0,28.0,26.0,27.0,32.0,27.0,22.0,34.0
Waalstraat,6.0,5.0,4.0,4.0,4.0,4.0,1.0,5.0,2.0,2.0
Waterlooplein,122.0,116.0,105.0,103.0,103.0,97.0,100.0,107.0,125.0,101.0
Weesperplein,67.0,70.0,61.0,65.0,74.0,62.0,64.0,66.0,73.0,67.0
Wibautstraat,108.0,120.0,100.0,113.0,105.0,107.0,115.0,116.0,122.0,101.0
Station Zuid,587.0,609.0,564.0,543.0,536.0,574.0,590.0,525.0,582.0,604.0
Station Lelylaan,50.0,53.0,41.0,43.0,50.0,45.0,54.0,47.0,54.0,40.0
