station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,3.0,2.0,6.0,4.0,7.0,5.0,2.0,7.0,8.0,1.0
Amstelstation,185.0,176.0,180.0,181.0,173.0,185.0,186.0,190.0,192.0,174.0
Amstelveenseweg,34.0,24.0,34.0,31.0,15.0,26.0,25.0,26.0,31.0,29.0
Beethovenstraat,,,,,,,,,,
Bullewijk,126.0,147.0,125.0,145.0,148.0,123.0,133.0,148.0,137.0,143.0
Burg.de Vlugtlaan,29.0,29.0,29.0,23.0,32.0,38.0,25.0,25.0,29.0,38.0
Centraal Station,582.0,600.0,592.0,604.0,621.0,597.0,671.0,595.0,601.0,640.0
Cornelis Troostplein,7.0,5.0,13.0,7.0,10.0,6.0,8.0,11.0,6.0,4.0
Dam,178.0,164.0,167.0,169.0,172.0,167.0,188.0,172.0,172.0,191.0
De Boelelaan/VU,3.0,2.0,,2.0,1.0,2.0,,,1.0,1.0
De Pijp,572.0,498.0,549.0,603.0,592.0,529.0,553.0,565.0,571.0,511.0
Europaplein,278.0,258.0,249.0,257.0,269.0,273.0,264.0,258.0,274.0,270.0
Gaasperplas,90.0,103.0,93.0,88.0,83.0,82.0,82.0,94.0,97.0,83.0
Gein,78.0,74.0,94.0,80.0,87.0,58.0,77.0,80.0,75.0,75.0
Gerrit v.d. Veenstraat,9.0,9.0,14.0,15.0,13.0,16.0,11.0,17.0,14.0,18.0
Heemstedestraat,32.0,41.0,27.0,32.0,21.0,32.0,23.0,37.0,32.0,23.0
Henk Sneevlietweg,44.0,50.0,54.0,57.0,49.0,46.0,44.0,45.0,50.0,61.0
IJsbaanpad,,,,,,,,,,
Isolatorweg,16.0,9.0,13.0,21.0,17.0,17.0,14.0,14.0,8.0,17.0
Jan v.Galenstraat,50.0,33.0,42.0,48.0,39.0,46.0,39.0,46.0,49.0,62.0
Keizersgracht,13.0,13.0,18.0,12.0,13.0,12.0,10.0,10.0,15.0,10.0
Koningsplein,54.0,52.0,53.0,54.0,40.0,51.0,58.0,48.0,40.0,45.0
Kraaienneststation,149.0,143.0,151.0,144.0,155.0,143.0,142.0,148.0,129.0,168.0
Leidseplein,120.0,143.0,149.0,131.0,148.0,133.0,107.0,136.0,125.0,125.0
Maasstraat,2.0,8.0,3.0,5.0,4.0,2.0,5.0,2.0,5.0,1.0
Marie Heinekenplein,44.0,49.0,32.0,39.0,35.0,34.0,28.0,37.0,52.0,49.0
Minervaplein,5.0,1.0,,4.0,,,2.0,3.0,2.0,6.0
Muntplein,75.0,86.0,85.0,85.0,93.0,95.0,69.0,75.0,75.0,86.0
Museumplein,37.0,34.0,25.0,27.0,40.0,33.0,34.0,33.0,31.0,35.0
Nieuwezijds Kolk,22.0,36.0,33.0,40.0,40.0,43.0,43.0,36.0,47.0,40.0
Nieuwmarkt,124.0,107.0,120.0,99.0,105.0,93.0,117.0,96.0,109.0,96.0
Noord,580.0,591.0,568.0,596.0,583.0,615.0,567.0,571.0,523.0,579.0
Noorderpark,200.0,218.0,241.0,215.0,207.0,264.0,224.0,228.0,225.0,226.0
Olympiaplein,15.0,10.0,16.0,22.0,13.0,24.0,12.0,15.0,10.0,8.0
Olympiaweg,12.0,9.0,10.0,9.0,16.0,7.0,16.0,8.0,13.0,9.0
Olympisch stadion,27.0,24.0,23.0,29.0,21.0,31.0,24.0,23.0,33.0,30.0
