0
Tanker LR2 2
Tanker LR1
Coaster
Tanker LR2 1
Tanker LR1
Coaster
Tanker LR2 1
Handysize
Tanker LR2 2
Small coaster 1
Tanker LR1
Coaster
Coaster
Small coaster 2
Small coaster 2
Tanker MR
Tanker MR
Tanker LR2 1
Small coaster 2
Tanker LR1
Tanker LR2 1
Small coaster 1
Small coaster 1
Handysize
Coaster
Small coaster 2
Coaster
Tanker LR1
Coaster
Small coaster 2
Tanker LR2 2
Tanker LR2 2
Tanker LR2 1
Handysize
Tanker LR1
Tanker LR2 2
Tanker LR2 1
