,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
29,2019-08-06 01:57:24+00:00,2019-08-06 01:56:42+00:00,2019-08-06 01:55:43+00:00,2019-08-06 01:54:32+00:00,2019-08-06 01:53:32+00:00,2019-08-06 01:52:23+00:00,2019-08-06 01:51:14+00:00,2019-08-06 01:50:03+00:00,2019-08-06 01:47:44+00:00,2019-08-06 01:46:15+00:00,2019-08-06 01:30:04+00:00,2019-08-06 01:24:54+00:00,2019-08-06 01:22:34+00:00,2019-08-06 01:20:24+00:00,2019-08-06 01:18:36+00:00,2019-08-06 01:17:14+00:00,2019-08-06 01:15:56+00:00,2019-08-06 01:14:43+00:00,2019-08-06 01:13:46+00:00,6.599999904632568,6.599999904632568,6.199999809265137,5.900000095367432,5.900000095367432,5.800000190734863,5.599999904632568,5.099999904632568,3.700000047683716,2.599999904632568,1.399999976158142,2.799999952316284,3.0,2.799999952316284,4.099999904632568,4.900000095367432,5.400000095367432,5.699999809265137,6.099999904632568
30,2019-08-06 02:23:04+00:00,2019-08-06 02:23:32+00:00,2019-08-06 02:24:33+00:00,2019-08-06 02:25:32+00:00,2019-08-06 02:26:32+00:00,2019-08-06 02:27:45+00:00,2019-08-06 02:28:55+00:00,2019-08-06 02:30:14+00:00,2019-08-06 02:33:14+00:00,2019-08-06 02:39:13+00:00,2019-08-06 02:55:46+00:00,2019-08-06 02:57:56+00:00,2019-08-06 02:58:45+00:00,2019-08-06 02:59:48+00:00,2019-08-06 03:00:36+00:00,2019-08-06 03:01:35+00:00,2019-08-06 03:02:28+00:00,2019-08-06 03:03:26+00:00,2019-08-06 03:04:16+00:00,7.5,6.900000095367432,6.400000095367432,6.300000190734863,6.300000190734863,6.0,4.900000095367432,4.099999904632568,2.099999904632568,0.20000000298023202,3.599999904632568,6.099999904632568,6.599999904632568,6.800000190734863,6.900000095367432,7.0,7.0,6.800000190734863,7.699999809265137
31,2019-08-06 02:28:58+00:00,2019-08-06 02:29:27+00:00,2019-08-06 02:30:17+00:00,2019-08-06 02:31:07+00:00,2019-08-06 02:31:56+00:00,2019-08-06 02:33:07+00:00,2019-08-06 02:34:28+00:00,2019-08-06 02:36:08+00:00,2019-08-06 02:50:00+00:00,2019-08-06 02:56:17+00:00,2019-08-06 02:57:47+00:00,2019-08-06 02:59:29+00:00,2019-08-06 03:00:19+00:00,2019-08-06 03:00:59+00:00,2019-08-06 03:01:27+00:00,2019-08-06 03:02:08+00:00,2019-08-06 03:02:47+00:00,2019-08-06 03:03:27+00:00,2019-08-06 03:04:08+00:00,7.900000095367432,7.900000095367432,8.0,8.199999809265137,6.400000095367432,4.800000190734863,4.400000095367432,3.900000095367431,0.0,2.900000095367431,5.099999904632568,6.800000190734863,9.300000190734863,10.199999809265137,10.300000190734863,10.300000190734863,10.300000190734863,9.600000381469727,9.300000190734863
32,2019-08-06 03:35:14+00:00,2019-08-06 03:34:29+00:00,2019-08-06 03:33:38+00:00,2019-08-06 03:32:39+00:00,2019-08-06 03:31:47+00:00,2019-08-06 03:30:39+00:00,2019-08-06 03:29:39+00:00,2019-08-06 03:28:26+00:00,2019-08-06 03:25:57+00:00,2019-08-06 03:10:56+00:00,2019-08-06 03:07:57+00:00,2019-08-06 03:05:05+00:00,2019-08-06 03:03:44+00:00,2019-08-06 03:02:36+00:00,2019-08-06 03:01:27+00:00,2019-08-06 03:00:16+00:00,2019-08-06 02:59:15+00:00,2019-08-06 02:58:10+00:00,2019-08-06 02:57:14+00:00,7.5,7.400000095367432,7.199999809265137,6.800000190734863,6.400000095367432,6.0,5.800000190734863,5.199999809265137,2.599999904632568,1.399999976158142,1.7999999523162842,4.400000095367432,5.300000190734863,5.400000095367432,5.599999904632568,5.699999809265137,6.099999904632568,6.800000190734863,7.699999809265137
33,2019-08-06 03:32:23+00:00,2019-08-06 03:32:23+00:00,2019-08-06 03:32:23+00:00,2019-08-06 03:32:23+00:00,2019-08-06 03:33:10+00:00,2019-08-06 03:34:21+00:00,2019-08-06 03:35:23+00:00,2019-08-06 03:36:12+00:00,2019-08-06 03:38:03+00:00,2019-08-06 03:46:34+00:00,2019-08-06 03:50:02+00:00,2019-08-06 03:51:21+00:00,2019-08-06 03:52:02+00:00,2019-08-06 03:52:42+00:00,2019-08-06 03:53:21+00:00,2019-08-06 03:54:02+00:00,2019-08-06 03:54:41+00:00,2019-08-06 03:55:21+00:00,2019-08-06 03:56:04+00:00,0.699999988079071,0.699999988079071,0.699999988079071,0.699999988079071,4.0,7.5,7.699999809265137,7.300000190734863,4.0,0.0,7.400000095367432,8.899999618530273,9.0,8.899999618530273,8.899999618530273,9.5,9.800000190734863,10.0,10.100000381469727
34,2019-08-06 04:52:22+00:00,2019-08-06 04:51:43+00:00,2019-08-06 04:50:52+00:00,2019-08-06 04:49:52+00:00,2019-08-06 04:49:05+00:00,2019-08-06 04:48:04+00:00,2019-08-06 04:46:53+00:00,2019-08-06 04:45:25+00:00,2019-08-06 04:42:35+00:00,2019-08-06 04:14:52+00:00,2019-08-06 04:09:43+00:00,2019-08-06 04:04:33+00:00,2019-08-06 04:02:13+00:00,2019-08-06 04:00:12+00:00,2019-08-06 03:58:34+00:00,2019-08-06 03:57:25+00:00,2019-08-06 03:56:03+00:00,2019-08-06 03:54:54+00:00,2019-08-06 03:53:54+00:00,7.800000190734863,7.300000190734863,7.0,6.699999809265137,6.5,5.900000095367432,5.099999904632568,4.199999809265137,2.200000047683716,0.8999999761581421,1.7999999523162842,2.5,3.0,3.700000047683716,4.599999904632568,5.0,5.300000190734863,5.800000190734863,6.5
35,2019-08-06 04:54:48+00:00,2019-08-06 04:54:11+00:00,2019-08-06 04:53:20+00:00,2019-08-06 04:52:40+00:00,2019-08-06 04:51:49+00:00,2019-08-06 04:50:59+00:00,2019-08-06 04:49:59+00:00,2019-08-06 04:48:48+00:00,2019-08-06 04:46:09+00:00,2019-08-06 04:43:58+00:00,2019-08-06 04:21:49+00:00,2019-08-06 04:17:41+00:00,2019-08-06 04:16:10+00:00,2019-08-06 04:15:01+00:00,2019-08-06 04:13:48+00:00,2019-08-06 04:12:39+00:00,2019-08-06 04:11:39+00:00,2019-08-06 04:10:48+00:00,2019-08-06 04:10:00+00:00,7.5,8.100000381469727,8.300000190734863,8.399999618530273,8.0,6.5,5.800000190734863,4.900000095367432,3.0,2.200000047683716,1.7999999523162842,3.799999952316284,4.900000095367432,5.300000190734863,5.400000095367432,5.800000190734863,6.900000095367432,8.5,7.599999904632568
36,2019-08-06 04:56:19+00:00,2019-08-06 04:55:40+00:00,2019-08-06 04:54:58+00:00,2019-08-06 04:54:09+00:00,2019-08-06 04:53:21+00:00,2019-08-06 04:52:29+00:00,2019-08-06 04:51:39+00:00,2019-08-06 04:50:29+00:00,2019-08-06 04:48:11+00:00,2019-08-06 04:46:40+00:00,2019-08-06 04:28:30+00:00,2019-08-06 04:24:20+00:00,2019-08-06 04:22:49+00:00,2019-08-06 04:21:29+00:00,2019-08-06 04:20:29+00:00,2019-08-06 04:19:41+00:00,2019-08-06 04:18:59+00:00,2019-08-06 04:18:08+00:00,2019-08-06 04:17:28+00:00,8.0,8.399999618530273,8.300000190734863,8.100000381469727,7.900000095367432,7.300000190734863,6.5,5.099999904632568,3.900000095367431,2.400000095367431,1.200000047683715,4.0,4.699999809265137,5.800000190734863,7.0,8.5,8.800000190734863,8.899999618530273,9.100000381469727
37,2019-08-06 04:49:27+00:00,2019-08-06 04:49:45+00:00,2019-08-06 04:50:46+00:00,2019-08-06 04:51:46+00:00,2019-08-06 04:52:44+00:00,2019-08-06 04:53:34+00:00,2019-08-06 04:54:45+00:00,2019-08-06 04:56:15+00:00,2019-08-06 04:58:35+00:00,2019-08-06 05:01:17+00:00,2019-08-06 05:15:06+00:00,2019-08-06 05:16:44+00:00,2019-08-06 05:17:34+00:00,2019-08-06 05:18:36+00:00,2019-08-06 05:19:23+00:00,2019-08-06 05:20:15+00:00,2019-08-06 05:21:04+00:00,2019-08-06 05:21:54+00:00,2019-08-06 05:22:43+00:00,7.199999809265137,7.199999809265137,6.800000190734863,6.900000095367432,7.099999904632568,6.599999904632568,4.900000095367432,4.699999809265137,3.299999952316284,1.399999976158142,5.400000095367432,7.0,7.099999904632568,7.199999809265137,7.099999904632568,7.599999904632568,7.599999904632568,7.800000190734863,8.600000381469727
38,2019-08-06 05:59:25+00:00,2019-08-06 05:58:55+00:00,2019-08-06 05:58:26+00:00,2019-08-06 05:57:38+00:00,2019-08-06 05:57:08+00:00,2019-08-06 05:56:16+00:00,2019-08-06 05:55:37+00:00,2019-08-06 05:54:47+00:00,2019-08-06 05:52:35+00:00,2019-08-06 05:21:46+00:00,2019-08-06 05:19:26+00:00,2019-08-06 05:17:03+00:00,2019-08-06 05:15:55+00:00,2019-08-06 05:14:33+00:00,2019-08-06 05:13:35+00:00,2019-08-06 05:12:35+00:00,2019-08-06 05:11:44+00:00,2019-08-06 05:11:05+00:00,2019-08-06 05:10:13+00:00,10.100000381469727,10.100000381469727,10.0,9.5,9.300000190734863,8.699999809265137,8.199999809265137,7.199999809265137,2.700000047683716,1.700000047683715,3.200000047683716,5.900000095367432,5.099999904632568,5.099999904632568,6.199999809265137,7.199999809265137,7.800000190734863,8.5,9.300000190734863
39,2019-08-06 06:00:53+00:00,2019-08-06 06:00:24+00:00,2019-08-06 05:59:31+00:00,2019-08-06 05:58:44+00:00,2019-08-06 05:57:53+00:00,2019-08-06 05:57:03+00:00,2019-08-06 05:56:24+00:00,2019-08-06 05:55:33+00:00,2019-08-06 05:53:53+00:00,2019-08-06 05:24:54+00:00,2019-08-06 05:22:25+00:00,2019-08-06 05:20:14+00:00,2019-08-06 05:19:23+00:00,2019-08-06 05:18:35+00:00,2019-08-06 05:17:44+00:00,2019-08-06 05:17:04+00:00,2019-08-06 05:16:12+00:00,2019-08-06 05:15:22+00:00,2019-08-06 05:14:35+00:00,7.900000095367432,8.100000381469727,8.0,8.199999809265137,8.300000190734863,8.0,7.699999809265137,7.0,4.300000190734863,2.700000047683716,3.700000047683716,7.099999904632568,7.300000190734863,8.600000381469727,8.5,8.199999809265137,7.300000190734863,7.400000095367432,7.599999904632568
40,2019-08-06 06:02:25+00:00,2019-08-06 06:02:03+00:00,2019-08-06 06:01:14+00:00,2019-08-06 06:00:25+00:00,2019-08-06 05:59:43+00:00,2019-08-06 05:58:52+00:00,2019-08-06 05:58:04+00:00,2019-08-06 05:57:14+00:00,2019-08-06 05:55:45+00:00,2019-08-06 05:46:20+00:00,2019-08-06 05:31:10+00:00,2019-08-06 05:28:01+00:00,2019-08-06 05:26:52+00:00,2019-08-06 05:25:52+00:00,2019-08-06 05:25:00+00:00,2019-08-06 05:24:19+00:00,2019-08-06 05:23:29+00:00,2019-08-06 05:22:52+00:00,2019-08-06 05:22:11+00:00,8.699999809265137,8.800000190734863,8.800000190734863,8.600000381469727,8.600000381469727,7.800000190734863,7.5,7.0,5.699999809265137,0.0,2.200000047683716,5.0,5.5,7.400000095367432,8.300000190734863,8.800000190734863,9.399999618530273,9.5,9.600000381469727
41,2019-08-06 06:06:20+00:00,2019-08-06 06:05:32+00:00,2019-08-06 06:04:32+00:00,2019-08-06 06:03:30+00:00,2019-08-06 06:02:32+00:00,2019-08-06 06:01:29+00:00,2019-08-06 06:00:31+00:00,2019-08-06 05:59:22+00:00,2019-08-06 05:57:30+00:00,2019-08-06 05:56:22+00:00,2019-08-06 05:39:52+00:00,2019-08-06 05:35:22+00:00,2019-08-06 05:33:41+00:00,2019-08-06 05:32:21+00:00,2019-08-06 05:30:59+00:00,2019-08-06 05:30:01+00:00,2019-08-06 05:28:59+00:00,2019-08-06 05:27:51+00:00,2019-08-06 05:26:59+00:00,6.400000095367432,6.400000095367432,6.5,6.400000095367432,6.5,6.300000190734863,6.199999809265137,5.900000095367432,4.900000095367432,3.5,1.299999952316284,3.5,4.599999904632568,4.800000190734863,5.5,6.300000190734863,6.300000190734863,6.300000190734863,6.400000095367432
42,2019-08-06 06:09:23+00:00,2019-08-06 06:09:43+00:00,2019-08-06 06:10:34+00:00,2019-08-06 06:11:32+00:00,2019-08-06 06:12:22+00:00,2019-08-06 06:13:24+00:00,2019-08-06 06:14:14+00:00,2019-08-06 06:15:14+00:00,2019-08-06 06:17:35+00:00,2019-08-06 06:20:35+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,2019-08-06 06:50:55+00:00,8.100000381469727,7.900000095367432,7.800000190734863,7.699999809265137,7.099999904632568,6.800000190734863,6.699999809265137,6.300000190734863,3.200000047683716,0.600000023841857,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137,4.199999809265137
