stations,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
"('Burg.de Vlugtlaan', 'Van Baerlestraat')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Van der Madeweg')",5.0,4.0,1.0,2.0,2.0,7.0,3.0,3.0,5.0,2.0
"('Burg.de Vlugtlaan', 'Venserpolder')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Verrijn Stuartweg')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Victorieplein')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Vijzelgracht')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'VU medisch centrum')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Waalstraat')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Waterlooplein')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Weesperplein')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Wibautstraat')",,,,,,,,,,
"('Burg.de Vlugtlaan', 'Station Zuid')",5.0,2.0,3.0,6.0,4.0,9.0,4.0,6.0,4.0,1.0
"('Burg.de Vlugtlaan', 'Station Lelylaan')",,,,,,,,,,
"('Centraal Station', 'Cornelis Troostplein')",,,1.0,,,1.0,1.0,,,
"('Centraal Station', 'Dam')",56.0,53.0,48.0,43.0,49.0,58.0,54.0,42.0,53.0,49.0
"('Centraal Station', 'De Boelelaan/VU')",,,,,,,,,,
"('Centraal Station', 'De Pijp')",56.0,62.0,59.0,64.0,71.0,65.0,47.0,73.0,48.0,61.0
"('Centraal Station', 'Europaplein')",14.0,17.0,23.0,20.0,12.0,22.0,21.0,23.0,26.0,22.0
"('Centraal Station', 'Gaasperplas')",31.0,32.0,25.0,29.0,28.0,34.0,21.0,29.0,25.0,27.0
"('Centraal Station', 'Gein')",,,,,,,,,,
"('Centraal Station', 'Gerrit v.d. Veenstraat')",2.0,1.0,1.0,1.0,1.0,,,3.0,2.0,
"('Centraal Station', 'Heemstedestraat')",,,,,,,,,,
"('Centraal Station', 'Henk Sneevlietweg')",,,,,,,,,,
"('Centraal Station', 'IJsbaanpad')",,,,,,,,,,
"('Centraal Station', 'Isolatorweg')",,,,,,,,,,
"('Centraal Station', 'Jan v.Galenstraat')",,,,,,,,,,
"('Centraal Station', 'Keizersgracht')",7.0,6.0,4.0,,1.0,2.0,3.0,4.0,3.0,1.0
"('Centraal Station', 'Koningsplein')",8.0,9.0,10.0,7.0,7.0,7.0,11.0,14.0,13.0,12.0
"('Centraal Station', 'Kraaienneststation')",76.0,78.0,70.0,63.0,68.0,76.0,74.0,63.0,73.0,83.0
"('Centraal Station', 'Leidseplein')",20.0,24.0,26.0,31.0,27.0,20.0,30.0,34.0,20.0,20.0
"('Centraal Station', 'Maasstraat')",,,,,,,,1.0,,
"('Centraal Station', 'Marie Heinekenplein')",2.0,,,3.0,4.0,2.0,1.0,2.0,1.0,3.0
"('Centraal Station', 'Minervaplein')",,,,1.0,,,,,,
"('Centraal Station', 'Muntplein')",6.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,6.0
"('Centraal Station', 'Museumplein')",4.0,5.0,4.0,5.0,7.0,5.0,7.0,6.0,7.0,10.0
"('Centraal Station', 'Nieuwezijds Kolk')",14.0,9.0,12.0,11.0,7.0,14.0,20.0,19.0,12.0,14.0
"('Centraal Station', 'Nieuwmarkt')",39.0,29.0,35.0,35.0,29.0,51.0,52.0,51.0,37.0,42.0
"('Centraal Station', 'Noord')",126.0,103.0,109.0,95.0,101.0,113.0,109.0,107.0,102.0,114.0
"('Centraal Station', 'Noorderpark')",45.0,42.0,43.0,34.0,57.0,29.0,41.0,42.0,51.0,42.0
"('Centraal Station', 'Olympiaplein')",2.0,2.0,1.0,1.0,1.0,1.0,1.0,,3.0,1.0
"('Centraal Station', 'Olympiaweg')",,2.0,,2.0,,2.0,,1.0,1.0,
"('Centraal Station', 'Olympisch stadion')",1.0,,,2.0,1.0,,1.0,1.0,2.0,1.0
"('Centraal Station', 'Overamstel')",,,,,,,,,,
"('Centraal Station', 'Postjesweg')",,,,,,,,,,
"('Centraal Station', 'Prinsengracht')",9.0,9.0,7.0,14.0,7.0,8.0,9.0,10.0,7.0,10.0
"('Centraal Station', 'Reigersbos')",,,,,,,,,,
"('Centraal Station', 'Rijksmuseum')",9.0,7.0,7.0,9.0,7.0,6.0,9.0,6.0,8.0,4.0
"('Centraal Station', 'Roelof Hartplein')",15.0,6.0,17.0,8.0,12.0,10.0,10.0,4.0,23.0,10.0
"('Centraal Station', 'Rokin')",53.0,36.0,47.0,56.0,52.0,36.0,40.0,51.0,51.0,40.0
"('Centraal Station', 'Scheldestraat')",,,,,1.0,,,,,
"('Centraal Station', 'Spaklerweg')",27.0,22.0,15.0,21.0,22.0,13.0,19.0,17.0,21.0,22.0
"('Centraal Station', 'Spui')",6.0,11.0,4.0,10.0,7.0,5.0,3.0,8.0,6.0,7.0
"('Centraal Station', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Centraal Station', 'Station Diemen-Zuid')",50.0,52.0,50.0,53.0,48.0,49.0,49.0,55.0,40.0,46.0
"('Centraal Station', 'Station Duivendrecht')",,,,,,,,,,
"('Centraal Station', 'Station Ganzenhoef')",,,,,,,,,,
"('Centraal Station', 'Station Holendrecht')",,,,,,,,,,
"('Centraal Station', 'Station RAI')",,,,,,,,,,
"('Centraal Station', 'Station Sloterdijk')",,,,,,,,,,
"('Centraal Station', 'Strandvliet')",,,,,,,,,,
"('Centraal Station', 'Van Baerlestraat')",7.0,3.0,7.0,3.0,6.0,8.0,5.0,4.0,6.0,4.0
"('Centraal Station', 'Van der Madeweg')",251.0,202.0,206.0,262.0,207.0,218.0,220.0,216.0,241.0,223.0
"('Centraal Station', 'Venserpolder')",45.0,27.0,37.0,46.0,33.0,42.0,27.0,29.0,34.0,32.0
"('Centraal Station', 'Verrijn Stuartweg')",13.0,8.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,3.0
"('Centraal Station', 'Victorieplein')",,,,,,1.0,,,1.0,1.0
"('Centraal Station', 'Vijzelgracht')",23.0,21.0,26.0,16.0,25.0,24.0,22.0,26.0,27.0,27.0
"('Centraal Station', 'VU medisch centrum')",,,,,,,,1.0,,
"('Centraal Station', 'Waalstraat')",,1.0,,1.0,,,,,,
"('Centraal Station', 'Waterlooplein')",36.0,40.0,35.0,35.0,41.0,45.0,37.0,40.0,42.0,28.0
"('Centraal Station', 'Weesperplein')",37.0,35.0,28.0,27.0,38.0,32.0,27.0,28.0,31.0,25.0
"('Centraal Station', 'Wibautstraat')",41.0,50.0,49.0,37.0,48.0,57.0,49.0,52.0,51.0,56.0
"('Centraal Station', 'Station Zuid')",160.0,190.0,169.0,166.0,174.0,135.0,189.0,174.0,167.0,148.0
"('Centraal Station', 'Station Lelylaan')",,,,,,,,,,
"('Cornelis Troostplein', 'Dam')",,,,,,,,,,
"('Cornelis Troostplein', 'De Boelelaan/VU')",,,,,,,,,,
"('Cornelis Troostplein', 'De Pijp')",6.0,5.0,2.0,2.0,3.0,4.0,2.0,2.0,6.0,7.0
"('Cornelis Troostplein', 'Europaplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Gaasperplas')",,,,,,,,,,
"('Cornelis Troostplein', 'Gein')",,,,,,,,,,
"('Cornelis Troostplein', 'Gerrit v.d. Veenstraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Heemstedestraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Henk Sneevlietweg')",,,,,,,,,,
"('Cornelis Troostplein', 'IJsbaanpad')",,,,,,,,,,
"('Cornelis Troostplein', 'Isolatorweg')",,,,,,,,,,
"('Cornelis Troostplein', 'Jan v.Galenstraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Keizersgracht')",,,,,,,,,,
"('Cornelis Troostplein', 'Koningsplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Kraaienneststation')",,,,,,,,,,
"('Cornelis Troostplein', 'Leidseplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Maasstraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Marie Heinekenplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Minervaplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Muntplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Museumplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Cornelis Troostplein', 'Nieuwmarkt')",,,,,,,,,,
"('Cornelis Troostplein', 'Noord')",,,,,,,,,,
"('Cornelis Troostplein', 'Noorderpark')",,,,,,,,,,
"('Cornelis Troostplein', 'Olympiaplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Olympiaweg')",,,,,,,,,,
"('Cornelis Troostplein', 'Olympisch stadion')",,,,,,,,,,
"('Cornelis Troostplein', 'Overamstel')",,,,,,,,,,
"('Cornelis Troostplein', 'Postjesweg')",,,,,,,,,,
"('Cornelis Troostplein', 'Prinsengracht')",,,,,,,,,,
"('Cornelis Troostplein', 'Reigersbos')",,,,,,,,,,
"('Cornelis Troostplein', 'Rijksmuseum')",,,,,,,,,,
"('Cornelis Troostplein', 'Roelof Hartplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Rokin')",,,,,,,,,,
"('Cornelis Troostplein', 'Scheldestraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Spaklerweg')",,,,,,,,,,
"('Cornelis Troostplein', 'Spui')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Diemen-Zuid')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Duivendrecht')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Ganzenhoef')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Holendrecht')",,,,,,,,,,
"('Cornelis Troostplein', 'Station RAI')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Sloterdijk')",,,,,,,,,,
"('Cornelis Troostplein', 'Strandvliet')",,,,,,,,,,
"('Cornelis Troostplein', 'Van Baerlestraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Van der Madeweg')",,,,,,,,,,
"('Cornelis Troostplein', 'Venserpolder')",,,,,,,,,,
"('Cornelis Troostplein', 'Verrijn Stuartweg')",,,,,,,,,,
"('Cornelis Troostplein', 'Victorieplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Vijzelgracht')",,,,,,,,,,
"('Cornelis Troostplein', 'VU medisch centrum')",,,,,,,,,,
"('Cornelis Troostplein', 'Waalstraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Waterlooplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Weesperplein')",,,,,,,,,,
"('Cornelis Troostplein', 'Wibautstraat')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Zuid')",,,,,,,,,,
"('Cornelis Troostplein', 'Station Lelylaan')",,,,,,,,,,
"('Dam', 'De Boelelaan/VU')",,,,,,,,,,
"('Dam', 'De Pijp')",33.0,31.0,37.0,46.0,35.0,48.0,29.0,37.0,40.0,34.0
"('Dam', 'Europaplein')",,,,,,,,,,
"('Dam', 'Gaasperplas')",,,,,,,,,,
"('Dam', 'Gein')",,,,,,,,,,
"('Dam', 'Gerrit v.d. Veenstraat')",1.0,,,1.0,,,,,,
"('Dam', 'Heemstedestraat')",,,,,,,,,,
"('Dam', 'Henk Sneevlietweg')",,,,,,,,,,
"('Dam', 'IJsbaanpad')",,,,,,,,,,
"('Dam', 'Isolatorweg')",,,,,,,,,,
"('Dam', 'Jan v.Galenstraat')",,,,,,,,,,
"('Dam', 'Keizersgracht')",1.0,2.0,2.0,2.0,,3.0,2.0,1.0,1.0,2.0
"('Dam', 'Koningsplein')",3.0,1.0,9.0,3.0,3.0,3.0,3.0,1.0,5.0,5.0
"('Dam', 'Kraaienneststation')",,,,,,,,,,
"('Dam', 'Leidseplein')",12.0,14.0,13.0,12.0,10.0,9.0,8.0,7.0,14.0,8.0
"('Dam', 'Maasstraat')",,,,,,,,,,
"('Dam', 'Marie Heinekenplein')",,,,3.0,2.0,2.0,1.0,3.0,1.0,
"('Dam', 'Minervaplein')",,,,,,,,,,
"('Dam', 'Muntplein')",2.0,4.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,2.0
"('Dam', 'Museumplein')",1.0,1.0,3.0,,3.0,2.0,2.0,3.0,,2.0
"('Dam', 'Nieuwezijds Kolk')",4.0,2.0,,2.0,3.0,1.0,1.0,1.0,,2.0
"('Dam', 'Nieuwmarkt')",,,,,,,,,,
"('Dam', 'Noord')",,,,,,,,,,
"('Dam', 'Noorderpark')",,,,,,,,,,
"('Dam', 'Olympiaplein')",,,,,2.0,,,,,
"('Dam', 'Olympiaweg')",1.0,,,,,,,,1.0,1.0
"('Dam', 'Olympisch stadion')",2.0,,2.0,1.0,,,,1.0,1.0,1.0
"('Dam', 'Overamstel')",,,,,,,,,,
"('Dam', 'Postjesweg')",,,,,,,,,,
"('Dam', 'Prinsengracht')",6.0,6.0,1.0,1.0,4.0,1.0,5.0,3.0,2.0,4.0
"('Dam', 'Reigersbos')",,,,,,,,,,
"('Dam', 'Rijksmuseum')",3.0,3.0,2.0,3.0,1.0,1.0,3.0,2.0,,1.0
"('Dam', 'Roelof Hartplein')",1.0,1.0,1.0,,,1.0,3.0,1.0,1.0,
"('Dam', 'Rokin')",62.0,59.0,51.0,58.0,48.0,44.0,52.0,63.0,51.0,47.0
"('Dam', 'Scheldestraat')",,,,,,,,,,
"('Dam', 'Spaklerweg')",,,,,,,,,,
"('Dam', 'Spui')",3.0,4.0,2.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0
"('Dam', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Dam', 'Station Diemen-Zuid')",,,,,,,,,,
"('Dam', 'Station Duivendrecht')",,,,,,,,,,
"('Dam', 'Station Ganzenhoef')",,,,,,,,,,
"('Dam', 'Station Holendrecht')",,,,,,,,,,
"('Dam', 'Station RAI')",,,,,,,,,,
"('Dam', 'Station Sloterdijk')",,,,,,,,,,
"('Dam', 'Strandvliet')",,,,,,,,,,
"('Dam', 'Van Baerlestraat')",2.0,,1.0,1.0,2.0,3.0,2.0,2.0,,3.0
"('Dam', 'Van der Madeweg')",,,,,,,,,,
"('Dam', 'Venserpolder')",,,,,,,,,,
"('Dam', 'Verrijn Stuartweg')",,,,,,,,,,
"('Dam', 'Victorieplein')",,,1.0,,,,,,1.0,
"('Dam', 'Vijzelgracht')",6.0,8.0,6.0,9.0,9.0,6.0,5.0,9.0,10.0,4.0
"('Dam', 'VU medisch centrum')",,,,,,,,,,
"('Dam', 'Waalstraat')",,,,,,,,,,
"('Dam', 'Waterlooplein')",,,,,,,,,,
"('Dam', 'Weesperplein')",,,,,,,,,,
"('Dam', 'Wibautstraat')",,,,,,,,,,
"('Dam', 'Station Zuid')",,,,,,,,,,
"('Dam', 'Station Lelylaan')",,,,,,,,,,
"('De Boelelaan/VU', 'De Pijp')",3.0,4.0,,,,2.0,1.0,1.0,1.0,2.0
"('De Boelelaan/VU', 'Europaplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Gaasperplas')",,,,,,,,,,
"('De Boelelaan/VU', 'Gein')",,,,,,,,,,
"('De Boelelaan/VU', 'Gerrit v.d. Veenstraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Heemstedestraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Henk Sneevlietweg')",,,,,,,,,,
"('De Boelelaan/VU', 'IJsbaanpad')",,,,,,,,,,
"('De Boelelaan/VU', 'Isolatorweg')",,,,,,,,,,
"('De Boelelaan/VU', 'Jan v.Galenstraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Keizersgracht')",,,,,,,,,,
"('De Boelelaan/VU', 'Koningsplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Kraaienneststation')",,,,,,,,,,
"('De Boelelaan/VU', 'Leidseplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Maasstraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Marie Heinekenplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Minervaplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Muntplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Museumplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Nieuwezijds Kolk')",,,,,,,,,,
"('De Boelelaan/VU', 'Nieuwmarkt')",,,,,,,,,,
"('De Boelelaan/VU', 'Noord')",,,,,,,,,,
"('De Boelelaan/VU', 'Noorderpark')",,,,,,,,,,
"('De Boelelaan/VU', 'Olympiaplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Olympiaweg')",,,,,,,,,,
"('De Boelelaan/VU', 'Olympisch stadion')",,,,,,,,,,
"('De Boelelaan/VU', 'Overamstel')",,,,,,,,,,
"('De Boelelaan/VU', 'Postjesweg')",,,,,,,,,,
"('De Boelelaan/VU', 'Prinsengracht')",,,,,,,,,,
"('De Boelelaan/VU', 'Reigersbos')",,,,,,,,,,
"('De Boelelaan/VU', 'Rijksmuseum')",,,,,,,,,,
"('De Boelelaan/VU', 'Roelof Hartplein')",,1.0,,,1.0,1.0,,,,1.0
"('De Boelelaan/VU', 'Rokin')",,,,,,,,,,
"('De Boelelaan/VU', 'Scheldestraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Spaklerweg')",,,,,,,,,,
"('De Boelelaan/VU', 'Spui')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Bijlmer ArenA')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Diemen-Zuid')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Duivendrecht')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Ganzenhoef')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Holendrecht')",,,,,,,,,,
"('De Boelelaan/VU', 'Station RAI')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Sloterdijk')",,,,,,,,,,
"('De Boelelaan/VU', 'Strandvliet')",,,,,,,,,,
"('De Boelelaan/VU', 'Van Baerlestraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Van der Madeweg')",,,,,,,,,,
"('De Boelelaan/VU', 'Venserpolder')",,,,,,,,,,
"('De Boelelaan/VU', 'Verrijn Stuartweg')",,,,,,,,,,
"('De Boelelaan/VU', 'Victorieplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Vijzelgracht')",,,,,,,,,,
"('De Boelelaan/VU', 'VU medisch centrum')",,,,,,,,,,
"('De Boelelaan/VU', 'Waalstraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Waterlooplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Weesperplein')",,,,,,,,,,
"('De Boelelaan/VU', 'Wibautstraat')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Zuid')",,,,,,,,,,
"('De Boelelaan/VU', 'Station Lelylaan')",,,,,,,,,,
"('De Pijp', 'Europaplein')",23.0,22.0,12.0,23.0,28.0,14.0,23.0,28.0,16.0,14.0
"('De Pijp', 'Gaasperplas')",,,,,,,,,,
"('De Pijp', 'Gein')",,,,,,,,,,
"('De Pijp', 'Gerrit v.d. Veenstraat')",6.0,1.0,6.0,1.0,3.0,2.0,4.0,2.0,6.0,4.0
"('De Pijp', 'Heemstedestraat')",,,,,,,,,,
"('De Pijp', 'Henk Sneevlietweg')",,,,,,,,,,
"('De Pijp', 'IJsbaanpad')",,,,,,,,,,
"('De Pijp', 'Isolatorweg')",,,,,,,,,,
"('De Pijp', 'Jan v.Galenstraat')",,,,,,,,,,
"('De Pijp', 'Keizersgracht')",2.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,1.0,3.0
"('De Pijp', 'Koningsplein')",10.0,3.0,6.0,3.0,6.0,5.0,5.0,7.0,6.0,7.0
"('De Pijp', 'Kraaienneststation')",,,,,,,,,,
"('De Pijp', 'Leidseplein')",22.0,17.0,17.0,30.0,32.0,25.0,22.0,28.0,16.0,23.0
"('De Pijp', 'Maasstraat')",,3.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0
"('De Pijp', 'Marie Heinekenplein')",10.0,9.0,6.0,9.0,5.0,4.0,8.0,8.0,7.0,12.0
"('De Pijp', 'Minervaplein')",,1.0,,,,,1.0,,,
"('De Pijp', 'Muntplein')",2.0,4.0,1.0,3.0,5.0,5.0,,5.0,2.0,2.0
"('De Pijp', 'Museumplein')",3.0,9.0,11.0,3.0,9.0,8.0,9.0,6.0,7.0,5.0
"('De Pijp', 'Nieuwezijds Kolk')",5.0,5.0,4.0,3.0,4.0,5.0,,1.0,2.0,5.0
"('De Pijp', 'Nieuwmarkt')",,,,,,,,,,
"('De Pijp', 'Noord')",43.0,41.0,56.0,55.0,47.0,63.0,48.0,50.0,62.0,54.0
"('De Pijp', 'Noorderpark')",15.0,15.0,21.0,13.0,15.0,18.0,12.0,15.0,17.0,26.0
"('De Pijp', 'Olympiaplein')",2.0,5.0,4.0,12.0,1.0,5.0,6.0,3.0,4.0,3.0
"('De Pijp', 'Olympiaweg')",2.0,5.0,5.0,1.0,2.0,2.0,4.0,7.0,5.0,2.0
"('De Pijp', 'Olympisch stadion')",5.0,5.0,5.0,5.0,7.0,3.0,3.0,2.0,6.0,2.0
"('De Pijp', 'Overamstel')",,,,,,,,,,
"('De Pijp', 'Postjesweg')",,,,,,,,,,
"('De Pijp', 'Prinsengracht')",4.0,4.0,6.0,10.0,1.0,5.0,13.0,6.0,5.0,4.0
"('De Pijp', 'Reigersbos')",,,,,,,,,,
"('De Pijp', 'Rijksmuseum')",9.0,7.0,8.0,6.0,7.0,4.0,7.0,9.0,8.0,2.0
"('De Pijp', 'Roelof Hartplein')",45.0,34.0,25.0,27.0,29.0,22.0,40.0,47.0,46.0,31.0
"('De Pijp', 'Rokin')",15.0,18.0,28.0,34.0,25.0,19.0,28.0,31.0,32.0,32.0
"('De Pijp', 'Scheldestraat')",,,1.0,3.0,3.0,,4.0,2.0,2.0,2.0
"('De Pijp', 'Spaklerweg')",,,,,,,,,,
"('De Pijp', 'Spui')",5.0,3.0,2.0,2.0,9.0,3.0,5.0,6.0,2.0,4.0
"('De Pijp', 'Station Bijlmer ArenA')",,,,,,,,,,
"('De Pijp', 'Station Diemen-Zuid')",,,,,,,,,,
"('De Pijp', 'Station Duivendrecht')",,,,,,,,,,
"('De Pijp', 'Station Ganzenhoef')",,,,,,,,,,
"('De Pijp', 'Station Holendrecht')",,,,,,,,,,
"('De Pijp', 'Station RAI')",,,,,,,,,,
"('De Pijp', 'Station Sloterdijk')",,,,,,,,,,
"('De Pijp', 'Strandvliet')",,,,,,,,,,
"('De Pijp', 'Van Baerlestraat')",4.0,6.0,8.0,7.0,10.0,7.0,9.0,8.0,2.0,6.0
"('De Pijp', 'Van der Madeweg')",,,,,,,,,,
"('De Pijp', 'Venserpolder')",,,,,,,,,,
"('De Pijp', 'Verrijn Stuartweg')",,,,,,,,,,
"('De Pijp', 'Victorieplein')",4.0,7.0,3.0,13.0,7.0,7.0,7.0,6.0,8.0,8.0
"('De Pijp', 'Vijzelgracht')",8.0,23.0,24.0,20.0,16.0,16.0,19.0,23.0,25.0,11.0
"('De Pijp', 'VU medisch centrum')",,,,,,,,,,
"('De Pijp', 'Waalstraat')",1.0,1.0,2.0,2.0,1.0,3.0,3.0,,2.0,
"('De Pijp', 'Waterlooplein')",,,,,,,,,,
"('De Pijp', 'Weesperplein')",,,,,,,,,,
"('De Pijp', 'Wibautstraat')",,,,,,,,,,
"('De Pijp', 'Station Zuid')",215.0,219.0,234.0,193.0,211.0,195.0,197.0,202.0,209.0,238.0
"('De Pijp', 'Station Lelylaan')",,,,,,,,,,
"('Europaplein', 'Gaasperplas')",,,,,,,,,,
"('Europaplein', 'Gein')",,,,,,,,,,
"('Europaplein', 'Gerrit v.d. Veenstraat')",,,,,,,,,,
"('Europaplein', 'Heemstedestraat')",,,,,,,,,,
"('Europaplein', 'Henk Sneevlietweg')",,,,,,,,,,
"('Europaplein', 'IJsbaanpad')",,,,,,,,,,
"('Europaplein', 'Isolatorweg')",,,,,,,,,,
"('Europaplein', 'Jan v.Galenstraat')",,,,,,,,,,
"('Europaplein', 'Keizersgracht')",,,,,,,,,,
"('Europaplein', 'Koningsplein')",,,,,,,,,,
"('Europaplein', 'Kraaienneststation')",,,,,,,,,,
"('Europaplein', 'Leidseplein')",,,,,,,,,,
"('Europaplein', 'Maasstraat')",,,,,,,,,,
"('Europaplein', 'Marie Heinekenplein')",,,,,,,,,,
"('Europaplein', 'Minervaplein')",,,,,,,,,,
"('Europaplein', 'Muntplein')",,,,,,,,,,
"('Europaplein', 'Museumplein')",,,,,,,,,,
"('Europaplein', 'Nieuwezijds Kolk')",,,,,,,,,,
"('Europaplein', 'Nieuwmarkt')",,,,,,,,,,
"('Europaplein', 'Noord')",,,,,,,,,,
"('Europaplein', 'Noorderpark')",,,,,,,,,,
"('Europaplein', 'Olympiaplein')",,,,,,,,,,
"('Europaplein', 'Olympiaweg')",,,,,,,,,,
"('Europaplein', 'Olympisch stadion')",,,,,,,,,,
"('Europaplein', 'Overamstel')",,,,,,,,,,
"('Europaplein', 'Postjesweg')",,,,,,,,,,
"('Europaplein', 'Prinsengracht')",,,,,,,,,,
"('Europaplein', 'Reigersbos')",,,,,,,,,,
"('Europaplein', 'Rijksmuseum')",,,,,,,,,,
"('Europaplein', 'Roelof Hartplein')",,,,,,,,,,
"('Europaplein', 'Rokin')",,2.0,1.0,,2.0,2.0,2.0,,3.0,1.0
"('Europaplein', 'Scheldestraat')",,,,,,,,,,
"('Europaplein', 'Spaklerweg')",,,,,,,,,,
"('Europaplein', 'Spui')",,,,,,,,,,
"('Europaplein', 'Station Bijlmer ArenA')",,,,,,,,,,
"('Europaplein', 'Station Diemen-Zuid')",,,,,,,,,,
"('Europaplein', 'Station Duivendrecht')",,,,,,,,,,
"('Europaplein', 'Station Ganzenhoef')",,,,,,,,,,
"('Europaplein', 'Station Holendrecht')",,,,,,,,,,
"('Europaplein', 'Station RAI')",,,,,,,,,,
"('Europaplein', 'Station Sloterdijk')",,,,,,,,,,
"('Europaplein', 'Strandvliet')",,,,,,,,,,
"('Europaplein', 'Van Baerlestraat')",,,,,,,,,,
"('Europaplein', 'Van der Madeweg')",,,,,,,,,,
"('Europaplein', 'Venserpolder')",,,,,,,,,,
"('Europaplein', 'Verrijn Stuartweg')",,,,,,,,,,
"('Europaplein', 'Victorieplein')",,,,,,,,,,
"('Europaplein', 'Vijzelgracht')",,1.0,,1.0,,1.0,,1.0,,
"('Europaplein', 'VU medisch centrum')",,,,,,,,,,
"('Europaplein', 'Waalstraat')",,,,,,,,,,
"('Europaplein', 'Waterlooplein')",,,,,,,,,,
"('Europaplein', 'Weesperplein')",,,,,,,,,,
"('Europaplein', 'Wibautstraat')",,,,,,,,,,
"('Europaplein', 'Station Zuid')",53.0,71.0,55.0,56.0,87.0,57.0,64.0,57.0,56.0,64.0
"('Europaplein', 'Station Lelylaan')",,,,,,,,,,
"('Gaasperplas', 'Gein')",,,,,,,,,,
"('Gaasperplas', 'Gerrit v.d. Veenstraat')",,,,,,,,,,
"('Gaasperplas', 'Heemstedestraat')",,,,,,,,,,
"('Gaasperplas', 'Henk Sneevlietweg')",,,,,,,,,,
"('Gaasperplas', 'IJsbaanpad')",,,,,,,,,,
"('Gaasperplas', 'Isolatorweg')",,,,,,,,,,
"('Gaasperplas', 'Jan v.Galenstraat')",,,,,,,,,,
"('Gaasperplas', 'Keizersgracht')",,,,,,,,,,
"('Gaasperplas', 'Koningsplein')",,,,,,,,,,
"('Gaasperplas', 'Kraaienneststation')",,,,,,,,,,
"('Gaasperplas', 'Leidseplein')",,,,,,,,,,
