station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,6.0,2.0,3.0,1.0,3.0,4.0,3.0,1.0,2.0,3.0
Amstelstation,148.0,155.0,174.0,159.0,185.0,154.0,156.0,166.0,169.0,179.0
Amstelveenseweg,60.0,72.0,74.0,67.0,71.0,77.0,64.0,69.0,93.0,61.0
Beethovenstraat,2.0,2.0,3.0,1.0,3.0,3.0,3.0,4.0,3.0,3.0
Bullewijk,91.0,108.0,110.0,100.0,93.0,100.0,96.0,90.0,108.0,110.0
Burg.de Vlugtlaan,20.0,18.0,19.0,21.0,12.0,30.0,13.0,16.0,14.0,10.0
Centraal Station,666.0,666.0,699.0,682.0,623.0,636.0,621.0,646.0,609.0,640.0
Cornelis Troostplein,9.0,9.0,7.0,4.0,8.0,6.0,6.0,5.0,11.0,8.0
Dam,202.0,234.0,197.0,200.0,208.0,219.0,217.0,222.0,201.0,205.0
De Boelelaan/VU,15.0,11.0,11.0,11.0,17.0,9.0,9.0,10.0,6.0,9.0
De Pijp,412.0,388.0,430.0,415.0,422.0,431.0,407.0,450.0,451.0,449.0
Europaplein,150.0,172.0,147.0,143.0,197.0,140.0,164.0,147.0,149.0,164.0
Gaasperplas,21.0,22.0,21.0,24.0,32.0,26.0,23.0,22.0,18.0,40.0
Gein,36.0,39.0,35.0,33.0,32.0,29.0,36.0,37.0,31.0,42.0
Gerrit v.d. Veenstraat,20.0,5.0,16.0,17.0,6.0,15.0,12.0,9.0,14.0,13.0
Heemstedestraat,18.0,26.0,29.0,20.0,30.0,22.0,29.0,22.0,21.0,17.0
Henk Sneevlietweg,42.0,36.0,33.0,45.0,37.0,44.0,47.0,37.0,34.0,44.0
IJsbaanpad,,,,1.0,1.0,1.0,,,1.0,
Isolatorweg,12.0,14.0,17.0,12.0,21.0,17.0,17.0,16.0,17.0,15.0
Jan v.Galenstraat,31.0,30.0,28.0,30.0,28.0,33.0,29.0,26.0,33.0,27.0
Keizersgracht,23.0,17.0,30.0,24.0,22.0,20.0,17.0,17.0,15.0,14.0
Koningsplein,63.0,54.0,60.0,59.0,54.0,51.0,58.0,61.0,59.0,53.0
Kraaienneststation,65.0,52.0,70.0,73.0,52.0,56.0,71.0,58.0,74.0,74.0
Leidseplein,104.0,116.0,102.0,121.0,143.0,106.0,113.0,108.0,112.0,102.0
Maasstraat,3.0,6.0,5.0,2.0,,2.0,1.0,4.0,3.0,1.0
Marie Heinekenplein,58.0,42.0,50.0,41.0,54.0,37.0,65.0,43.0,41.0,45.0
Minervaplein,,,,,,,,1.0,,1.0
Muntplein,56.0,51.0,62.0,61.0,65.0,65.0,57.0,69.0,69.0,71.0
Museumplein,26.0,29.0,36.0,26.0,33.0,40.0,33.0,27.0,34.0,21.0
Nieuwezijds Kolk,32.0,32.0,23.0,29.0,30.0,18.0,28.0,24.0,29.0,29.0
Nieuwmarkt,95.0,95.0,106.0,103.0,96.0,112.0,106.0,94.0,95.0,100.0
Noord,162.0,163.0,156.0,175.0,175.0,166.0,152.0,148.0,171.0,166.0
Noorderpark,108.0,108.0,104.0,130.0,112.0,108.0,125.0,104.0,107.0,126.0
Olympiaplein,17.0,8.0,16.0,12.0,5.0,18.0,16.0,16.0,11.0,17.0
Olympiaweg,7.0,12.0,8.0,8.0,6.0,13.0,13.0,7.0,11.0,13.0
Olympisch stadion,11.0,11.0,11.0,12.0,16.0,5.0,11.0,10.0,10.0,9.0
Overamstel,33.0,36.0,30.0,43.0,37.0,31.0,26.0,27.0,41.0,30.0
Postjesweg,16.0,20.0,21.0,18.0,18.0,15.0,27.0,22.0,8.0,13.0
Prinsengracht,33.0,33.0,41.0,40.0,38.0,49.0,34.0,32.0,46.0,57.0
Reigersbos,46.0,37.0,51.0,46.0,37.0,40.0,42.0,33.0,46.0,51.0
Rijksmuseum,21.0,40.0,30.0,22.0,34.0,36.0,23.0,43.0,35.0,22.0
Roelof Hartplein,72.0,77.0,72.0,51.0,43.0,60.0,62.0,64.0,50.0,62.0
Rokin,577.0,543.0,548.0,525.0,526.0,541.0,562.0,570.0,567.0,510.0
Scheldestraat,,5.0,2.0,3.0,3.0,3.0,1.0,1.0,1.0,4.0
Spaklerweg,31.0,32.0,32.0,31.0,43.0,32.0,42.0,42.0,45.0,42.0
Spui,38.0,50.0,39.0,40.0,42.0,36.0,32.0,43.0,48.0,50.0
Station Bijlmer ArenA,270.0,285.0,293.0,251.0,264.0,272.0,297.0,289.0,280.0,267.0
Station Diemen-Zuid,61.0,80.0,69.0,64.0,83.0,77.0,65.0,82.0,67.0,68.0
Station Duivendrecht,46.0,38.0,53.0,41.0,30.0,52.0,46.0,46.0,40.0,48.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,109.0,132.0,115.0,140.0,107.0,88.0,113.0,108.0,118.0,102.0
Station RAI,80.0,75.0,88.0,89.0,86.0,105.0,82.0,79.0,87.0,77.0
Station Sloterdijk,79.0,80.0,78.0,87.0,90.0,98.0,89.0,81.0,84.0,82.0
Strandvliet,53.0,35.0,41.0,43.0,49.0,53.0,54.0,37.0,39.0,29.0
Van Baerlestraat,19.0,14.0,33.0,23.0,18.0,25.0,30.0,28.0,30.0,23.0
Van der Madeweg,72.0,72.0,68.0,73.0,60.0,65.0,57.0,50.0,75.0,82.0
Venserpolder,49.0,56.0,40.0,55.0,41.0,51.0,46.0,43.0,59.0,49.0
Verrijn Stuartweg,11.0,11.0,11.0,15.0,10.0,11.0,14.0,4.0,10.0,11.0
Victorieplein,16.0,16.0,7.0,19.0,10.0,15.0,13.0,11.0,9.0,18.0
Vijzelgracht,216.0,181.0,219.0,207.0,194.0,206.0,195.0,212.0,207.0,225.0
VU medisch centrum,7.0,7.0,11.0,9.0,10.0,14.0,8.0,14.0,6.0,10.0
Waalstraat,2.0,8.0,2.0,2.0,,,1.0,1.0,,3.0
Waterlooplein,130.0,123.0,117.0,106.0,105.0,107.0,118.0,118.0,124.0,108.0
Weesperplein,147.0,157.0,128.0,142.0,164.0,149.0,168.0,182.0,153.0,177.0
Wibautstraat,69.0,81.0,82.0,72.0,83.0,79.0,84.0,79.0,66.0,70.0
Station Zuid,1083.0,1049.0,954.0,1041.0,1054.0,1048.0,1036.0,1050.0,1000.0,1001.0
Station Lelylaan,41.0,40.0,51.0,58.0,47.0,47.0,33.0,41.0,51.0,46.0
