station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Roelof Hartplein,67.0,54.0,72.0,51.0,53.0,46.0,61.0,58.0,77.0,56.0
Rokin,253.0,273.0,284.0,297.0,280.0,280.0,256.0,283.0,259.0,246.0
Scheldestraat,,1.0,3.0,4.0,5.0,3.0,4.0,2.0,2.0,3.0
Spaklerweg,54.0,62.0,41.0,51.0,58.0,43.0,51.0,46.0,48.0,55.0
Spui,24.0,29.0,17.0,21.0,34.0,17.0,14.0,21.0,21.0,19.0
Station Bijlmer ArenA,316.0,324.0,265.0,316.0,338.0,309.0,299.0,311.0,317.0,307.0
Station Diemen-Zuid,152.0,134.0,151.0,147.0,149.0,147.0,154.0,158.0,117.0,141.0
Station Duivendrecht,84.0,53.0,76.0,91.0,80.0,94.0,84.0,96.0,72.0,82.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,92.0,97.0,108.0,108.0,106.0,86.0,101.0,105.0,104.0,94.0
Station RAI,50.0,68.0,60.0,64.0,54.0,57.0,60.0,54.0,49.0,57.0
Station Sloterdijk,88.0,119.0,119.0,114.0,84.0,114.0,100.0,95.0,102.0,94.0
Strandvliet,97.0,89.0,96.0,101.0,94.0,85.0,91.0,93.0,97.0,97.0
Van Baerlestraat,17.0,15.0,21.0,14.0,25.0,28.0,21.0,21.0,18.0,20.0
Van der Madeweg,101.0,89.0,91.0,86.0,75.0,102.0,96.0,92.0,91.0,77.0
Venserpolder,108.0,94.0,106.0,107.0,97.0,96.0,94.0,88.0,94.0,96.0
Verrijn Stuartweg,26.0,21.0,15.0,20.0,26.0,17.0,15.0,21.0,18.0,15.0
Victorieplein,11.0,11.0,16.0,26.0,17.0,15.0,11.0,13.0,20.0,15.0
Vijzelgracht,167.0,160.0,188.0,186.0,174.0,174.0,159.0,201.0,187.0,158.0
VU medisch centrum,1.0,,,1.0,1.0,1.0,,1.0,1.0,
Waalstraat,4.0,4.0,3.0,3.0,1.0,5.0,4.0,2.0,5.0,1.0
Waterlooplein,64.0,85.0,82.0,86.0,78.0,79.0,83.0,73.0,77.0,79.0
Weesperplein,78.0,83.0,57.0,69.0,78.0,73.0,58.0,59.0,59.0,76.0
Wibautstraat,116.0,117.0,111.0,109.0,117.0,128.0,119.0,120.0,119.0,120.0
Station Zuid,538.0,613.0,622.0,543.0,559.0,553.0,579.0,517.0,586.0,575.0
Station Lelylaan,75.0,68.0,60.0,49.0,59.0,79.0,82.0,65.0,72.0,53.0
