station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,5.0,3.0,2.0,2.0,4.0,6.0,3.0,2.0,3.0,5.0
Amstelstation,221.0,190.0,206.0,200.0,223.0,215.0,206.0,219.0,189.0,221.0
Amstelveenseweg,41.0,33.0,33.0,27.0,27.0,42.0,33.0,27.0,26.0,27.0
Beethovenstraat,,,,,,,,,,
Bullewijk,137.0,128.0,114.0,126.0,127.0,107.0,133.0,130.0,135.0,133.0
Burg.de Vlugtlaan,43.0,53.0,34.0,38.0,51.0,52.0,41.0,47.0,56.0,49.0
Centraal Station,552.0,563.0,547.0,555.0,574.0,537.0,589.0,549.0,509.0,583.0
Cornelis Troostplein,3.0,6.0,7.0,6.0,4.0,8.0,11.0,4.0,8.0,9.0
Dam,108.0,106.0,132.0,99.0,117.0,130.0,122.0,109.0,115.0,124.0
De Boelelaan/VU,,,,,,,,,,
De Pijp,441.0,440.0,434.0,449.0,403.0,469.0,408.0,467.0,418.0,434.0
Europaplein,154.0,150.0,134.0,147.0,151.0,126.0,165.0,146.0,168.0,166.0
Gaasperplas,84.0,87.0,91.0,89.0,88.0,96.0,81.0,83.0,77.0,88.0
Gein,90.0,87.0,89.0,98.0,81.0,89.0,89.0,79.0,94.0,95.0
Gerrit v.d. Veenstraat,17.0,11.0,15.0,5.0,10.0,8.0,10.0,17.0,18.0,7.0
Heemstedestraat,36.0,25.0,40.0,41.0,41.0,49.0,43.0,41.0,33.0,37.0
Henk Sneevlietweg,57.0,51.0,45.0,61.0,49.0,48.0,64.0,48.0,53.0,56.0
IJsbaanpad,,,,,,,,,,
Isolatorweg,3.0,8.0,7.0,5.0,8.0,6.0,4.0,6.0,2.0,9.0
Jan v.Galenstraat,67.0,69.0,52.0,60.0,70.0,56.0,54.0,60.0,51.0,51.0
Keizersgracht,13.0,13.0,11.0,7.0,8.0,9.0,14.0,9.0,8.0,8.0
Koningsplein,25.0,22.0,35.0,17.0,20.0,23.0,22.0,34.0,36.0,31.0
Kraaienneststation,206.0,213.0,196.0,194.0,210.0,215.0,215.0,209.0,219.0,209.0
Leidseplein,80.0,83.0,83.0,103.0,92.0,78.0,86.0,90.0,75.0,69.0
Maasstraat,3.0,3.0,7.0,3.0,3.0,1.0,3.0,3.0,1.0,4.0
Marie Heinekenplein,25.0,32.0,27.0,31.0,38.0,27.0,24.0,34.0,34.0,27.0
Minervaplein,,1.0,2.0,1.0,,,1.0,,1.0,
Muntplein,41.0,28.0,47.0,42.0,53.0,44.0,36.0,46.0,43.0,47.0
Museumplein,15.0,25.0,24.0,14.0,25.0,19.0,23.0,20.0,22.0,24.0
Nieuwezijds Kolk,32.0,26.0,24.0,24.0,19.0,31.0,25.0,34.0,23.0,29.0
Nieuwmarkt,85.0,75.0,77.0,74.0,73.0,86.0,87.0,80.0,73.0,87.0
Noord,541.0,524.0,523.0,512.0,477.0,528.0,526.0,545.0,577.0,547.0
Noorderpark,221.0,209.0,210.0,197.0,223.0,209.0,203.0,205.0,206.0,216.0
Olympiaplein,16.0,20.0,15.0,26.0,17.0,24.0,17.0,16.0,23.0,20.0
Olympiaweg,16.0,17.0,8.0,12.0,7.0,10.0,12.0,13.0,14.0,8.0
Olympisch stadion,20.0,18.0,24.0,22.0,21.0,13.0,19.0,11.0,32.0,15.0
Overamstel,23.0,34.0,32.0,36.0,31.0,47.0,31.0,28.0,23.0,38.0
Postjesweg,46.0,30.0,60.0,55.0,37.0,38.0,40.0,48.0,61.0,48.0
Prinsengracht,24.0,24.0,22.0,32.0,24.0,18.0,38.0,29.0,22.0,26.0
Reigersbos,116.0,124.0,121.0,118.0,145.0,108.0,119.0,111.0,134.0,118.0
Rijksmuseum,28.0,24.0,24.0,26.0,25.0,15.0,25.0,24.0,24.0,17.0
