station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,3.0,9.0,7.0,5.0,7.0,4.0,7.0,9.0,11.0,7.0
Amstelstation,375.0,381.0,350.0,371.0,384.0,365.0,407.0,387.0,373.0,375.0
Amstelveenseweg,81.0,91.0,89.0,96.0,90.0,97.0,93.0,93.0,92.0,93.0
Beethovenstraat,15.0,11.0,5.0,10.0,7.0,12.0,8.0,7.0,14.0,10.0
Bullewijk,164.0,153.0,168.0,152.0,142.0,149.0,140.0,148.0,166.0,146.0
Burg.de Vlugtlaan,59.0,41.0,64.0,54.0,61.0,61.0,42.0,52.0,39.0,66.0
Centraal Station,763.0,746.0,730.0,807.0,768.0,784.0,763.0,794.0,752.0,759.0
Cornelis Troostplein,17.0,14.0,6.0,20.0,17.0,20.0,12.0,15.0,14.0,14.0
Dam,117.0,103.0,105.0,92.0,119.0,99.0,92.0,100.0,90.0,103.0
De Boelelaan/VU,24.0,37.0,23.0,33.0,24.0,27.0,30.0,30.0,31.0,30.0
De Pijp,445.0,496.0,448.0,490.0,502.0,476.0,499.0,456.0,483.0,473.0
Europaplein,291.0,281.0,264.0,249.0,279.0,268.0,284.0,262.0,250.0,297.0
Gaasperplas,90.0,98.0,90.0,83.0,99.0,90.0,94.0,96.0,91.0,94.0
Gein,112.0,119.0,100.0,113.0,94.0,95.0,104.0,105.0,106.0,102.0
Gerrit v.d. Veenstraat,37.0,36.0,25.0,23.0,33.0,28.0,36.0,41.0,37.0,39.0
Heemstedestraat,37.0,37.0,46.0,53.0,31.0,52.0,48.0,54.0,46.0,40.0
Henk Sneevlietweg,108.0,105.0,100.0,97.0,107.0,98.0,97.0,103.0,111.0,86.0
IJsbaanpad,3.0,3.0,3.0,3.0,3.0,,2.0,3.0,3.0,3.0
Isolatorweg,22.0,22.0,22.0,24.0,18.0,18.0,21.0,20.0,13.0,26.0
Jan v.Galenstraat,103.0,74.0,92.0,99.0,85.0,92.0,79.0,98.0,88.0,88.0
Keizersgracht,9.0,11.0,14.0,14.0,17.0,7.0,9.0,17.0,11.0,14.0
Koningsplein,36.0,34.0,42.0,35.0,33.0,33.0,25.0,39.0,34.0,33.0
Kraaienneststation,128.0,158.0,165.0,152.0,153.0,151.0,189.0,171.0,154.0,164.0
Leidseplein,53.0,73.0,60.0,58.0,48.0,66.0,58.0,63.0,66.0,70.0
Maasstraat,14.0,12.0,9.0,15.0,15.0,16.0,13.0,8.0,9.0,13.0
Marie Heinekenplein,79.0,73.0,61.0,68.0,52.0,59.0,60.0,67.0,63.0,54.0
Minervaplein,8.0,14.0,6.0,14.0,15.0,9.0,11.0,11.0,12.0,11.0
Muntplein,39.0,34.0,36.0,27.0,34.0,31.0,38.0,21.0,31.0,28.0
Museumplein,55.0,46.0,51.0,52.0,41.0,48.0,55.0,47.0,56.0,43.0
Nieuwezijds Kolk,23.0,25.0,10.0,23.0,17.0,16.0,14.0,11.0,18.0,17.0
Nieuwmarkt,60.0,51.0,62.0,71.0,47.0,40.0,42.0,57.0,46.0,50.0
Noord,712.0,750.0,784.0,699.0,759.0,703.0,718.0,756.0,743.0,785.0
Noorderpark,196.0,212.0,207.0,215.0,241.0,210.0,216.0,220.0,231.0,190.0
Olympiaplein,24.0,35.0,27.0,26.0,39.0,26.0,24.0,24.0,35.0,30.0
Olympiaweg,28.0,12.0,19.0,25.0,23.0,26.0,14.0,34.0,14.0,18.0
Olympisch stadion,32.0,33.0,40.0,55.0,37.0,38.0,43.0,41.0,39.0,42.0
Overamstel,59.0,48.0,61.0,51.0,55.0,38.0,64.0,37.0,61.0,50.0
Postjesweg,46.0,50.0,59.0,45.0,54.0,50.0,39.0,45.0,42.0,47.0
Prinsengracht,24.0,25.0,21.0,21.0,33.0,19.0,21.0,17.0,18.0,21.0
Reigersbos,115.0,112.0,112.0,113.0,130.0,94.0,114.0,119.0,128.0,99.0
Rijksmuseum,48.0,42.0,34.0,61.0,43.0,44.0,55.0,53.0,56.0,52.0
Roelof Hartplein,102.0,95.0,102.0,88.0,86.0,99.0,96.0,112.0,91.0,102.0
Rokin,241.0,275.0,277.0,230.0,246.0,257.0,251.0,243.0,235.0,226.0
Scheldestraat,12.0,10.0,9.0,10.0,7.0,14.0,4.0,12.0,6.0,5.0
Spaklerweg,54.0,46.0,40.0,55.0,51.0,54.0,44.0,39.0,65.0,52.0
Spui,26.0,23.0,24.0,22.0,20.0,36.0,29.0,19.0,28.0,24.0
Station Bijlmer ArenA,361.0,351.0,345.0,355.0,366.0,389.0,341.0,337.0,370.0,327.0
Station Diemen-Zuid,134.0,146.0,139.0,145.0,143.0,121.0,119.0,166.0,157.0,152.0
Station Duivendrecht,124.0,133.0,131.0,121.0,140.0,132.0,134.0,115.0,121.0,128.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,190.0,194.0,212.0,217.0,188.0,202.0,226.0,191.0,199.0,210.0
Station RAI,134.0,93.0,116.0,102.0,90.0,120.0,91.0,79.0,118.0,97.0
Station Sloterdijk,201.0,193.0,180.0,187.0,171.0,197.0,175.0,211.0,172.0,202.0
Strandvliet,61.0,63.0,75.0,61.0,86.0,72.0,72.0,69.0,77.0,81.0
Van Baerlestraat,47.0,42.0,46.0,57.0,43.0,55.0,47.0,40.0,37.0,55.0
Van der Madeweg,134.0,114.0,142.0,150.0,146.0,155.0,143.0,133.0,138.0,143.0
Venserpolder,99.0,120.0,103.0,120.0,113.0,112.0,118.0,105.0,113.0,92.0
Verrijn Stuartweg,42.0,36.0,52.0,54.0,48.0,44.0,49.0,52.0,39.0,45.0
Victorieplein,26.0,27.0,28.0,25.0,25.0,28.0,26.0,24.0,21.0,21.0
Vijzelgracht,161.0,183.0,170.0,196.0,190.0,195.0,171.0,175.0,194.0,194.0
VU medisch centrum,25.0,41.0,33.0,31.0,35.0,33.0,34.0,41.0,36.0,26.0
Waalstraat,19.0,16.0,17.0,14.0,21.0,9.0,11.0,9.0,16.0,13.0
Waterlooplein,107.0,88.0,98.0,90.0,89.0,102.0,89.0,92.0,91.0,103.0
Weesperplein,233.0,227.0,237.0,209.0,211.0,224.0,216.0,224.0,237.0,221.0
Wibautstraat,99.0,99.0,118.0,107.0,81.0,119.0,109.0,99.0,105.0,123.0
Station Zuid,1172.0,1143.0,1144.0,1094.0,1114.0,1123.0,1201.0,1149.0,1120.0,1135.0
Station Lelylaan,86.0,79.0,89.0,90.0,78.0,93.0,68.0,77.0,81.0,85.0
