station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,4.0,4.0,5.0,6.0,4.0,6.0,1.0,3.0,3.0,6.0
Amstelstation,261.0,277.0,266.0,275.0,272.0,241.0,266.0,258.0,240.0,254.0
Amstelveenseweg,102.0,102.0,98.0,103.0,86.0,124.0,102.0,105.0,100.0,96.0
Beethovenstraat,3.0,3.0,1.0,4.0,7.0,2.0,5.0,5.0,3.0,2.0
Bullewijk,90.0,94.0,97.0,96.0,104.0,95.0,92.0,99.0,93.0,108.0
Burg.de Vlugtlaan,40.0,39.0,41.0,40.0,35.0,44.0,36.0,25.0,39.0,38.0
Centraal Station,849.0,853.0,886.0,896.0,878.0,857.0,868.0,890.0,834.0,835.0
Cornelis Troostplein,10.0,7.0,12.0,5.0,11.0,6.0,10.0,12.0,13.0,10.0
Dam,189.0,208.0,186.0,214.0,176.0,197.0,196.0,222.0,205.0,199.0
De Boelelaan/VU,24.0,23.0,16.0,17.0,18.0,20.0,21.0,17.0,20.0,26.0
De Pijp,610.0,631.0,571.0,573.0,593.0,603.0,577.0,560.0,606.0,597.0
Europaplein,208.0,209.0,220.0,214.0,202.0,231.0,243.0,217.0,215.0,252.0
Gaasperplas,30.0,28.0,25.0,28.0,33.0,37.0,22.0,35.0,39.0,23.0
Gein,56.0,59.0,48.0,45.0,49.0,54.0,43.0,60.0,56.0,49.0
Gerrit v.d. Veenstraat,25.0,27.0,21.0,17.0,23.0,16.0,16.0,23.0,22.0,28.0
Heemstedestraat,36.0,34.0,25.0,22.0,29.0,25.0,35.0,38.0,27.0,23.0
Henk Sneevlietweg,70.0,70.0,70.0,68.0,65.0,47.0,75.0,50.0,67.0,83.0
IJsbaanpad,,1.0,4.0,5.0,3.0,,4.0,1.0,2.0,5.0
Isolatorweg,25.0,27.0,28.0,36.0,25.0,29.0,34.0,24.0,23.0,30.0
Jan v.Galenstraat,99.0,87.0,101.0,104.0,95.0,98.0,90.0,98.0,104.0,97.0
