station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Keizersgracht,30.0,21.0,32.0,20.0,25.0,28.0,19.0,26.0,16.0,29.0
Koningsplein,83.0,47.0,65.0,76.0,59.0,67.0,69.0,69.0,46.0,53.0
Kraaienneststation,84.0,88.0,87.0,85.0,84.0,90.0,71.0,86.0,80.0,89.0
Leidseplein,49.0,50.0,58.0,63.0,61.0,48.0,57.0,52.0,61.0,61.0
Maasstraat,7.0,3.0,3.0,4.0,2.0,8.0,5.0,4.0,4.0,4.0
Marie Heinekenplein,82.0,102.0,84.0,87.0,96.0,94.0,84.0,79.0,84.0,84.0
Minervaplein,3.0,2.0,,3.0,,4.0,6.0,2.0,,6.0
Muntplein,66.0,84.0,65.0,70.0,88.0,75.0,90.0,86.0,76.0,70.0
Museumplein,73.0,88.0,80.0,77.0,75.0,65.0,78.0,90.0,69.0,69.0
Nieuwezijds Kolk,40.0,28.0,32.0,32.0,29.0,37.0,21.0,28.0,21.0,24.0
Nieuwmarkt,127.0,101.0,109.0,105.0,134.0,108.0,112.0,125.0,101.0,98.0
Noord,344.0,300.0,310.0,319.0,291.0,298.0,299.0,320.0,299.0,343.0
Noorderpark,118.0,145.0,138.0,152.0,154.0,172.0,141.0,149.0,144.0,147.0
Olympiaplein,17.0,21.0,19.0,13.0,13.0,17.0,17.0,20.0,20.0,24.0
Olympiaweg,10.0,13.0,11.0,9.0,22.0,11.0,16.0,11.0,17.0,12.0
Olympisch stadion,21.0,13.0,10.0,17.0,19.0,11.0,18.0,18.0,17.0,19.0
Overamstel,30.0,39.0,25.0,29.0,33.0,25.0,26.0,38.0,26.0,35.0
Postjesweg,36.0,38.0,41.0,32.0,28.0,43.0,39.0,35.0,46.0,35.0
Prinsengracht,27.0,20.0,24.0,16.0,32.0,17.0,27.0,27.0,15.0,26.0
Reigersbos,72.0,67.0,83.0,80.0,65.0,83.0,88.0,72.0,83.0,58.0
Rijksmuseum,131.0,138.0,129.0,114.0,130.0,135.0,120.0,128.0,116.0,127.0
Roelof Hartplein,146.0,114.0,147.0,135.0,132.0,123.0,118.0,133.0,137.0,143.0
Rokin,732.0,767.0,716.0,708.0,743.0,758.0,722.0,714.0,749.0,725.0
Scheldestraat,3.0,4.0,9.0,7.0,7.0,6.0,5.0,9.0,7.0,6.0
Spaklerweg,41.0,32.0,31.0,28.0,29.0,29.0,35.0,31.0,37.0,42.0
Spui,42.0,44.0,44.0,39.0,44.0,36.0,44.0,41.0,45.0,51.0
Station Bijlmer ArenA,348.0,375.0,382.0,337.0,373.0,348.0,383.0,350.0,371.0,364.0
Station Diemen-Zuid,55.0,72.0,78.0,71.0,66.0,77.0,91.0,67.0,64.0,76.0
Station Duivendrecht,81.0,68.0,65.0,76.0,70.0,79.0,80.0,79.0,87.0,68.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,207.0,170.0,180.0,173.0,192.0,150.0,181.0,179.0,183.0,192.0
Station RAI,144.0,132.0,138.0,150.0,149.0,161.0,161.0,145.0,164.0,143.0
Station Sloterdijk,160.0,172.0,151.0,155.0,141.0,130.0,147.0,141.0,139.0,136.0
Strandvliet,54.0,46.0,41.0,47.0,48.0,51.0,49.0,50.0,49.0,46.0
Van Baerlestraat,72.0,76.0,68.0,63.0,57.0,76.0,68.0,91.0,64.0,77.0
Van der Madeweg,116.0,112.0,125.0,138.0,123.0,106.0,119.0,122.0,119.0,116.0
Venserpolder,40.0,54.0,56.0,46.0,44.0,46.0,49.0,53.0,43.0,39.0
Verrijn Stuartweg,56.0,76.0,61.0,71.0,80.0,77.0,74.0,72.0,72.0,67.0
Victorieplein,13.0,15.0,14.0,17.0,10.0,16.0,13.0,14.0,20.0,15.0
Vijzelgracht,355.0,316.0,367.0,355.0,354.0,336.0,361.0,346.0,352.0,344.0
VU medisch centrum,24.0,24.0,30.0,26.0,26.0,19.0,27.0,19.0,30.0,21.0
Waalstraat,11.0,3.0,5.0,9.0,7.0,5.0,8.0,7.0,4.0,7.0
Waterlooplein,199.0,203.0,204.0,201.0,167.0,180.0,181.0,195.0,182.0,189.0
Weesperplein,414.0,445.0,444.0,402.0,481.0,472.0,390.0,417.0,459.0,439.0
Wibautstraat,91.0,70.0,81.0,99.0,86.0,75.0,74.0,86.0,103.0,76.0
Station Zuid,890.0,902.0,921.0,961.0,901.0,948.0,957.0,919.0,943.0,909.0
Station Lelylaan,69.0,61.0,60.0,59.0,66.0,72.0,68.0,57.0,69.0,79.0
