station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,9.0,4.0,3.0,6.0,2.0,7.0,5.0,5.0,4.0,4.0
Amstelstation,279.0,258.0,253.0,265.0,265.0,236.0,279.0,250.0,269.0,258.0
Amstelveenseweg,89.0,111.0,95.0,101.0,111.0,113.0,103.0,96.0,100.0,112.0
Beethovenstraat,4.0,1.0,3.0,6.0,5.0,5.0,4.0,3.0,2.0,2.0
Bullewijk,90.0,104.0,86.0,106.0,113.0,101.0,101.0,95.0,126.0,126.0
Burg.de Vlugtlaan,33.0,40.0,41.0,31.0,31.0,39.0,39.0,23.0,30.0,41.0
Centraal Station,874.0,900.0,854.0,844.0,809.0,865.0,840.0,875.0,823.0,841.0
Cornelis Troostplein,6.0,8.0,8.0,15.0,10.0,8.0,7.0,6.0,7.0,8.0
Dam,191.0,212.0,209.0,216.0,200.0,200.0,199.0,179.0,189.0,213.0
De Boelelaan/VU,12.0,22.0,21.0,18.0,12.0,14.0,15.0,26.0,20.0,18.0
De Pijp,579.0,565.0,605.0,572.0,565.0,636.0,607.0,627.0,643.0,576.0
Europaplein,236.0,250.0,241.0,249.0,235.0,233.0,222.0,200.0,227.0,233.0
Gaasperplas,24.0,28.0,22.0,24.0,23.0,31.0,30.0,26.0,25.0,19.0
Gein,52.0,51.0,48.0,41.0,49.0,40.0,47.0,45.0,51.0,48.0
Gerrit v.d. Veenstraat,30.0,26.0,29.0,12.0,26.0,20.0,21.0,17.0,21.0,30.0
Heemstedestraat,24.0,30.0,31.0,27.0,22.0,19.0,40.0,24.0,33.0,32.0
Henk Sneevlietweg,71.0,75.0,70.0,67.0,79.0,79.0,63.0,76.0,64.0,86.0
IJsbaanpad,3.0,2.0,3.0,6.0,1.0,3.0,2.0,3.0,2.0,2.0
Isolatorweg,33.0,37.0,33.0,32.0,33.0,28.0,27.0,31.0,33.0,27.0
Jan v.Galenstraat,95.0,98.0,97.0,101.0,88.0,88.0,110.0,92.0,110.0,93.0
Keizersgracht,29.0,16.0,25.0,25.0,15.0,23.0,19.0,31.0,23.0,16.0
Koningsplein,65.0,56.0,73.0,55.0,68.0,58.0,68.0,79.0,70.0,55.0
Kraaienneststation,73.0,81.0,90.0,89.0,85.0,92.0,81.0,98.0,68.0,79.0
Leidseplein,57.0,51.0,62.0,67.0,82.0,51.0,61.0,65.0,67.0,46.0
Maasstraat,6.0,6.0,6.0,5.0,3.0,6.0,3.0,4.0,4.0,8.0
Marie Heinekenplein,101.0,83.0,87.0,78.0,96.0,77.0,90.0,73.0,79.0,88.0
Minervaplein,5.0,2.0,1.0,6.0,2.0,1.0,2.0,2.0,2.0,3.0
Muntplein,68.0,82.0,64.0,86.0,71.0,70.0,62.0,62.0,74.0,77.0
Museumplein,69.0,81.0,63.0,74.0,74.0,89.0,79.0,72.0,75.0,75.0
Nieuwezijds Kolk,26.0,36.0,20.0,23.0,23.0,28.0,32.0,20.0,25.0,30.0
Nieuwmarkt,111.0,115.0,121.0,112.0,126.0,115.0,107.0,97.0,114.0,118.0
Noord,309.0,313.0,304.0,302.0,291.0,292.0,291.0,315.0,334.0,276.0
Noorderpark,149.0,126.0,140.0,156.0,139.0,153.0,145.0,142.0,156.0,151.0
Olympiaplein,14.0,20.0,24.0,13.0,17.0,17.0,18.0,24.0,12.0,15.0
Olympiaweg,14.0,13.0,13.0,19.0,15.0,11.0,13.0,11.0,22.0,15.0
Olympisch stadion,16.0,8.0,18.0,18.0,15.0,20.0,12.0,16.0,15.0,20.0
Overamstel,26.0,39.0,32.0,30.0,34.0,39.0,29.0,39.0,33.0,27.0
Postjesweg,42.0,38.0,49.0,44.0,39.0,42.0,43.0,41.0,47.0,41.0
Prinsengracht,22.0,23.0,26.0,25.0,24.0,25.0,25.0,21.0,33.0,28.0
Reigersbos,65.0,93.0,84.0,84.0,80.0,62.0,60.0,92.0,72.0,67.0
Rijksmuseum,131.0,129.0,100.0,112.0,108.0,96.0,115.0,120.0,116.0,127.0
Roelof Hartplein,171.0,147.0,117.0,114.0,132.0,120.0,112.0,117.0,146.0,117.0
Rokin,734.0,683.0,699.0,756.0,739.0,723.0,737.0,716.0,770.0,714.0
Scheldestraat,6.0,7.0,5.0,4.0,10.0,4.0,6.0,8.0,17.0,6.0
Spaklerweg,18.0,22.0,40.0,28.0,26.0,28.0,25.0,41.0,35.0,27.0
Spui,39.0,45.0,32.0,41.0,51.0,40.0,43.0,51.0,57.0,40.0
Station Bijlmer ArenA,354.0,339.0,378.0,353.0,353.0,371.0,356.0,353.0,359.0,341.0
Station Diemen-Zuid,56.0,74.0,84.0,72.0,69.0,59.0,81.0,81.0,70.0,87.0
Station Duivendrecht,83.0,77.0,80.0,77.0,83.0,67.0,64.0,74.0,87.0,75.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,195.0,206.0,174.0,190.0,141.0,173.0,188.0,188.0,158.0,195.0
Station RAI,140.0,152.0,136.0,125.0,171.0,140.0,166.0,147.0,142.0,131.0
Station Sloterdijk,165.0,147.0,146.0,147.0,134.0,166.0,165.0,148.0,122.0,146.0
Strandvliet,55.0,40.0,56.0,44.0,37.0,65.0,60.0,39.0,50.0,47.0
Van Baerlestraat,57.0,65.0,62.0,67.0,63.0,78.0,78.0,85.0,70.0,79.0
Van der Madeweg,120.0,118.0,115.0,120.0,110.0,131.0,144.0,140.0,121.0,135.0
Venserpolder,53.0,39.0,50.0,50.0,51.0,68.0,51.0,42.0,43.0,52.0
Verrijn Stuartweg,79.0,65.0,57.0,81.0,70.0,83.0,54.0,78.0,74.0,63.0
Victorieplein,13.0,15.0,25.0,23.0,22.0,15.0,13.0,16.0,12.0,15.0
Vijzelgracht,320.0,350.0,349.0,315.0,373.0,351.0,348.0,381.0,303.0,344.0
VU medisch centrum,22.0,24.0,25.0,23.0,19.0,33.0,25.0,23.0,18.0,30.0
