station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Nieuwmarkt,59.0,43.0,48.0,53.0,38.0,52.0,54.0,49.0,56.0,55.0
Noord,718.0,703.0,718.0,721.0,719.0,697.0,758.0,731.0,703.0,755.0
Noorderpark,205.0,206.0,222.0,242.0,215.0,193.0,222.0,230.0,235.0,210.0
Olympiaplein,28.0,32.0,29.0,27.0,33.0,24.0,18.0,24.0,27.0,32.0
Olympiaweg,25.0,22.0,23.0,25.0,22.0,22.0,27.0,21.0,15.0,12.0
Olympisch stadion,43.0,51.0,39.0,40.0,43.0,51.0,57.0,43.0,43.0,29.0
Overamstel,59.0,49.0,47.0,62.0,48.0,47.0,48.0,46.0,41.0,53.0
Postjesweg,46.0,47.0,46.0,38.0,54.0,40.0,50.0,57.0,44.0,40.0
Prinsengracht,26.0,20.0,19.0,16.0,28.0,24.0,22.0,26.0,20.0,22.0
Reigersbos,114.0,112.0,110.0,112.0,120.0,99.0,132.0,124.0,112.0,136.0
Rijksmuseum,48.0,52.0,52.0,46.0,52.0,52.0,45.0,43.0,47.0,57.0
Roelof Hartplein,89.0,95.0,90.0,98.0,115.0,98.0,97.0,106.0,89.0,97.0
Rokin,270.0,244.0,236.0,229.0,243.0,262.0,219.0,248.0,256.0,257.0
Scheldestraat,11.0,6.0,10.0,10.0,9.0,8.0,11.0,11.0,11.0,10.0
Spaklerweg,52.0,50.0,48.0,48.0,45.0,51.0,49.0,48.0,33.0,51.0
Spui,32.0,23.0,26.0,24.0,27.0,27.0,27.0,18.0,15.0,31.0
Station Bijlmer ArenA,344.0,384.0,361.0,356.0,345.0,354.0,355.0,377.0,372.0,363.0
Station Diemen-Zuid,140.0,140.0,140.0,153.0,135.0,145.0,142.0,151.0,153.0,109.0
Station Duivendrecht,121.0,142.0,122.0,119.0,111.0,124.0,133.0,126.0,117.0,104.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,204.0,196.0,213.0,185.0,204.0,208.0,173.0,191.0,211.0,195.0
Station RAI,100.0,98.0,112.0,102.0,94.0,93.0,98.0,105.0,108.0,114.0
Station Sloterdijk,169.0,184.0,180.0,188.0,203.0,187.0,190.0,177.0,202.0,190.0
Strandvliet,76.0,73.0,67.0,75.0,74.0,62.0,70.0,56.0,80.0,68.0
Van Baerlestraat,47.0,53.0,44.0,47.0,43.0,57.0,47.0,48.0,42.0,53.0
Van der Madeweg,137.0,136.0,131.0,134.0,140.0,153.0,143.0,145.0,137.0,136.0
Venserpolder,123.0,110.0,97.0,127.0,91.0,90.0,132.0,94.0,107.0,81.0
Verrijn Stuartweg,40.0,53.0,48.0,44.0,50.0,50.0,53.0,51.0,42.0,51.0
Victorieplein,26.0,27.0,25.0,20.0,23.0,27.0,20.0,18.0,23.0,16.0
Vijzelgracht,177.0,191.0,202.0,165.0,194.0,171.0,192.0,161.0,204.0,178.0
VU medisch centrum,33.0,33.0,34.0,31.0,33.0,34.0,28.0,32.0,34.0,35.0
Waalstraat,20.0,13.0,14.0,17.0,15.0,14.0,14.0,18.0,12.0,22.0
Waterlooplein,91.0,100.0,75.0,88.0,85.0,106.0,89.0,84.0,96.0,100.0
Weesperplein,222.0,226.0,251.0,243.0,239.0,251.0,238.0,219.0,221.0,230.0
Wibautstraat,101.0,91.0,107.0,116.0,102.0,110.0,109.0,110.0,103.0,99.0
Station Zuid,1149.0,1121.0,1181.0,1148.0,1101.0,1154.0,1162.0,1113.0,1127.0,1161.0
Station Lelylaan,92.0,92.0,84.0,76.0,86.0,75.0,79.0,82.0,73.0,76.0
