station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,5.0,4.0,4.0,5.0,9.0,3.0,6.0,3.0,5.0,6.0
Amstelstation,221.0,218.0,220.0,196.0,248.0,221.0,244.0,232.0,199.0,245.0
Amstelveenseweg,61.0,57.0,63.0,63.0,62.0,52.0,55.0,58.0,61.0,63.0
Beethovenstraat,,1.0,,1.0,3.0,3.0,1.0,2.0,1.0,2.0
Bullewijk,129.0,156.0,134.0,143.0,136.0,120.0,134.0,126.0,145.0,135.0
Burg.de Vlugtlaan,53.0,45.0,54.0,54.0,39.0,51.0,44.0,46.0,38.0,42.0
Centraal Station,1182.0,1119.0,1143.0,1172.0,1202.0,1215.0,1221.0,1177.0,1188.0,1220.0
Cornelis Troostplein,16.0,18.0,21.0,15.0,15.0,14.0,10.0,20.0,17.0,25.0
Dam,345.0,351.0,354.0,325.0,325.0,381.0,327.0,357.0,361.0,394.0
De Boelelaan/VU,,,1.0,,4.0,1.0,3.0,2.0,,
De Pijp,1109.0,1170.0,1173.0,1180.0,1192.0,1148.0,1087.0,1167.0,1173.0,1131.0
Europaplein,280.0,310.0,260.0,305.0,314.0,296.0,287.0,278.0,282.0,265.0
Gaasperplas,108.0,99.0,90.0,84.0,99.0,84.0,82.0,79.0,92.0,76.0
Gein,86.0,74.0,94.0,85.0,102.0,86.0,95.0,96.0,94.0,90.0
Gerrit v.d. Veenstraat,20.0,27.0,30.0,27.0,19.0,34.0,18.0,28.0,26.0,31.0
Heemstedestraat,34.0,31.0,23.0,36.0,38.0,32.0,32.0,25.0,35.0,42.0
Henk Sneevlietweg,55.0,57.0,53.0,55.0,59.0,61.0,63.0,59.0,52.0,53.0
IJsbaanpad,,1.0,2.0,1.0,1.0,1.0,,1.0,5.0,1.0
Isolatorweg,115.0,112.0,112.0,108.0,127.0,119.0,109.0,114.0,117.0,105.0
Jan v.Galenstraat,34.0,41.0,51.0,53.0,42.0,39.0,49.0,34.0,42.0,49.0
Keizersgracht,40.0,35.0,40.0,41.0,34.0,43.0,43.0,41.0,29.0,37.0
Koningsplein,113.0,107.0,115.0,105.0,101.0,101.0,113.0,110.0,113.0,115.0
Kraaienneststation,131.0,127.0,147.0,153.0,127.0,132.0,138.0,134.0,125.0,152.0
Leidseplein,147.0,128.0,138.0,128.0,145.0,161.0,140.0,134.0,132.0,122.0
Maasstraat,7.0,7.0,5.0,9.0,6.0,15.0,9.0,10.0,6.0,12.0
Marie Heinekenplein,182.0,161.0,176.0,175.0,172.0,161.0,173.0,177.0,176.0,206.0
Minervaplein,5.0,10.0,8.0,4.0,13.0,5.0,6.0,4.0,6.0,4.0
Muntplein,129.0,154.0,142.0,122.0,116.0,145.0,147.0,143.0,140.0,142.0
Museumplein,82.0,98.0,78.0,111.0,100.0,100.0,90.0,79.0,89.0,83.0
Nieuwezijds Kolk,53.0,55.0,65.0,52.0,57.0,57.0,59.0,76.0,62.0,44.0
Nieuwmarkt,191.0,159.0,175.0,180.0,176.0,165.0,194.0,153.0,198.0,178.0
Noord,658.0,655.0,691.0,625.0,634.0,661.0,650.0,615.0,640.0,649.0
Noorderpark,277.0,318.0,253.0,265.0,284.0,270.0,275.0,266.0,292.0,273.0
Olympiaplein,38.0,19.0,30.0,34.0,26.0,21.0,29.0,32.0,16.0,32.0
Olympiaweg,13.0,29.0,23.0,29.0,31.0,24.0,28.0,35.0,31.0,22.0
Olympisch stadion,22.0,30.0,26.0,31.0,31.0,30.0,36.0,28.0,28.0,28.0
Overamstel,42.0,58.0,53.0,42.0,50.0,57.0,51.0,46.0,44.0,40.0
Postjesweg,43.0,34.0,40.0,45.0,46.0,42.0,35.0,41.0,38.0,42.0
Prinsengracht,41.0,47.0,63.0,39.0,48.0,55.0,44.0,54.0,47.0,50.0
Reigersbos,105.0,114.0,112.0,117.0,110.0,101.0,130.0,115.0,107.0,104.0
Rijksmuseum,146.0,128.0,164.0,129.0,134.0,130.0,124.0,116.0,146.0,124.0
Roelof Hartplein,151.0,143.0,120.0,125.0,124.0,124.0,139.0,135.0,124.0,102.0
Rokin,1406.0,1298.0,1349.0,1333.0,1330.0,1252.0,1335.0,1383.0,1344.0,1343.0
Scheldestraat,10.0,5.0,10.0,17.0,6.0,13.0,16.0,16.0,13.0,10.0
Spaklerweg,57.0,60.0,47.0,50.0,37.0,37.0,64.0,48.0,50.0,42.0
Spui,62.0,69.0,66.0,75.0,62.0,87.0,82.0,79.0,61.0,64.0
Station Bijlmer ArenA,451.0,408.0,427.0,463.0,445.0,462.0,404.0,455.0,451.0,418.0
Station Diemen-Zuid,85.0,104.0,91.0,86.0,101.0,106.0,93.0,94.0,104.0,105.0
Station Duivendrecht,71.0,71.0,68.0,67.0,74.0,80.0,89.0,68.0,60.0,80.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,113.0,109.0,126.0,105.0,111.0,120.0,110.0,122.0,94.0,104.0
Station RAI,94.0,100.0,102.0,89.0,98.0,95.0,110.0,108.0,108.0,94.0
Station Sloterdijk,133.0,132.0,138.0,135.0,127.0,144.0,146.0,120.0,141.0,126.0
Strandvliet,67.0,68.0,58.0,63.0,63.0,72.0,79.0,87.0,64.0,80.0
Van Baerlestraat,93.0,100.0,93.0,90.0,81.0,88.0,102.0,89.0,87.0,101.0
Van der Madeweg,144.0,124.0,101.0,117.0,113.0,121.0,111.0,117.0,110.0,120.0
Venserpolder,78.0,79.0,76.0,76.0,65.0,69.0,87.0,63.0,62.0,65.0
Verrijn Stuartweg,15.0,18.0,15.0,14.0,16.0,18.0,14.0,14.0,13.0,18.0
Victorieplein,14.0,17.0,31.0,25.0,36.0,24.0,32.0,31.0,19.0,23.0
Vijzelgracht,555.0,568.0,575.0,563.0,534.0,540.0,543.0,598.0,572.0,551.0
VU medisch centrum,19.0,9.0,16.0,14.0,19.0,23.0,16.0,16.0,13.0,21.0
Waalstraat,8.0,8.0,1.0,8.0,5.0,4.0,7.0,7.0,4.0,5.0
Waterlooplein,204.0,212.0,199.0,229.0,182.0,212.0,208.0,205.0,225.0,191.0
Weesperplein,89.0,111.0,109.0,100.0,103.0,103.0,94.0,119.0,98.0,101.0
Wibautstraat,117.0,92.0,100.0,111.0,121.0,92.0,89.0,113.0,108.0,107.0
