station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Rijksmuseum,106.0,159.0,154.0,139.0,153.0,149.0,146.0,133.0,121.0,148.0
Roelof Hartplein,140.0,99.0,98.0,112.0,106.0,109.0,131.0,104.0,104.0,105.0
Rokin,723.0,740.0,712.0,723.0,794.0,756.0,752.0,749.0,755.0,790.0
Scheldestraat,8.0,14.0,13.0,17.0,11.0,7.0,16.0,14.0,12.0,17.0
Spaklerweg,57.0,55.0,51.0,56.0,64.0,58.0,67.0,60.0,76.0,62.0
Spui,72.0,78.0,90.0,73.0,74.0,72.0,78.0,77.0,79.0,73.0
Station Bijlmer ArenA,428.0,431.0,452.0,482.0,412.0,435.0,448.0,451.0,439.0,434.0
Station Diemen-Zuid,178.0,194.0,183.0,199.0,196.0,182.0,206.0,188.0,194.0,172.0
Station Duivendrecht,68.0,77.0,85.0,95.0,101.0,81.0,97.0,89.0,83.0,79.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,131.0,139.0,113.0,127.0,115.0,126.0,110.0,121.0,128.0,116.0
Station RAI,80.0,102.0,82.0,88.0,110.0,72.0,81.0,89.0,112.0,86.0
Station Sloterdijk,166.0,198.0,194.0,173.0,198.0,195.0,157.0,184.0,187.0,164.0
Strandvliet,75.0,74.0,72.0,83.0,59.0,84.0,86.0,68.0,74.0,97.0
Van Baerlestraat,112.0,91.0,79.0,80.0,102.0,91.0,103.0,101.0,104.0,73.0
Van der Madeweg,152.0,141.0,162.0,138.0,147.0,146.0,145.0,145.0,139.0,145.0
Venserpolder,96.0,118.0,105.0,117.0,109.0,78.0,111.0,98.0,96.0,85.0
Verrijn Stuartweg,33.0,33.0,31.0,27.0,28.0,26.0,27.0,29.0,36.0,36.0
Victorieplein,33.0,27.0,33.0,23.0,22.0,34.0,25.0,29.0,25.0,29.0
Vijzelgracht,379.0,405.0,357.0,408.0,409.0,386.0,420.0,391.0,394.0,364.0
VU medisch centrum,31.0,31.0,39.0,37.0,33.0,33.0,39.0,30.0,25.0,39.0
Waalstraat,10.0,13.0,7.0,14.0,10.0,14.0,13.0,9.0,4.0,13.0
Waterlooplein,145.0,127.0,134.0,138.0,125.0,122.0,174.0,115.0,131.0,119.0
Weesperplein,126.0,145.0,135.0,108.0,135.0,125.0,121.0,132.0,116.0,126.0
Wibautstraat,122.0,128.0,113.0,124.0,121.0,138.0,121.0,129.0,129.0,157.0
Station Zuid,1297.0,1192.0,1249.0,1209.0,1220.0,1213.0,1205.0,1206.0,1195.0,1230.0
Station Lelylaan,72.0,88.0,74.0,79.0,89.0,79.0,86.0,74.0,75.0,89.0
