station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,2.0,6.0,3.0,4.0,6.0,3.0,6.0,,4.0,2.0
Amstelstation,274.0,280.0,279.0,266.0,243.0,258.0,259.0,271.0,257.0,277.0
Amstelveenseweg,90.0,90.0,92.0,76.0,88.0,84.0,85.0,70.0,111.0,80.0
Beethovenstraat,8.0,7.0,6.0,12.0,9.0,6.0,7.0,12.0,9.0,9.0
Bullewijk,151.0,126.0,151.0,137.0,166.0,145.0,144.0,144.0,150.0,130.0
Burg.de Vlugtlaan,48.0,49.0,45.0,46.0,55.0,52.0,55.0,49.0,46.0,45.0
Centraal Station,1374.0,1403.0,1360.0,1363.0,1350.0,1403.0,1348.0,1399.0,1331.0,1317.0
Cornelis Troostplein,19.0,18.0,18.0,17.0,9.0,16.0,20.0,19.0,21.0,25.0
Dam,490.0,482.0,458.0,475.0,498.0,457.0,495.0,500.0,472.0,469.0
De Boelelaan/VU,12.0,8.0,18.0,16.0,12.0,10.0,14.0,20.0,12.0,15.0
De Pijp,965.0,986.0,989.0,943.0,957.0,936.0,996.0,941.0,1001.0,878.0
Europaplein,390.0,389.0,367.0,429.0,444.0,422.0,421.0,430.0,414.0,420.0
Gaasperplas,67.0,50.0,65.0,59.0,59.0,58.0,61.0,67.0,70.0,73.0
Gein,71.0,67.0,71.0,56.0,51.0,72.0,71.0,66.0,80.0,65.0
Gerrit v.d. Veenstraat,30.0,30.0,29.0,22.0,32.0,33.0,24.0,31.0,23.0,33.0
Heemstedestraat,35.0,18.0,30.0,32.0,30.0,45.0,29.0,30.0,26.0,32.0
Henk Sneevlietweg,41.0,51.0,55.0,63.0,44.0,61.0,59.0,47.0,46.0,48.0
IJsbaanpad,3.0,3.0,6.0,4.0,3.0,6.0,2.0,5.0,4.0,3.0
Isolatorweg,25.0,21.0,26.0,30.0,17.0,24.0,13.0,18.0,16.0,20.0
Jan v.Galenstraat,66.0,43.0,46.0,51.0,58.0,49.0,50.0,47.0,57.0,53.0
Keizersgracht,61.0,50.0,36.0,35.0,55.0,49.0,56.0,40.0,59.0,57.0
Koningsplein,155.0,141.0,143.0,146.0,152.0,157.0,148.0,153.0,157.0,147.0
Kraaienneststation,139.0,138.0,142.0,146.0,143.0,148.0,123.0,144.0,147.0,145.0
Leidseplein,233.0,194.0,213.0,193.0,221.0,183.0,203.0,206.0,219.0,227.0
Maasstraat,14.0,16.0,11.0,10.0,14.0,14.0,11.0,9.0,15.0,12.0
Marie Heinekenplein,237.0,221.0,233.0,225.0,266.0,234.0,226.0,212.0,218.0,244.0
Minervaplein,8.0,7.0,9.0,7.0,9.0,3.0,5.0,5.0,3.0,9.0
Muntplein,158.0,171.0,196.0,178.0,164.0,169.0,181.0,180.0,167.0,165.0
Museumplein,112.0,109.0,112.0,126.0,115.0,114.0,130.0,125.0,105.0,109.0
Nieuwezijds Kolk,57.0,44.0,51.0,61.0,52.0,43.0,53.0,54.0,60.0,51.0
Nieuwmarkt,170.0,188.0,179.0,174.0,194.0,181.0,203.0,170.0,175.0,202.0
Noord,644.0,608.0,659.0,628.0,712.0,632.0,612.0,648.0,654.0,642.0
Noorderpark,236.0,237.0,265.0,256.0,262.0,263.0,249.0,264.0,277.0,268.0
Olympiaplein,28.0,30.0,28.0,24.0,22.0,29.0,28.0,18.0,26.0,26.0
Olympiaweg,17.0,27.0,17.0,14.0,19.0,23.0,12.0,26.0,19.0,15.0
Olympisch stadion,39.0,38.0,33.0,39.0,43.0,30.0,35.0,42.0,33.0,38.0
Overamstel,47.0,52.0,40.0,62.0,45.0,58.0,54.0,33.0,52.0,41.0
Postjesweg,33.0,30.0,25.0,31.0,28.0,42.0,38.0,37.0,35.0,41.0
Prinsengracht,73.0,69.0,63.0,71.0,80.0,72.0,65.0,84.0,75.0,72.0
Reigersbos,106.0,74.0,85.0,94.0,94.0,81.0,87.0,93.0,85.0,86.0
Rijksmuseum,161.0,205.0,169.0,172.0,169.0,187.0,179.0,161.0,171.0,179.0
Roelof Hartplein,86.0,144.0,108.0,126.0,119.0,124.0,128.0,99.0,96.0,109.0
Rokin,1319.0,1326.0,1286.0,1279.0,1269.0,1281.0,1269.0,1242.0,1332.0,1324.0
Scheldestraat,9.0,11.0,5.0,5.0,7.0,7.0,3.0,8.0,12.0,6.0
Spaklerweg,46.0,53.0,72.0,60.0,55.0,61.0,66.0,54.0,63.0,60.0
Spui,91.0,111.0,97.0,123.0,110.0,104.0,86.0,112.0,87.0,107.0
Station Bijlmer ArenA,437.0,430.0,409.0,418.0,417.0,460.0,460.0,476.0,481.0,414.0
Station Diemen-Zuid,115.0,100.0,117.0,119.0,118.0,136.0,119.0,107.0,122.0,105.0
Station Duivendrecht,77.0,94.0,106.0,78.0,81.0,87.0,97.0,86.0,90.0,89.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,121.0,111.0,104.0,110.0,116.0,115.0,119.0,116.0,135.0,123.0
Station RAI,147.0,123.0,113.0,124.0,106.0,131.0,102.0,104.0,126.0,128.0
Station Sloterdijk,140.0,130.0,129.0,121.0,138.0,122.0,122.0,111.0,146.0,138.0
Strandvliet,67.0,66.0,61.0,54.0,69.0,70.0,79.0,76.0,67.0,62.0
Van Baerlestraat,135.0,130.0,132.0,142.0,119.0,148.0,129.0,149.0,118.0,138.0
Van der Madeweg,181.0,175.0,206.0,175.0,185.0,175.0,182.0,158.0,151.0,190.0
Venserpolder,77.0,82.0,75.0,72.0,70.0,77.0,74.0,78.0,76.0,65.0
Verrijn Stuartweg,34.0,27.0,14.0,19.0,24.0,14.0,25.0,9.0,23.0,23.0
Victorieplein,20.0,31.0,32.0,20.0,23.0,29.0,19.0,20.0,25.0,24.0
Vijzelgracht,523.0,548.0,555.0,544.0,512.0,533.0,516.0,541.0,503.0,578.0
VU medisch centrum,13.0,31.0,29.0,19.0,27.0,17.0,28.0,25.0,18.0,23.0
Waalstraat,7.0,6.0,8.0,10.0,4.0,9.0,4.0,3.0,5.0,3.0
Waterlooplein,210.0,241.0,221.0,207.0,189.0,213.0,204.0,236.0,187.0,244.0
Weesperplein,117.0,109.0,154.0,133.0,142.0,106.0,137.0,130.0,122.0,125.0
Wibautstraat,136.0,133.0,123.0,103.0,101.0,99.0,100.0,123.0,106.0,117.0
Station Zuid,1088.0,1091.0,1089.0,1218.0,1083.0,1116.0,1144.0,1148.0,1086.0,1112.0
Station Lelylaan,62.0,68.0,79.0,75.0,73.0,61.0,78.0,66.0,68.0,70.0
