station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,,1.0,,,,,,,,2.0
Amstelstation,113.0,111.0,114.0,112.0,123.0,118.0,105.0,107.0,132.0,107.0
Amstelveenseweg,22.0,17.0,13.0,21.0,30.0,25.0,20.0,23.0,29.0,24.0
Beethovenstraat,,,,,,,,,,
Bullewijk,81.0,75.0,87.0,99.0,83.0,95.0,98.0,81.0,84.0,81.0
Burg.de Vlugtlaan,36.0,36.0,37.0,42.0,36.0,31.0,24.0,34.0,25.0,28.0
Centraal Station,232.0,237.0,265.0,231.0,248.0,231.0,226.0,224.0,235.0,231.0
Cornelis Troostplein,2.0,5.0,,1.0,1.0,2.0,1.0,1.0,,4.0
Dam,17.0,7.0,14.0,12.0,10.0,7.0,21.0,11.0,10.0,20.0
De Boelelaan/VU,,,,,,,,,,
De Pijp,181.0,192.0,188.0,179.0,178.0,205.0,198.0,165.0,177.0,185.0
Europaplein,94.0,69.0,82.0,70.0,75.0,67.0,61.0,71.0,75.0,55.0
Gaasperplas,51.0,58.0,53.0,68.0,56.0,67.0,48.0,45.0,52.0,50.0
Gein,71.0,64.0,76.0,77.0,52.0,65.0,63.0,60.0,59.0,69.0
Gerrit v.d. Veenstraat,4.0,3.0,4.0,3.0,1.0,5.0,3.0,4.0,6.0,3.0
Heemstedestraat,19.0,18.0,24.0,18.0,22.0,24.0,25.0,30.0,21.0,22.0
Henk Sneevlietweg,35.0,35.0,36.0,17.0,37.0,27.0,38.0,40.0,34.0,36.0
IJsbaanpad,,,,,,,,,,
Isolatorweg,8.0,7.0,11.0,11.0,13.0,16.0,13.0,9.0,10.0,11.0
Jan v.Galenstraat,43.0,44.0,26.0,34.0,28.0,41.0,41.0,46.0,32.0,39.0
Keizersgracht,6.0,2.0,1.0,2.0,3.0,1.0,5.0,3.0,5.0,3.0
Koningsplein,4.0,2.0,1.0,1.0,1.0,1.0,2.0,,1.0,5.0
Kraaienneststation,135.0,138.0,118.0,167.0,146.0,117.0,129.0,123.0,145.0,148.0
Leidseplein,13.0,26.0,13.0,12.0,24.0,16.0,18.0,19.0,18.0,31.0
Maasstraat,1.0,1.0,,,1.0,1.0,2.0,1.0,,1.0
Marie Heinekenplein,9.0,9.0,6.0,2.0,7.0,4.0,11.0,9.0,4.0,9.0
