station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Minervaplein,,,,,,,,,,
Muntplein,,,,,,,,,,
Museumplein,10.0,3.0,8.0,7.0,12.0,11.0,6.0,9.0,3.0,9.0
Nieuwezijds Kolk,6.0,7.0,8.0,2.0,4.0,5.0,2.0,3.0,4.0,9.0
Nieuwmarkt,19.0,23.0,12.0,12.0,21.0,16.0,13.0,22.0,11.0,17.0
Noord,547.0,548.0,515.0,491.0,505.0,559.0,519.0,521.0,530.0,527.0
Noorderpark,142.0,134.0,133.0,121.0,141.0,153.0,137.0,160.0,143.0,156.0
Olympiaplein,6.0,9.0,11.0,12.0,8.0,9.0,5.0,11.0,11.0,9.0
Olympiaweg,9.0,6.0,1.0,3.0,4.0,10.0,7.0,1.0,3.0,7.0
Olympisch stadion,16.0,13.0,6.0,12.0,12.0,6.0,5.0,10.0,7.0,12.0
Overamstel,25.0,22.0,22.0,28.0,16.0,27.0,20.0,17.0,27.0,22.0
Postjesweg,21.0,27.0,36.0,20.0,30.0,34.0,25.0,30.0,28.0,21.0
Prinsengracht,5.0,9.0,5.0,7.0,11.0,6.0,12.0,7.0,4.0,10.0
Reigersbos,69.0,89.0,77.0,82.0,89.0,73.0,89.0,86.0,107.0,79.0
Rijksmuseum,8.0,9.0,11.0,7.0,9.0,9.0,5.0,9.0,7.0,9.0
Roelof Hartplein,11.0,15.0,11.0,22.0,15.0,12.0,9.0,14.0,11.0,16.0
Rokin,47.0,44.0,57.0,44.0,47.0,60.0,63.0,57.0,52.0,59.0
Scheldestraat,,,,,,,,,,
Spaklerweg,22.0,24.0,26.0,23.0,13.0,27.0,20.0,30.0,22.0,20.0
Spui,5.0,3.0,2.0,2.0,5.0,,,3.0,3.0,2.0
Station Bijlmer ArenA,113.0,93.0,98.0,109.0,104.0,88.0,102.0,102.0,101.0,90.0
Station Diemen-Zuid,66.0,74.0,79.0,71.0,75.0,75.0,66.0,74.0,79.0,68.0
Station Duivendrecht,53.0,50.0,41.0,42.0,40.0,39.0,43.0,51.0,39.0,39.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,57.0,66.0,59.0,56.0,59.0,62.0,62.0,78.0,54.0,58.0
Station RAI,26.0,32.0,36.0,29.0,26.0,36.0,30.0,22.0,28.0,28.0
Station Sloterdijk,96.0,88.0,82.0,98.0,96.0,96.0,115.0,94.0,96.0,77.0
Strandvliet,33.0,35.0,51.0,55.0,42.0,32.0,44.0,50.0,39.0,37.0
Van Baerlestraat,10.0,9.0,9.0,7.0,10.0,5.0,4.0,9.0,8.0,7.0
Van der Madeweg,58.0,64.0,58.0,66.0,74.0,57.0,59.0,70.0,70.0,73.0
Venserpolder,63.0,43.0,61.0,61.0,65.0,50.0,54.0,47.0,60.0,56.0
Verrijn Stuartweg,6.0,16.0,12.0,4.0,10.0,11.0,15.0,12.0,8.0,12.0
Victorieplein,9.0,8.0,10.0,2.0,7.0,11.0,8.0,4.0,6.0,9.0
Vijzelgracht,63.0,65.0,67.0,75.0,65.0,44.0,61.0,65.0,56.0,66.0
VU medisch centrum,1.0,4.0,1.0,2.0,5.0,,3.0,2.0,1.0,4.0
Waalstraat,,,3.0,2.0,1.0,1.0,4.0,2.0,1.0,
Waterlooplein,27.0,22.0,27.0,31.0,17.0,27.0,37.0,22.0,26.0,33.0
Weesperplein,20.0,30.0,30.0,29.0,30.0,34.0,23.0,25.0,18.0,33.0
Wibautstraat,41.0,35.0,45.0,42.0,47.0,51.0,40.0,55.0,44.0,51.0
Station Zuid,300.0,297.0,307.0,323.0,297.0,293.0,323.0,312.0,309.0,293.0
Station Lelylaan,36.0,50.0,37.0,45.0,36.0,28.0,41.0,31.0,53.0,41.0
