station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,,,,,,,,,,
Amstelstation,81.0,90.0,73.0,90.0,85.0,81.0,72.0,87.0,78.0,89.0
Amstelveenseweg,86.0,70.0,74.0,59.0,75.0,69.0,76.0,68.0,73.0,90.0
Beethovenstraat,,,,,,,,,,
Bullewijk,29.0,30.0,37.0,41.0,45.0,37.0,30.0,35.0,44.0,35.0
Burg.de Vlugtlaan,15.0,22.0,7.0,15.0,19.0,8.0,13.0,12.0,13.0,15.0
Centraal Station,397.0,376.0,372.0,410.0,362.0,396.0,416.0,408.0,398.0,355.0
Cornelis Troostplein,1.0,1.0,,,2.0,,,,1.0,2.0
Dam,48.0,61.0,59.0,62.0,60.0,56.0,49.0,53.0,44.0,51.0
De Boelelaan/VU,,,1.0,,,,,,,
De Pijp,231.0,234.0,220.0,210.0,202.0,213.0,203.0,235.0,200.0,205.0
Europaplein,98.0,91.0,103.0,115.0,99.0,113.0,108.0,102.0,88.0,88.0
Gaasperplas,4.0,6.0,9.0,8.0,2.0,3.0,7.0,6.0,8.0,4.0
Gein,16.0,7.0,8.0,17.0,11.0,11.0,12.0,15.0,8.0,12.0
Gerrit v.d. Veenstraat,4.0,11.0,4.0,11.0,7.0,10.0,7.0,6.0,6.0,8.0
Heemstedestraat,12.0,18.0,22.0,20.0,19.0,15.0,7.0,11.0,14.0,13.0
Henk Sneevlietweg,17.0,20.0,17.0,20.0,15.0,20.0,23.0,21.0,23.0,23.0
IJsbaanpad,,,1.0,,,,,2.0,4.0,
Isolatorweg,9.0,12.0,12.0,16.0,14.0,15.0,8.0,15.0,19.0,8.0
Jan v.Galenstraat,13.0,19.0,18.0,14.0,11.0,19.0,21.0,16.0,17.0,16.0
Keizersgracht,4.0,6.0,4.0,3.0,3.0,6.0,3.0,5.0,9.0,1.0
Koningsplein,17.0,15.0,12.0,20.0,18.0,9.0,12.0,11.0,10.0,13.0
Kraaienneststation,42.0,32.0,41.0,38.0,37.0,48.0,48.0,43.0,41.0,43.0
Leidseplein,14.0,18.0,14.0,17.0,20.0,16.0,15.0,13.0,13.0,19.0
Maasstraat,,,,,,,,,,
Marie Heinekenplein,,1.0,1.0,3.0,3.0,5.0,1.0,3.0,2.0,4.0
Minervaplein,,,,,,,,,,
Muntplein,3.0,7.0,7.0,6.0,8.0,5.0,8.0,6.0,6.0,10.0
Museumplein,20.0,14.0,20.0,20.0,25.0,26.0,23.0,15.0,12.0,27.0
Nieuwezijds Kolk,15.0,12.0,7.0,12.0,16.0,15.0,19.0,6.0,12.0,12.0
Nieuwmarkt,44.0,40.0,40.0,39.0,42.0,45.0,51.0,46.0,44.0,51.0
Noord,94.0,103.0,91.0,90.0,92.0,77.0,93.0,89.0,94.0,86.0
Noorderpark,78.0,40.0,64.0,44.0,43.0,53.0,43.0,49.0,53.0,55.0
Olympiaplein,4.0,3.0,6.0,2.0,2.0,1.0,5.0,4.0,2.0,6.0
Olympiaweg,3.0,3.0,1.0,1.0,2.0,2.0,3.0,1.0,7.0,1.0
Olympisch stadion,2.0,4.0,7.0,6.0,5.0,5.0,6.0,7.0,5.0,3.0
Overamstel,19.0,24.0,34.0,22.0,19.0,33.0,14.0,22.0,28.0,30.0
Postjesweg,13.0,13.0,17.0,16.0,13.0,14.0,26.0,15.0,22.0,22.0
Prinsengracht,10.0,3.0,12.0,13.0,11.0,10.0,18.0,6.0,7.0,12.0
Reigersbos,27.0,26.0,23.0,15.0,26.0,15.0,18.0,21.0,26.0,25.0
Rijksmuseum,25.0,32.0,36.0,34.0,34.0,32.0,32.0,31.0,35.0,31.0
Roelof Hartplein,34.0,44.0,43.0,40.0,37.0,33.0,41.0,44.0,40.0,38.0
Rokin,291.0,302.0,277.0,257.0,302.0,282.0,285.0,278.0,302.0,269.0
Scheldestraat,,,,,3.0,2.0,,2.0,,
Spaklerweg,19.0,11.0,18.0,13.0,15.0,12.0,15.0,22.0,11.0,13.0
Spui,22.0,22.0,18.0,9.0,14.0,21.0,13.0,16.0,19.0,16.0
Station Bijlmer ArenA,108.0,119.0,117.0,112.0,107.0,104.0,113.0,122.0,115.0,104.0
Station Diemen-Zuid,29.0,22.0,28.0,29.0,23.0,26.0,22.0,31.0,26.0,23.0
Station Duivendrecht,33.0,36.0,34.0,46.0,28.0,28.0,44.0,28.0,33.0,35.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,53.0,49.0,42.0,44.0,37.0,44.0,40.0,48.0,39.0,44.0
Station RAI,87.0,63.0,65.0,54.0,68.0,52.0,62.0,65.0,56.0,76.0
Station Sloterdijk,90.0,86.0,85.0,82.0,92.0,78.0,67.0,68.0,69.0,79.0
Strandvliet,22.0,28.0,24.0,17.0,25.0,29.0,27.0,16.0,21.0,23.0
Van Baerlestraat,34.0,31.0,39.0,42.0,35.0,38.0,34.0,34.0,25.0,34.0
Van der Madeweg,87.0,98.0,103.0,85.0,94.0,110.0,80.0,97.0,102.0,90.0
Venserpolder,18.0,14.0,20.0,17.0,28.0,16.0,19.0,15.0,17.0,15.0
Verrijn Stuartweg,1.0,2.0,1.0,4.0,3.0,2.0,2.0,,1.0,2.0
Victorieplein,,,1.0,1.0,,4.0,1.0,1.0,1.0,3.0
Vijzelgracht,119.0,115.0,103.0,108.0,113.0,111.0,128.0,122.0,122.0,106.0
VU medisch centrum,3.0,1.0,2.0,1.0,3.0,1.0,,,,2.0
