station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,7.0,7.0,4.0,9.0,7.0,5.0,5.0,6.0,10.0,13.0
Amstelstation,320.0,330.0,312.0,307.0,341.0,320.0,321.0,287.0,338.0,298.0
Amstelveenseweg,39.0,72.0,68.0,59.0,59.0,54.0,53.0,61.0,58.0,58.0
Beethovenstraat,7.0,6.0,3.0,3.0,7.0,6.0,6.0,6.0,3.0,7.0
Bullewijk,198.0,172.0,189.0,221.0,209.0,197.0,230.0,193.0,186.0,185.0
Burg.de Vlugtlaan,46.0,42.0,36.0,46.0,45.0,51.0,40.0,41.0,41.0,37.0
Centraal Station,657.0,626.0,685.0,653.0,629.0,674.0,695.0,665.0,651.0,616.0
Cornelis Troostplein,18.0,17.0,15.0,21.0,14.0,26.0,18.0,14.0,12.0,23.0
Dam,106.0,107.0,114.0,100.0,124.0,118.0,117.0,122.0,109.0,119.0
De Boelelaan/VU,7.0,13.0,9.0,16.0,8.0,11.0,4.0,16.0,11.0,15.0
De Pijp,630.0,644.0,641.0,689.0,643.0,680.0,604.0,620.0,625.0,601.0
Europaplein,433.0,473.0,447.0,440.0,439.0,413.0,414.0,427.0,413.0,427.0
Gaasperplas,125.0,131.0,144.0,128.0,146.0,124.0,133.0,130.0,137.0,138.0
Gein,124.0,102.0,106.0,96.0,110.0,109.0,100.0,113.0,120.0,104.0
Gerrit v.d. Veenstraat,43.0,32.0,29.0,40.0,39.0,29.0,37.0,35.0,35.0,34.0
Heemstedestraat,47.0,38.0,52.0,46.0,38.0,34.0,39.0,48.0,43.0,47.0
Henk Sneevlietweg,61.0,59.0,53.0,66.0,52.0,70.0,83.0,68.0,71.0,57.0
IJsbaanpad,1.0,5.0,7.0,5.0,8.0,4.0,6.0,4.0,7.0,7.0
Isolatorweg,11.0,9.0,4.0,7.0,8.0,10.0,8.0,12.0,10.0,12.0
Jan v.Galenstraat,47.0,57.0,72.0,50.0,62.0,50.0,45.0,57.0,49.0,56.0
Keizersgracht,19.0,14.0,17.0,11.0,22.0,20.0,22.0,13.0,20.0,18.0
Koningsplein,35.0,48.0,45.0,44.0,36.0,36.0,40.0,33.0,40.0,50.0
Kraaienneststation,155.0,169.0,171.0,183.0,176.0,174.0,169.0,170.0,165.0,180.0
Leidseplein,57.0,79.0,78.0,79.0,77.0,70.0,76.0,70.0,88.0,70.0
Maasstraat,13.0,12.0,15.0,17.0,11.0,12.0,16.0,14.0,13.0,10.0
Marie Heinekenplein,78.0,86.0,88.0,93.0,97.0,84.0,72.0,87.0,86.0,71.0
Minervaplein,18.0,15.0,12.0,12.0,13.0,11.0,13.0,13.0,6.0,11.0
Muntplein,49.0,26.0,39.0,47.0,44.0,50.0,51.0,43.0,36.0,37.0
Museumplein,62.0,57.0,58.0,51.0,55.0,44.0,39.0,48.0,45.0,49.0
Nieuwezijds Kolk,24.0,14.0,23.0,23.0,19.0,18.0,28.0,19.0,23.0,20.0
Nieuwmarkt,45.0,38.0,36.0,55.0,53.0,52.0,48.0,46.0,64.0,48.0
Noord,932.0,927.0,894.0,837.0,890.0,902.0,884.0,946.0,860.0,913.0
Noorderpark,295.0,266.0,293.0,292.0,302.0,280.0,287.0,311.0,281.0,302.0
Olympiaplein,35.0,28.0,41.0,38.0,26.0,17.0,29.0,29.0,31.0,41.0
Olympiaweg,34.0,20.0,29.0,20.0,25.0,21.0,22.0,19.0,24.0,22.0
Olympisch stadion,41.0,37.0,43.0,44.0,46.0,42.0,34.0,44.0,43.0,47.0
Overamstel,112.0,93.0,101.0,99.0,100.0,101.0,104.0,97.0,104.0,114.0
Postjesweg,43.0,55.0,52.0,50.0,44.0,49.0,53.0,39.0,57.0,45.0
Prinsengracht,30.0,22.0,19.0,26.0,20.0,27.0,24.0,23.0,34.0,19.0
Reigersbos,122.0,127.0,125.0,122.0,125.0,128.0,116.0,136.0,129.0,116.0
Rijksmuseum,56.0,52.0,51.0,48.0,70.0,69.0,62.0,54.0,51.0,52.0
Roelof Hartplein,90.0,90.0,88.0,88.0,90.0,79.0,104.0,87.0,82.0,68.0
Rokin,206.0,228.0,215.0,216.0,217.0,221.0,212.0,225.0,217.0,240.0
Scheldestraat,12.0,9.0,14.0,13.0,13.0,7.0,14.0,10.0,17.0,9.0
Spaklerweg,70.0,75.0,66.0,74.0,75.0,71.0,65.0,66.0,82.0,64.0
Spui,26.0,24.0,21.0,30.0,26.0,20.0,31.0,27.0,30.0,29.0
Station Bijlmer ArenA,401.0,411.0,400.0,389.0,383.0,436.0,420.0,418.0,424.0,418.0
Station Diemen-Zuid,191.0,193.0,188.0,176.0,207.0,190.0,185.0,193.0,224.0,177.0
Station Duivendrecht,85.0,70.0,59.0,67.0,54.0,59.0,51.0,72.0,49.0,75.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,102.0,101.0,101.0,101.0,91.0,95.0,112.0,114.0,108.0,105.0
Station RAI,84.0,79.0,68.0,88.0,92.0,77.0,74.0,91.0,69.0,91.0
Station Sloterdijk,133.0,116.0,117.0,144.0,116.0,135.0,125.0,127.0,136.0,134.0
Strandvliet,67.0,74.0,78.0,66.0,47.0,68.0,79.0,53.0,62.0,73.0
Van Baerlestraat,53.0,53.0,61.0,62.0,59.0,61.0,61.0,48.0,63.0,65.0
Van der Madeweg,144.0,147.0,163.0,154.0,147.0,142.0,148.0,151.0,115.0,150.0
Venserpolder,106.0,132.0,141.0,128.0,127.0,137.0,138.0,124.0,144.0,139.0
Verrijn Stuartweg,24.0,22.0,19.0,21.0,24.0,19.0,20.0,24.0,23.0,19.0
Victorieplein,31.0,30.0,22.0,27.0,34.0,30.0,41.0,23.0,22.0,25.0
Vijzelgracht,184.0,185.0,192.0,185.0,159.0,204.0,190.0,181.0,190.0,192.0
VU medisch centrum,61.0,63.0,61.0,88.0,61.0,57.0,69.0,54.0,65.0,79.0
Waalstraat,15.0,12.0,15.0,22.0,10.0,7.0,13.0,10.0,8.0,11.0
Waterlooplein,61.0,72.0,58.0,51.0,78.0,66.0,59.0,59.0,53.0,51.0
Weesperplein,114.0,106.0,96.0,98.0,92.0,98.0,96.0,85.0,112.0,90.0
Wibautstraat,119.0,113.0,144.0,118.0,116.0,107.0,130.0,117.0,139.0,140.0
Station Zuid,1060.0,1105.0,1047.0,1048.0,1075.0,1047.0,1045.0,1080.0,1069.0,1102.0
Station Lelylaan,74.0,58.0,41.0,48.0,63.0,70.0,66.0,77.0,63.0,60.0
