station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,10.0,16.0,12.0,8.0,13.0,20.0,9.0,11.0,9.0,7.0
Amstelstation,616.0,596.0,603.0,552.0,578.0,610.0,593.0,633.0,617.0,598.0
Amstelveenseweg,554.0,532.0,522.0,606.0,545.0,537.0,552.0,526.0,565.0,548.0
Beethovenstraat,23.0,14.0,13.0,20.0,19.0,20.0,28.0,16.0,26.0,22.0
Bullewijk,529.0,522.0,562.0,533.0,540.0,532.0,542.0,528.0,542.0,534.0
Burg.de Vlugtlaan,68.0,60.0,49.0,46.0,59.0,68.0,53.0,48.0,48.0,36.0
Centraal Station,799.0,827.0,819.0,812.0,787.0,798.0,803.0,805.0,812.0,835.0
Cornelis Troostplein,31.0,30.0,26.0,26.0,22.0,25.0,24.0,18.0,29.0,20.0
Dam,85.0,101.0,103.0,102.0,94.0,90.0,111.0,108.0,83.0,97.0
De Boelelaan/VU,56.0,58.0,60.0,53.0,52.0,47.0,53.0,54.0,55.0,51.0
De Pijp,666.0,675.0,671.0,661.0,678.0,644.0,693.0,648.0,650.0,657.0
Europaplein,620.0,601.0,607.0,613.0,604.0,642.0,632.0,603.0,593.0,602.0
Gaasperplas,31.0,29.0,43.0,27.0,30.0,40.0,36.0,20.0,36.0,36.0
Gein,47.0,53.0,56.0,33.0,41.0,39.0,56.0,46.0,54.0,39.0
Gerrit v.d. Veenstraat,66.0,80.0,63.0,67.0,57.0,57.0,61.0,65.0,52.0,64.0
Heemstedestraat,162.0,108.0,134.0,152.0,138.0,144.0,129.0,137.0,141.0,133.0
Henk Sneevlietweg,401.0,446.0,442.0,486.0,430.0,452.0,451.0,482.0,448.0,458.0
IJsbaanpad,18.0,30.0,23.0,16.0,24.0,17.0,19.0,13.0,18.0,26.0
Isolatorweg,264.0,207.0,245.0,261.0,238.0,261.0,251.0,219.0,225.0,217.0
Jan v.Galenstraat,252.0,246.0,260.0,253.0,256.0,266.0,263.0,261.0,295.0,274.0
Keizersgracht,33.0,44.0,34.0,32.0,34.0,29.0,31.0,31.0,37.0,24.0
Koningsplein,83.0,91.0,77.0,73.0,91.0,69.0,98.0,82.0,89.0,85.0
Kraaienneststation,56.0,78.0,62.0,74.0,63.0,71.0,60.0,59.0,71.0,71.0
Leidseplein,56.0,63.0,58.0,51.0,51.0,51.0,54.0,50.0,64.0,44.0
Maasstraat,16.0,17.0,15.0,15.0,21.0,14.0,16.0,22.0,10.0,25.0
Marie Heinekenplein,37.0,35.0,26.0,22.0,25.0,25.0,36.0,24.0,32.0,28.0
Minervaplein,9.0,7.0,9.0,10.0,6.0,8.0,6.0,11.0,4.0,5.0
Muntplein,103.0,92.0,98.0,96.0,98.0,92.0,82.0,94.0,107.0,78.0
Museumplein,115.0,116.0,91.0,109.0,101.0,115.0,95.0,112.0,97.0,94.0
Nieuwezijds Kolk,28.0,22.0,28.0,22.0,22.0,19.0,24.0,21.0,28.0,26.0
Nieuwmarkt,94.0,95.0,93.0,91.0,115.0,97.0,105.0,102.0,99.0,98.0
Noord,274.0,288.0,285.0,275.0,280.0,293.0,271.0,295.0,283.0,272.0
