station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Noorderpark,311.0,329.0,311.0,350.0,284.0,305.0,331.0,351.0,314.0,339.0
Olympiaplein,26.0,17.0,26.0,26.0,17.0,28.0,32.0,25.0,36.0,32.0
Olympiaweg,22.0,19.0,21.0,24.0,23.0,28.0,22.0,22.0,29.0,20.0
Olympisch stadion,22.0,23.0,23.0,11.0,20.0,22.0,23.0,14.0,17.0,22.0
Overamstel,237.0,270.0,222.0,258.0,237.0,214.0,237.0,214.0,252.0,246.0
Postjesweg,130.0,104.0,122.0,105.0,124.0,114.0,118.0,120.0,111.0,92.0
Prinsengracht,39.0,42.0,28.0,39.0,39.0,46.0,30.0,28.0,23.0,32.0
Reigersbos,81.0,113.0,84.0,85.0,98.0,96.0,108.0,105.0,96.0,78.0
Rijksmuseum,48.0,58.0,51.0,45.0,43.0,55.0,56.0,59.0,61.0,62.0
Roelof Hartplein,265.0,266.0,251.0,268.0,293.0,261.0,276.0,263.0,249.0,289.0
Rokin,769.0,832.0,890.0,838.0,860.0,808.0,850.0,835.0,906.0,815.0
Scheldestraat,10.0,9.0,11.0,11.0,10.0,12.0,11.0,7.0,16.0,12.0
Spaklerweg,122.0,106.0,101.0,106.0,114.0,113.0,110.0,130.0,125.0,126.0
Spui,38.0,33.0,36.0,61.0,42.0,39.0,35.0,45.0,37.0,43.0
Station Bijlmer ArenA,1317.0,1351.0,1323.0,1315.0,1301.0,1303.0,1336.0,1269.0,1299.0,1377.0
Station Diemen-Zuid,113.0,120.0,117.0,114.0,116.0,127.0,123.0,127.0,111.0,127.0
Station Duivendrecht,154.0,134.0,139.0,131.0,124.0,134.0,122.0,165.0,143.0,148.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,571.0,618.0,662.0,667.0,631.0,648.0,653.0,654.0,619.0,665.0
Station RAI,467.0,445.0,436.0,459.0,455.0,464.0,417.0,494.0,455.0,430.0
Station Sloterdijk,397.0,385.0,397.0,420.0,384.0,381.0,401.0,375.0,358.0,380.0
Strandvliet,106.0,111.0,95.0,129.0,118.0,100.0,122.0,90.0,109.0,114.0
Van Baerlestraat,67.0,68.0,57.0,57.0,57.0,63.0,48.0,51.0,58.0,54.0
Van der Madeweg,646.0,588.0,661.0,584.0,620.0,679.0,592.0,637.0,636.0,605.0
Venserpolder,279.0,299.0,278.0,274.0,278.0,254.0,248.0,278.0,252.0,263.0
Verrijn Stuartweg,127.0,138.0,107.0,117.0,117.0,103.0,113.0,129.0,129.0,98.0
Victorieplein,26.0,22.0,37.0,34.0,28.0,44.0,38.0,30.0,33.0,32.0
Vijzelgracht,809.0,769.0,867.0,805.0,792.0,763.0,746.0,787.0,796.0,808.0
VU medisch centrum,79.0,71.0,76.0,85.0,79.0,85.0,88.0,91.0,78.0,85.0
Waalstraat,52.0,57.0,44.0,46.0,52.0,47.0,42.0,55.0,51.0,49.0
Waterlooplein,425.0,441.0,398.0,405.0,411.0,429.0,410.0,430.0,421.0,425.0
Weesperplein,887.0,919.0,879.0,905.0,942.0,889.0,871.0,889.0,888.0,892.0
Wibautstraat,154.0,151.0,144.0,143.0,156.0,158.0,167.0,131.0,159.0,151.0
Station Zuid,4102.0,4018.0,4032.0,4001.0,4121.0,4097.0,4091.0,4067.0,4020.0,4080.0
Station Lelylaan,198.0,193.0,183.0,183.0,200.0,197.0,194.0,187.0,192.0,203.0
