station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,11.0,11.0,12.0,11.0,8.0,12.0,13.0,9.0,15.0,6.0
Amstelstation,1101.0,1010.0,1040.0,1117.0,1054.0,1115.0,1048.0,1021.0,1048.0,1051.0
Amstelveenseweg,202.0,195.0,185.0,197.0,199.0,208.0,211.0,185.0,199.0,226.0
Beethovenstraat,5.0,11.0,7.0,9.0,11.0,8.0,7.0,14.0,9.0,12.0
Bullewijk,226.0,206.0,209.0,185.0,200.0,212.0,219.0,182.0,204.0,183.0
Burg.de Vlugtlaan,217.0,236.0,216.0,247.0,219.0,210.0,219.0,238.0,218.0,216.0
Centraal Station,1977.0,2033.0,2020.0,2039.0,2017.0,1977.0,1956.0,1986.0,2061.0,1990.0
Cornelis Troostplein,22.0,22.0,14.0,26.0,24.0,25.0,25.0,31.0,15.0,31.0
Dam,24.0,19.0,32.0,31.0,34.0,23.0,35.0,29.0,37.0,21.0
De Boelelaan/VU,10.0,,4.0,4.0,7.0,10.0,6.0,7.0,10.0,5.0
De Pijp,1050.0,1042.0,1003.0,1058.0,1066.0,1063.0,1049.0,1058.0,1017.0,1082.0
Europaplein,276.0,302.0,299.0,303.0,280.0,306.0,314.0,268.0,322.0,312.0
Gaasperplas,159.0,177.0,170.0,172.0,183.0,168.0,151.0,167.0,149.0,182.0
Gein,279.0,289.0,286.0,281.0,261.0,274.0,284.0,254.0,261.0,264.0
Gerrit v.d. Veenstraat,25.0,26.0,19.0,26.0,25.0,16.0,17.0,24.0,32.0,16.0
Heemstedestraat,178.0,175.0,149.0,196.0,173.0,153.0,169.0,193.0,172.0,179.0
Henk Sneevlietweg,201.0,167.0,176.0,159.0,206.0,170.0,195.0,181.0,183.0,169.0
IJsbaanpad,,,,,,1.0,1.0,,1.0,
Isolatorweg,12.0,11.0,10.0,9.0,14.0,13.0,10.0,12.0,8.0,9.0
Jan v.Galenstraat,203.0,205.0,224.0,190.0,218.0,209.0,215.0,215.0,237.0,216.0
Keizersgracht,9.0,7.0,5.0,5.0,5.0,6.0,8.0,11.0,3.0,8.0
Koningsplein,4.0,6.0,16.0,14.0,12.0,16.0,13.0,9.0,11.0,10.0
Kraaienneststation,515.0,568.0,505.0,492.0,500.0,517.0,519.0,532.0,483.0,522.0
Leidseplein,47.0,39.0,45.0,50.0,52.0,51.0,56.0,38.0,44.0,49.0
Maasstraat,18.0,23.0,25.0,13.0,16.0,16.0,15.0,22.0,24.0,19.0
Marie Heinekenplein,31.0,30.0,25.0,17.0,40.0,38.0,23.0,21.0,30.0,29.0
