station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,14.0,7.0,10.0,11.0,11.0,9.0,13.0,14.0,13.0,12.0
Amstelstation,573.0,574.0,600.0,664.0,584.0,579.0,662.0,587.0,640.0,598.0
Amstelveenseweg,552.0,558.0,540.0,553.0,574.0,559.0,523.0,593.0,560.0,528.0
Beethovenstraat,24.0,12.0,23.0,11.0,18.0,16.0,17.0,14.0,16.0,25.0
Bullewijk,532.0,566.0,539.0,541.0,512.0,516.0,539.0,575.0,557.0,534.0
Burg.de Vlugtlaan,47.0,52.0,43.0,45.0,52.0,45.0,47.0,44.0,54.0,41.0
Centraal Station,807.0,795.0,785.0,770.0,832.0,807.0,828.0,816.0,780.0,815.0
Cornelis Troostplein,27.0,22.0,23.0,18.0,31.0,26.0,25.0,18.0,25.0,24.0
Dam,99.0,99.0,86.0,97.0,108.0,83.0,90.0,101.0,99.0,90.0
De Boelelaan/VU,45.0,42.0,64.0,55.0,50.0,56.0,48.0,36.0,48.0,43.0
De Pijp,672.0,672.0,656.0,629.0,662.0,668.0,643.0,681.0,720.0,659.0
Europaplein,567.0,576.0,622.0,634.0,592.0,624.0,608.0,623.0,602.0,575.0
Gaasperplas,43.0,37.0,36.0,40.0,38.0,38.0,28.0,33.0,33.0,39.0
Gein,55.0,35.0,42.0,44.0,39.0,51.0,45.0,29.0,47.0,35.0
Gerrit v.d. Veenstraat,62.0,74.0,54.0,60.0,58.0,59.0,60.0,57.0,50.0,61.0
Heemstedestraat,117.0,121.0,125.0,135.0,141.0,150.0,144.0,124.0,143.0,114.0
Henk Sneevlietweg,431.0,488.0,443.0,467.0,473.0,471.0,467.0,460.0,462.0,426.0
IJsbaanpad,26.0,14.0,27.0,17.0,22.0,24.0,34.0,20.0,20.0,21.0
Isolatorweg,233.0,227.0,254.0,202.0,244.0,248.0,222.0,226.0,241.0,230.0
Jan v.Galenstraat,282.0,275.0,260.0,257.0,263.0,251.0,253.0,232.0,271.0,282.0
Keizersgracht,40.0,25.0,21.0,46.0,37.0,39.0,29.0,25.0,36.0,46.0
Koningsplein,80.0,92.0,93.0,107.0,87.0,100.0,94.0,102.0,96.0,72.0
Kraaienneststation,74.0,70.0,76.0,71.0,64.0,56.0,67.0,65.0,66.0,68.0
Leidseplein,44.0,63.0,51.0,52.0,43.0,56.0,65.0,71.0,53.0,55.0
Maasstraat,19.0,23.0,17.0,20.0,14.0,16.0,22.0,12.0,15.0,18.0
Marie Heinekenplein,29.0,30.0,35.0,19.0,33.0,24.0,24.0,23.0,35.0,29.0
Minervaplein,7.0,6.0,4.0,3.0,3.0,6.0,7.0,8.0,9.0,9.0
Muntplein,93.0,89.0,94.0,106.0,118.0,115.0,111.0,89.0,99.0,95.0
Museumplein,117.0,112.0,98.0,119.0,105.0,118.0,93.0,106.0,120.0,129.0
Nieuwezijds Kolk,16.0,37.0,31.0,30.0,24.0,30.0,25.0,32.0,22.0,29.0
Nieuwmarkt,104.0,87.0,107.0,101.0,100.0,96.0,115.0,103.0,90.0,91.0
Noord,285.0,323.0,305.0,284.0,305.0,280.0,310.0,285.0,307.0,314.0
Noorderpark,280.0,311.0,338.0,343.0,306.0,348.0,317.0,312.0,274.0,335.0
Olympiaplein,28.0,33.0,19.0,28.0,23.0,23.0,28.0,31.0,36.0,30.0
Olympiaweg,30.0,17.0,23.0,22.0,16.0,19.0,26.0,19.0,19.0,35.0
Olympisch stadion,23.0,18.0,19.0,15.0,25.0,21.0,20.0,17.0,13.0,17.0
Overamstel,226.0,228.0,246.0,200.0,230.0,242.0,234.0,260.0,229.0,226.0
Postjesweg,131.0,116.0,119.0,113.0,121.0,116.0,116.0,124.0,106.0,130.0
Prinsengracht,38.0,28.0,26.0,26.0,35.0,29.0,25.0,41.0,26.0,32.0
Reigersbos,89.0,95.0,102.0,114.0,109.0,104.0,97.0,94.0,91.0,94.0
Rijksmuseum,41.0,45.0,63.0,57.0,47.0,34.0,68.0,54.0,54.0,68.0
Roelof Hartplein,262.0,298.0,264.0,297.0,282.0,269.0,275.0,268.0,264.0,257.0
Rokin,816.0,828.0,862.0,810.0,859.0,800.0,776.0,808.0,808.0,850.0
Scheldestraat,11.0,13.0,11.0,12.0,20.0,16.0,10.0,9.0,17.0,14.0
Spaklerweg,112.0,104.0,101.0,99.0,107.0,121.0,98.0,108.0,127.0,110.0
Spui,49.0,42.0,46.0,53.0,42.0,40.0,45.0,49.0,44.0,38.0
Station Bijlmer ArenA,1294.0,1298.0,1365.0,1335.0,1312.0,1338.0,1342.0,1345.0,1346.0,1329.0
Station Diemen-Zuid,117.0,102.0,129.0,139.0,109.0,114.0,130.0,118.0,118.0,134.0
Station Duivendrecht,131.0,132.0,132.0,144.0,141.0,137.0,134.0,152.0,144.0,134.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,636.0,636.0,644.0,618.0,613.0,635.0,628.0,601.0,633.0,604.0
Station RAI,446.0,471.0,420.0,436.0,438.0,470.0,436.0,421.0,406.0,455.0
Station Sloterdijk,397.0,433.0,385.0,368.0,390.0,343.0,435.0,414.0,412.0,375.0
Strandvliet,115.0,107.0,108.0,113.0,97.0,106.0,105.0,117.0,117.0,105.0
Van Baerlestraat,55.0,61.0,50.0,62.0,58.0,67.0,42.0,55.0,59.0,63.0
Van der Madeweg,652.0,637.0,625.0,654.0,674.0,666.0,640.0,608.0,644.0,630.0
Venserpolder,262.0,256.0,289.0,266.0,230.0,267.0,259.0,260.0,279.0,262.0
Verrijn Stuartweg,127.0,105.0,136.0,115.0,132.0,108.0,107.0,99.0,109.0,120.0
Victorieplein,25.0,26.0,20.0,20.0,30.0,22.0,33.0,27.0,26.0,28.0
Vijzelgracht,845.0,782.0,792.0,806.0,768.0,801.0,772.0,778.0,782.0,804.0
VU medisch centrum,103.0,92.0,96.0,87.0,83.0,62.0,83.0,82.0,77.0,86.0
Waalstraat,41.0,45.0,50.0,42.0,48.0,46.0,44.0,48.0,42.0,35.0
Waterlooplein,444.0,447.0,402.0,451.0,413.0,425.0,415.0,478.0,437.0,434.0
Weesperplein,917.0,903.0,861.0,941.0,907.0,912.0,839.0,887.0,842.0,880.0
Wibautstraat,175.0,134.0,154.0,138.0,160.0,164.0,137.0,170.0,141.0,135.0
Station Zuid,4107.0,4086.0,4049.0,3989.0,4064.0,4010.0,4145.0,4044.0,4057.0,4127.0
Station Lelylaan,157.0,166.0,188.0,177.0,172.0,207.0,179.0,196.0,190.0,215.0
