station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Minervaplein,4.0,5.0,11.0,8.0,15.0,6.0,9.0,14.0,10.0,3.0
Muntplein,8.0,7.0,6.0,6.0,10.0,5.0,7.0,8.0,11.0,12.0
Museumplein,23.0,38.0,35.0,32.0,38.0,33.0,30.0,24.0,36.0,32.0
Nieuwezijds Kolk,20.0,24.0,18.0,21.0,26.0,17.0,24.0,20.0,15.0,22.0
Nieuwmarkt,106.0,96.0,84.0,119.0,98.0,112.0,92.0,123.0,105.0,94.0
Noord,2420.0,2324.0,2289.0,2190.0,2374.0,2471.0,2355.0,2294.0,2324.0,2346.0
Noorderpark,573.0,544.0,597.0,582.0,615.0,579.0,556.0,562.0,570.0,574.0
Olympiaplein,42.0,43.0,42.0,42.0,45.0,33.0,53.0,48.0,40.0,45.0
Olympiaweg,35.0,42.0,43.0,37.0,37.0,24.0,39.0,43.0,31.0,37.0
Olympisch stadion,22.0,30.0,36.0,32.0,23.0,34.0,30.0,34.0,28.0,29.0
Overamstel,59.0,71.0,60.0,46.0,64.0,64.0,65.0,65.0,75.0,69.0
Postjesweg,180.0,216.0,184.0,207.0,215.0,174.0,185.0,164.0,197.0,191.0
Prinsengracht,9.0,17.0,15.0,10.0,15.0,26.0,17.0,17.0,16.0,17.0
Reigersbos,317.0,320.0,332.0,348.0,338.0,342.0,332.0,299.0,308.0,311.0
Rijksmuseum,16.0,23.0,25.0,23.0,29.0,22.0,22.0,23.0,13.0,26.0
Roelof Hartplein,84.0,101.0,89.0,102.0,88.0,82.0,98.0,80.0,90.0,92.0
Rokin,233.0,247.0,252.0,228.0,240.0,242.0,218.0,236.0,213.0,245.0
Scheldestraat,11.0,14.0,8.0,9.0,9.0,20.0,11.0,7.0,18.0,11.0
Spaklerweg,88.0,94.0,113.0,96.0,118.0,101.0,100.0,104.0,102.0,105.0
Spui,19.0,12.0,17.0,21.0,19.0,26.0,14.0,17.0,16.0,16.0
Station Bijlmer ArenA,479.0,467.0,499.0,439.0,449.0,480.0,495.0,496.0,488.0,425.0
Station Diemen-Zuid,378.0,367.0,343.0,329.0,341.0,337.0,349.0,333.0,310.0,317.0
Station Duivendrecht,786.0,726.0,809.0,781.0,761.0,751.0,768.0,728.0,747.0,794.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,279.0,323.0,315.0,299.0,305.0,318.0,300.0,305.0,296.0,311.0
Station RAI,194.0,200.0,199.0,191.0,178.0,186.0,192.0,189.0,177.0,213.0
Station Sloterdijk,959.0,955.0,978.0,947.0,985.0,929.0,978.0,943.0,988.0,979.0
Strandvliet,137.0,143.0,162.0,146.0,140.0,148.0,163.0,141.0,153.0,139.0
Van Baerlestraat,31.0,22.0,34.0,24.0,34.0,14.0,27.0,42.0,24.0,22.0
Van der Madeweg,292.0,281.0,264.0,261.0,261.0,254.0,257.0,254.0,286.0,295.0
Venserpolder,184.0,238.0,212.0,205.0,226.0,218.0,222.0,222.0,223.0,208.0
Verrijn Stuartweg,101.0,85.0,80.0,83.0,78.0,72.0,94.0,79.0,92.0,101.0
Victorieplein,46.0,60.0,43.0,45.0,59.0,62.0,55.0,64.0,50.0,57.0
Vijzelgracht,352.0,312.0,336.0,331.0,324.0,313.0,327.0,323.0,290.0,325.0
VU medisch centrum,15.0,13.0,11.0,7.0,5.0,9.0,13.0,11.0,13.0,9.0
Waalstraat,23.0,35.0,27.0,29.0,26.0,32.0,29.0,27.0,36.0,28.0
Waterlooplein,138.0,128.0,157.0,125.0,164.0,130.0,127.0,140.0,144.0,137.0
Weesperplein,201.0,197.0,203.0,208.0,182.0,190.0,190.0,213.0,200.0,191.0
Wibautstraat,316.0,332.0,288.0,291.0,289.0,313.0,315.0,304.0,321.0,287.0
Station Zuid,3101.0,3035.0,3057.0,3073.0,3086.0,3034.0,3063.0,3045.0,3085.0,3035.0
Station Lelylaan,314.0,311.0,309.0,371.0,321.0,337.0,325.0,329.0,298.0,329.0
