station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Amsteldijk,8.0,7.0,7.0,20.0,10.0,9.0,10.0,13.0,11.0,14.0
Amstelstation,548.0,656.0,630.0,644.0,680.0,665.0,608.0,659.0,636.0,595.0
Amstelveenseweg,464.0,413.0,472.0,441.0,416.0,439.0,420.0,458.0,458.0,416.0
Beethovenstraat,14.0,11.0,12.0,16.0,9.0,13.0,11.0,14.0,6.0,6.0
Bullewijk,656.0,645.0,620.0,688.0,677.0,624.0,606.0,668.0,653.0,650.0
Burg.de Vlugtlaan,67.0,86.0,64.0,68.0,55.0,54.0,75.0,72.0,71.0,68.0
Centraal Station,1292.0,1318.0,1284.0,1264.0,1320.0,1305.0,1313.0,1328.0,1316.0,1369.0
Cornelis Troostplein,20.0,18.0,16.0,20.0,20.0,19.0,20.0,22.0,22.0,25.0
Dam,358.0,354.0,363.0,375.0,386.0,363.0,367.0,349.0,335.0,383.0
De Boelelaan/VU,68.0,79.0,77.0,83.0,80.0,78.0,73.0,74.0,82.0,93.0
De Pijp,855.0,803.0,834.0,825.0,829.0,817.0,797.0,820.0,867.0,793.0
Europaplein,573.0,552.0,556.0,511.0,567.0,561.0,548.0,526.0,537.0,564.0
Gaasperplas,77.0,74.0,65.0,62.0,69.0,73.0,72.0,54.0,69.0,71.0
Gein,85.0,69.0,78.0,77.0,78.0,70.0,68.0,84.0,61.0,73.0
Gerrit v.d. Veenstraat,40.0,46.0,49.0,40.0,44.0,55.0,37.0,46.0,34.0,39.0
Heemstedestraat,130.0,153.0,142.0,141.0,148.0,153.0,155.0,145.0,141.0,155.0
Henk Sneevlietweg,415.0,406.0,429.0,393.0,381.0,409.0,405.0,408.0,409.0,433.0
IJsbaanpad,15.0,11.0,18.0,15.0,12.0,15.0,13.0,20.0,10.0,11.0
Isolatorweg,193.0,183.0,171.0,204.0,158.0,181.0,194.0,198.0,199.0,182.0
Jan v.Galenstraat,156.0,178.0,188.0,177.0,188.0,177.0,152.0,168.0,169.0,177.0
Keizersgracht,77.0,63.0,63.0,69.0,63.0,53.0,65.0,67.0,61.0,62.0
Koningsplein,175.0,153.0,162.0,173.0,161.0,159.0,146.0,157.0,162.0,145.0
Kraaienneststation,163.0,144.0,157.0,153.0,176.0,153.0,144.0,159.0,147.0,173.0
Leidseplein,163.0,191.0,176.0,172.0,186.0,178.0,171.0,182.0,190.0,210.0
Maasstraat,17.0,21.0,18.0,15.0,11.0,17.0,20.0,19.0,14.0,15.0
Marie Heinekenplein,128.0,133.0,133.0,146.0,146.0,125.0,142.0,137.0,132.0,145.0
Minervaplein,13.0,13.0,19.0,11.0,15.0,12.0,7.0,11.0,15.0,16.0
Muntplein,164.0,151.0,156.0,172.0,166.0,161.0,164.0,145.0,156.0,144.0
Museumplein,108.0,117.0,114.0,123.0,112.0,107.0,122.0,123.0,119.0,110.0
Nieuwezijds Kolk,57.0,54.0,30.0,44.0,47.0,57.0,44.0,59.0,47.0,44.0
Nieuwmarkt,172.0,169.0,170.0,169.0,166.0,161.0,153.0,182.0,150.0,152.0
Noord,537.0,543.0,506.0,562.0,542.0,557.0,541.0,549.0,562.0,549.0
Noorderpark,435.0,474.0,447.0,419.0,425.0,434.0,444.0,460.0,444.0,439.0
Olympiaplein,32.0,45.0,38.0,35.0,38.0,33.0,35.0,22.0,39.0,37.0
Olympiaweg,32.0,33.0,28.0,41.0,22.0,31.0,31.0,22.0,29.0,28.0
Olympisch stadion,39.0,42.0,29.0,29.0,35.0,29.0,31.0,26.0,32.0,44.0
Overamstel,293.0,262.0,286.0,296.0,283.0,257.0,296.0,270.0,267.0,252.0
Postjesweg,58.0,58.0,54.0,59.0,57.0,69.0,61.0,50.0,62.0,52.0
Prinsengracht,74.0,65.0,79.0,61.0,81.0,60.0,67.0,60.0,63.0,74.0
Reigersbos,115.0,136.0,123.0,122.0,121.0,127.0,106.0,122.0,108.0,106.0
Rijksmuseum,134.0,151.0,137.0,115.0,128.0,119.0,109.0,139.0,155.0,139.0
Roelof Hartplein,132.0,140.0,132.0,141.0,129.0,128.0,152.0,141.0,133.0,130.0
Rokin,1353.0,1356.0,1467.0,1328.0,1367.0,1366.0,1409.0,1378.0,1308.0,1338.0
Scheldestraat,13.0,13.0,7.0,6.0,11.0,5.0,3.0,12.0,7.0,7.0
Spaklerweg,103.0,143.0,112.0,140.0,128.0,139.0,146.0,140.0,119.0,142.0
Spui,79.0,83.0,87.0,76.0,79.0,97.0,72.0,101.0,76.0,108.0
Station Bijlmer ArenA,1472.0,1438.0,1480.0,1432.0,1438.0,1455.0,1417.0,1434.0,1462.0,1384.0
Station Diemen-Zuid,181.0,187.0,172.0,172.0,148.0,166.0,177.0,190.0,179.0,172.0
Station Duivendrecht,157.0,160.0,173.0,184.0,151.0,163.0,166.0,157.0,161.0,152.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,661.0,599.0,589.0,636.0,626.0,665.0,643.0,606.0,649.0,629.0
Station RAI,299.0,322.0,307.0,309.0,348.0,356.0,325.0,340.0,329.0,338.0
Station Sloterdijk,387.0,411.0,358.0,396.0,380.0,391.0,393.0,411.0,410.0,416.0
Strandvliet,100.0,112.0,99.0,87.0,105.0,79.0,113.0,80.0,86.0,101.0
Van Baerlestraat,126.0,108.0,106.0,84.0,104.0,108.0,114.0,117.0,97.0,103.0
Van der Madeweg,764.0,723.0,662.0,741.0,687.0,704.0,720.0,682.0,700.0,695.0
Venserpolder,319.0,323.0,282.0,315.0,280.0,264.0,295.0,254.0,307.0,309.0
Verrijn Stuartweg,117.0,112.0,108.0,82.0,98.0,99.0,100.0,113.0,97.0,113.0
Victorieplein,33.0,31.0,15.0,31.0,36.0,30.0,28.0,35.0,28.0,33.0
Vijzelgracht,1003.0,1051.0,991.0,1014.0,1004.0,1094.0,1062.0,1021.0,1046.0,1065.0
VU medisch centrum,60.0,77.0,72.0,77.0,72.0,72.0,62.0,79.0,66.0,57.0
Waalstraat,13.0,16.0,14.0,16.0,12.0,6.0,18.0,20.0,15.0,19.0
Waterlooplein,497.0,502.0,518.0,572.0,528.0,503.0,546.0,521.0,545.0,560.0
Weesperplein,797.0,790.0,854.0,816.0,816.0,825.0,788.0,799.0,808.0,834.0
Wibautstraat,164.0,175.0,202.0,159.0,171.0,180.0,212.0,182.0,182.0,181.0
Station Zuid,3965.0,3856.0,4001.0,3938.0,3999.0,3943.0,4031.0,3918.0,3975.0,3871.0
Station Lelylaan,156.0,163.0,163.0,169.0,146.0,154.0,136.0,153.0,146.0,161.0
