station,iteration1,iteration2,iteration3,iteration4,iteration5,iteration6,iteration7,iteration8,iteration9,iteration10
Rokin,839.0,857.0,855.0,850.0,858.0,863.0,796.0,823.0,880.0,889.0
Scheldestraat,13.0,19.0,26.0,18.0,21.0,22.0,19.0,17.0,22.0,23.0
Spaklerweg,101.0,126.0,115.0,126.0,120.0,98.0,106.0,92.0,108.0,110.0
Spui,73.0,53.0,52.0,50.0,49.0,61.0,45.0,61.0,54.0,47.0
Station Bijlmer ArenA,801.0,759.0,755.0,830.0,788.0,813.0,811.0,850.0,805.0,832.0
Station Diemen-Zuid,369.0,345.0,384.0,377.0,374.0,343.0,375.0,410.0,373.0,393.0
Station Duivendrecht,694.0,736.0,721.0,677.0,743.0,763.0,719.0,714.0,744.0,723.0
Station Ganzenhoef,,,,,,,,,,
Station Holendrecht,307.0,310.0,296.0,294.0,322.0,299.0,307.0,313.0,297.0,316.0
Station RAI,258.0,231.0,213.0,270.0,224.0,237.0,199.0,249.0,188.0,233.0
Station Sloterdijk,907.0,895.0,884.0,831.0,818.0,927.0,886.0,869.0,886.0,871.0
Strandvliet,163.0,151.0,158.0,150.0,137.0,151.0,168.0,151.0,162.0,156.0
Van Baerlestraat,40.0,52.0,51.0,55.0,45.0,41.0,44.0,53.0,53.0,38.0
Van der Madeweg,294.0,281.0,266.0,292.0,270.0,268.0,290.0,280.0,293.0,267.0
Venserpolder,195.0,202.0,216.0,211.0,205.0,192.0,203.0,202.0,224.0,203.0
Verrijn Stuartweg,59.0,57.0,61.0,79.0,41.0,59.0,57.0,55.0,68.0,64.0
Victorieplein,43.0,55.0,63.0,42.0,40.0,37.0,54.0,58.0,54.0,44.0
Vijzelgracht,498.0,473.0,477.0,485.0,434.0,471.0,473.0,481.0,436.0,446.0
VU medisch centrum,17.0,18.0,13.0,15.0,17.0,9.0,11.0,10.0,10.0,11.0
Waalstraat,15.0,12.0,21.0,27.0,14.0,15.0,21.0,17.0,18.0,26.0
Waterlooplein,224.0,231.0,228.0,220.0,234.0,222.0,240.0,258.0,225.0,255.0
Weesperplein,284.0,269.0,281.0,269.0,275.0,298.0,265.0,266.0,277.0,250.0
Wibautstraat,299.0,326.0,315.0,304.0,299.0,298.0,276.0,293.0,317.0,303.0
Station Zuid,3256.0,3293.0,3222.0,3339.0,3282.0,3319.0,3292.0,3186.0,3283.0,3300.0
Station Lelylaan,257.0,257.0,260.0,278.0,258.0,232.0,265.0,298.0,232.0,271.0
