departure,line,occupancy1,occupancy2,occupancy3,occupancy4,occupancy5,occupancy6,occupancy7,occupancy8,occupancy9,occupancy10
08:23:00,metro53_1,"[42, 39, 35, 32, 30, 35, 35, 17, 15, 9, 9, 9, 0]","[53, 47, 40, 40, 42, 43, 42, 24, 19, 11, 11, 11, 0]","[48, 45, 41, 37, 36, 35, 36, 13, 13, 6, 6, 6, 0]","[48, 42, 38, 39, 39, 33, 34, 18, 17, 11, 10, 10, 0]","[51, 50, 45, 42, 40, 43, 45, 19, 16, 11, 11, 11, 0]","[49, 49, 44, 41, 44, 45, 46, 18, 13, 10, 10, 10, 2]","[37, 34, 33, 33, 34, 37, 37, 16, 12, 8, 8, 8, 0]","[54, 50, 42, 40, 42, 44, 43, 17, 16, 11, 11, 11, 1]","[54, 49, 46, 45, 46, 46, 47, 15, 13, 8, 8, 8, 1]","[42, 36, 33, 33, 33, 29, 30, 13, 7, 3, 3, 3, 0]"
08:23:00,metro52_1,"[102, 99, 81, 76, 55, 16, 6]","[82, 79, 72, 71, 52, 17, 14]","[109, 105, 96, 89, 69, 21, 12]","[87, 83, 78, 65, 49, 17, 14]","[98, 95, 87, 82, 62, 21, 11]","[88, 89, 84, 75, 62, 15, 11]","[106, 98, 92, 89, 70, 13, 8]","[98, 89, 88, 85, 61, 17, 11]","[79, 75, 66, 62, 39, 6, 6]","[99, 102, 92, 83, 62, 13, 11]"
08:23:00,tram12_0,"[8, 9, 8, 8, 8, 8, 9, 7, 9, 9, 9, 8, 7, 7, 7, 7, 8, 9, 9]","[1, 1, 1, 1, 1, 1, 0, 3, 3, 3, 5, 5, 6, 6, 6, 6, 6, 5, 5]","[7, 8, 8, 7, 7, 6, 6, 12, 14, 15, 14, 12, 8, 8, 8, 8, 8, 8, 8]","[3, 3, 2, 3, 3, 3, 4, 4, 3, 3, 4, 3, 5, 5, 5, 5, 5, 5, 5]","[4, 3, 5, 4, 4, 4, 4, 6, 5, 5, 6, 5, 3, 3, 3, 3, 3, 4, 4]","[4, 3, 2, 3, 3, 3, 4, 4, 3, 3, 3, 3, 5, 5, 5, 5, 5, 6, 6]","[8, 9, 9, 9, 9, 9, 10, 10, 10, 10, 10, 10, 3, 3, 3, 3, 3, 3, 3]","[5, 6, 5, 4, 4, 5, 5, 7, 7, 6, 6, 6, 8, 8, 8, 8, 8, 9, 9]","[7, 8, 7, 6, 6, 6, 6, 7, 7, 6, 6, 6, 5, 5, 4, 4, 4, 4, 4]","[4, 4, 5, 5, 5, 5, 6, 6, 4, 4, 5, 4, 6, 6, 6, 6, 6, 7, 7]"
08:24:00,tram24_1,"[3, 5, 3, 3, 3, 5, 8, 9, 8, 8, 8, 7, 7, 7, 7, 0, 0]","[5, 3, 2, 2, 4, 4, 6, 9, 8, 8, 8, 8, 9, 9, 9, 1, 0]","[8, 8, 4, 4, 6, 6, 12, 14, 13, 13, 13, 11, 11, 10, 10, 1, 1]","[7, 5, 7, 7, 5, 5, 5, 8, 8, 8, 8, 9, 9, 8, 8, 0, 0]","[4, 3, 4, 4, 4, 5, 10, 13, 12, 12, 12, 13, 13, 14, 14, 0, 0]","[5, 6, 4, 4, 3, 3, 9, 10, 7, 7, 7, 8, 8, 7, 7, 0, 0]","[4, 4, 7, 7, 6, 6, 10, 11, 12, 12, 12, 12, 12, 12, 12, 0, 0]","[10, 6, 5, 5, 6, 6, 13, 17, 17, 17, 17, 17, 16, 16, 16, 0, 0]","[9, 9, 9, 8, 10, 10, 7, 10, 10, 10, 10, 12, 13, 13, 13, 0, 0]","[5, 6, 8, 7, 8, 7, 10, 13, 14, 14, 14, 12, 11, 11, 11, 0, 0]"
08:24:00,metro52_0,"[50, 63, 87, 69, 60, 63, 54]","[38, 51, 81, 66, 60, 57, 63]","[55, 64, 92, 72, 64, 56, 58]","[47, 62, 79, 64, 61, 52, 51]","[51, 59, 81, 66, 65, 60, 56]","[51, 64, 94, 75, 75, 66, 66]","[44, 57, 77, 58, 54, 57, 50]","[42, 56, 85, 65, 61, 55, 48]","[45, 57, 84, 66, 59, 56, 51]","[57, 67, 89, 75, 67, 56, 52]"
08:25:00,tram24_0,"[0, 0, 11, 11, 12, 12, 14, 14, 14, 16, 13, 8, 9, 10, 10, 11, 6]","[0, 0, 19, 19, 21, 21, 21, 21, 21, 22, 20, 16, 17, 15, 15, 16, 9]","[0, 3, 22, 22, 21, 22, 23, 23, 23, 23, 22, 21, 23, 24, 22, 18, 10]","[0, 1, 10, 10, 11, 12, 12, 12, 12, 12, 11, 11, 12, 13, 12, 6, 3]","[0, 0, 16, 16, 15, 15, 15, 15, 15, 15, 12, 14, 14, 17, 16, 15, 9]","[0, 0, 13, 13, 12, 12, 12, 12, 12, 12, 15, 13, 13, 12, 12, 9, 7]","[0, 0, 29, 29, 28, 29, 30, 30, 30, 30, 29, 23, 23, 19, 19, 18, 13]","[0, 0, 22, 22, 22, 23, 24, 24, 24, 23, 23, 23, 23, 24, 23, 24, 14]","[0, 0, 24, 24, 25, 25, 25, 25, 25, 25, 20, 18, 18, 16, 16, 13, 8]","[0, 0, 13, 13, 15, 15, 17, 17, 17, 17, 14, 12, 12, 14, 14, 11, 3]"
08:27:00,tram12_1,"[7, 7, 7, 7, 7, 7, 7, 10, 10, 9, 10, 8, 8, 7, 7, 5, 5, 3, 2]","[8, 8, 8, 8, 8, 8, 8, 15, 12, 10, 8, 4, 3, 4, 4, 4, 3, 2, 2]","[10, 10, 10, 10, 10, 10, 10, 18, 17, 13, 12, 12, 9, 8, 8, 7, 6, 4, 4]","[9, 9, 9, 10, 10, 10, 10, 20, 15, 13, 12, 11, 9, 9, 9, 9, 8, 5, 3]","[14, 15, 16, 19, 19, 19, 19, 17, 14, 14, 13, 10, 9, 11, 11, 10, 8, 4, 5]","[14, 14, 14, 14, 14, 14, 14, 14, 12, 13, 12, 10, 11, 11, 10, 10, 9, 7, 7]","[10, 10, 11, 11, 11, 11, 11, 13, 9, 4, 3, 3, 3, 2, 2, 1, 1, 1, 1]","[16, 16, 16, 16, 16, 16, 16, 15, 12, 11, 8, 6, 6, 6, 6, 6, 6, 3, 4]","[15, 16, 16, 16, 16, 16, 16, 20, 16, 10, 9, 9, 8, 8, 7, 6, 4, 2, 1]","[9, 9, 10, 10, 10, 10, 11, 21, 19, 16, 13, 10, 9, 8, 8, 7, 7, 4, 3]"
08:29:00,metro52_1,"[55, 50, 43, 41, 38, 20, 15]","[55, 56, 52, 40, 31, 18, 13]","[73, 70, 60, 48, 35, 13, 13]","[66, 66, 49, 45, 36, 14, 10]","[60, 55, 53, 54, 33, 23, 12]","[67, 59, 53, 51, 36, 13, 11]","[81, 79, 58, 47, 31, 15, 10]","[61, 57, 55, 52, 41, 14, 10]","[53, 51, 42, 41, 31, 12, 9]","[61, 55, 53, 51, 31, 11, 10]"
08:29:00,tram12_0,"[8, 8, 9, 8, 7, 7, 8, 8, 9, 8, 9, 12, 4, 4, 4, 4, 4, 4, 4]","[13, 12, 12, 11, 9, 9, 9, 11, 11, 10, 10, 9, 4, 4, 4, 4, 4, 4, 4]","[7, 5, 8, 5, 5, 5, 5, 5, 5, 6, 6, 3, 9, 9, 9, 10, 10, 9, 9]","[11, 9, 9, 8, 7, 7, 7, 7, 5, 4, 4, 6, 8, 8, 8, 8, 8, 10, 10]","[7, 7, 10, 9, 7, 7, 7, 8, 8, 7, 6, 8, 5, 5, 5, 5, 5, 6, 6]","[4, 4, 6, 3, 3, 3, 3, 4, 5, 3, 4, 5, 7, 7, 7, 7, 7, 7, 7]","[11, 11, 13, 12, 11, 10, 12, 12, 8, 6, 8, 8, 6, 6, 6, 6, 6, 6, 6]","[5, 5, 11, 9, 8, 8, 9, 6, 5, 6, 7, 6, 9, 9, 9, 9, 9, 9, 9]","[9, 7, 10, 10, 9, 10, 10, 8, 5, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5]","[6, 5, 4, 5, 5, 5, 5, 5, 4, 4, 4, 6, 7, 7, 7, 7, 6, 6, 6]"
08:30:00,metro50_1,"[6, 22, 34, 50, 69, 74, 84, 114, 120, 120, 46, 36, 36, 33, 27, 26]","[11, 27, 38, 53, 73, 79, 82, 112, 116, 110, 49, 32, 26, 27, 24, 20]","[15, 32, 41, 59, 76, 79, 82, 95, 97, 96, 40, 28, 23, 22, 17, 18]","[9, 19, 33, 52, 71, 76, 79, 100, 98, 101, 32, 22, 21, 17, 13, 13]","[11, 30, 40, 47, 56, 62, 71, 98, 99, 97, 42, 32, 31, 26, 22, 18]","[8, 32, 42, 53, 66, 73, 75, 99, 102, 102, 38, 32, 29, 27, 19, 16]","[5, 20, 30, 48, 63, 70, 77, 100, 102, 102, 47, 35, 30, 27, 20, 17]","[7, 19, 30, 46, 67, 71, 77, 101, 101, 100, 43, 35, 33, 25, 25, 20]","[9, 28, 34, 44, 59, 68, 79, 110, 111, 111, 48, 36, 32, 28, 22, 20]","[14, 32, 41, 50, 64, 68, 76, 96, 97, 95, 49, 38, 35, 34, 29, 26]"
08:30:00,metro52_0,"[51, 66, 54, 50, 50, 46, 49]","[46, 57, 45, 35, 34, 32, 29]","[46, 55, 59, 56, 51, 52, 54]","[54, 64, 55, 48, 46, 44, 42]","[61, 80, 73, 66, 61, 53, 54]","[54, 69, 60, 56, 55, 44, 44]","[44, 60, 52, 53, 54, 47, 43]","[52, 60, 59, 51, 46, 44, 41]","[56, 65, 52, 44, 51, 42, 43]","[65, 74, 68, 65, 60, 57, 57]"
08:31:00,metro50_0,"[4, 19, 23, 27, 28, 36, 36, 42, 41, 50, 45, 44, 45, 39, 34]","[3, 16, 29, 33, 36, 42, 45, 49, 43, 54, 47, 43, 45, 36, 33]","[2, 16, 23, 30, 35, 44, 48, 60, 49, 60, 55, 51, 45, 40, 36]","[2, 26, 32, 36, 41, 47, 48, 51, 46, 61, 53, 48, 48, 46, 42]","[2, 11, 16, 18, 21, 29, 33, 39, 30, 32, 30, 30, 40, 38, 36]","[2, 15, 16, 21, 25, 28, 30, 32, 24, 46, 43, 39, 42, 38, 33]","[2, 16, 26, 31, 34, 42, 44, 46, 39, 51, 46, 43, 52, 49, 48]","[2, 15, 20, 21, 26, 33, 41, 48, 44, 45, 44, 42, 43, 37, 32]","[1, 22, 24, 30, 36, 44, 48, 54, 44, 48, 44, 43, 43, 38, 35]","[2, 22, 28, 34, 39, 45, 50, 60, 47, 49, 38, 36, 39, 33, 31]"
08:33:00,metro53_0,"[11, 36, 36, 39, 53, 63, 62, 63, 46, 50, 51, 44, 44]","[8, 36, 36, 39, 49, 59, 53, 55, 46, 47, 45, 42, 43]","[8, 24, 24, 28, 45, 51, 54, 56, 42, 43, 41, 38, 37]","[8, 27, 27, 27, 46, 57, 55, 55, 42, 51, 47, 45, 45]","[6, 27, 27, 29, 39, 50, 51, 50, 46, 48, 42, 37, 36]","[5, 16, 16, 17, 24, 35, 48, 51, 36, 36, 34, 38, 39]","[12, 40, 40, 40, 50, 65, 59, 64, 49, 52, 49, 47, 45]","[7, 28, 28, 31, 42, 53, 62, 67, 56, 59, 57, 55, 55]","[8, 36, 36, 36, 47, 54, 57, 59, 49, 52, 52, 51, 47]","[12, 28, 28, 30, 43, 50, 61, 61, 55, 51, 49, 44, 47]"
08:33:00,metro53_1,"[40, 39, 38, 38, 41, 50, 48, 20, 14, 10, 9, 9, 2]","[25, 23, 23, 24, 25, 45, 46, 14, 11, 7, 8, 8, 1]","[37, 36, 33, 33, 35, 46, 44, 14, 11, 9, 9, 9, 0]","[28, 28, 25, 24, 27, 42, 42, 15, 11, 6, 6, 6, 2]","[30, 28, 26, 25, 29, 39, 42, 13, 12, 9, 8, 8, 2]","[31, 28, 27, 29, 27, 39, 43, 11, 8, 6, 4, 4, 0]","[35, 36, 35, 35, 36, 47, 49, 16, 13, 8, 8, 8, 0]","[23, 24, 23, 23, 23, 32, 33, 18, 14, 8, 8, 8, 1]","[40, 35, 30, 32, 34, 34, 34, 15, 11, 5, 4, 4, 1]","[30, 28, 29, 30, 36, 41, 43, 18, 13, 6, 6, 6, 0]"
08:33:00,tram12_1,"[2, 2, 3, 3, 3, 3, 3, 7, 7, 6, 5, 5, 5, 5, 5, 5, 4, 3, 3]","[4, 5, 5, 5, 5, 5, 5, 10, 5, 5, 4, 4, 5, 5, 5, 4, 3, 1, 1]","[3, 3, 3, 3, 3, 3, 3, 11, 8, 7, 5, 5, 5, 4, 4, 4, 4, 4, 4]","[7, 7, 7, 9, 9, 9, 10, 12, 11, 10, 9, 9, 9, 7, 7, 5, 5, 3, 3]","[1, 1, 1, 1, 1, 1, 1, 12, 8, 6, 6, 4, 5, 5, 5, 6, 5, 4, 5]","[8, 9, 9, 10, 10, 10, 10, 18, 12, 11, 11, 10, 10, 10, 10, 10, 10, 8, 7]","[3, 3, 4, 4, 4, 4, 4, 12, 8, 7, 5, 5, 6, 8, 8, 7, 7, 4, 5]","[4, 4, 5, 5, 5, 5, 5, 6, 5, 4, 3, 4, 4, 5, 5, 5, 5, 4, 5]","[4, 4, 5, 5, 5, 5, 5, 6, 6, 7, 6, 5, 5, 5, 5, 5, 4, 2, 2]","[8, 8, 8, 8, 8, 8, 8, 11, 11, 11, 9, 10, 9, 9, 7, 7, 7, 7, 7]"
08:34:00,tram24_1,"[5, 14, 12, 12, 11, 11, 10, 12, 12, 12, 12, 13, 14, 13, 13, 1]","[5, 4, 6, 5, 6, 6, 12, 12, 12, 12, 12, 12, 12, 13, 12, 1]","[4, 5, 2, 2, 1, 1, 4, 3, 3, 3, 3, 3, 3, 3, 3, 1]","[2, 11, 6, 6, 5, 5, 16, 17, 16, 16, 16, 17, 16, 13, 13, 0]","[4, 4, 7, 6, 6, 8, 11, 13, 10, 10, 10, 12, 12, 12, 12, 0]","[3, 9, 6, 6, 5, 5, 8, 8, 7, 7, 7, 6, 6, 5, 5, 0]","[3, 7, 10, 7, 6, 6, 12, 13, 13, 13, 13, 12, 12, 9, 9, 1]","[8, 7, 10, 8, 9, 8, 6, 6, 6, 6, 6, 6, 6, 6, 6, 0]","[4, 10, 7, 6, 8, 8, 12, 11, 11, 11, 11, 11, 10, 9, 9, 1]","[2, 3, 2, 1, 1, 2, 4, 6, 7, 7, 7, 9, 9, 8, 8, 0]"
08:35:00,tram24_0,"[0, 0, 21, 20, 19, 19, 22, 22, 22, 21, 20, 16, 16, 15, 13]","[0, 0, 14, 14, 14, 14, 14, 14, 14, 13, 12, 10, 9, 7, 7]","[0, 0, 17, 17, 18, 17, 18, 18, 18, 19, 16, 14, 15, 14, 13]","[0, 0, 21, 21, 21, 21, 21, 21, 21, 20, 19, 17, 17, 15, 15]","[0, 0, 7, 7, 8, 9, 10, 10, 10, 11, 10, 9, 9, 10, 10]","[0, 2, 21, 21, 21, 22, 22, 22, 22, 21, 20, 20, 20, 19, 19]","[0, 0, 22, 22, 22, 22, 22, 22, 22, 22, 19, 16, 16, 14, 12]","[0, 0, 19, 19, 19, 19, 21, 21, 21, 21, 21, 16, 16, 17, 17]","[0, 0, 26, 26, 25, 27, 29, 29, 29, 29, 29, 21, 21, 17, 17]","[0, 0, 27, 27, 26, 26, 26, 26, 26, 26, 21, 19, 18, 16, 15]"
08:35:00,metro52_1,"[28, 31, 34, 34, 33, 19, 12]","[19, 23, 25, 25, 22, 9, 6]","[26, 26, 26, 25, 23, 14, 11]","[23, 27, 29, 26, 19, 5, 3]","[21, 24, 21, 22, 20, 12, 8]","[17, 19, 26, 21, 18, 15, 14]","[25, 27, 25, 25, 19, 6, 6]","[21, 24, 23, 22, 19, 6, 3]","[21, 21, 26, 28, 25, 9, 5]","[18, 24, 23, 24, 17, 9, 8]"
08:35:00,tram12_0,"[11, 8, 8, 8, 6, 6, 6, 8, 5, 5, 4, 5, 4, 4, 4, 4, 4]","[14, 12, 11, 10, 9, 9, 8, 9, 8, 8, 8, 5, 4, 4, 3, 3, 3]","[16, 16, 13, 10, 9, 9, 8, 9, 6, 5, 5, 5, 4, 4, 4, 4, 4]","[11, 10, 10, 8, 6, 7, 7, 8, 6, 6, 5, 5, 4, 4, 4, 4, 4]","[16, 18, 17, 13, 10, 11, 11, 12, 10, 9, 7, 9, 3, 3, 3, 3, 3]","[16, 14, 12, 8, 8, 7, 6, 3, 3, 3, 3, 2, 1, 1, 1, 2, 3]","[20, 17, 18, 12, 9, 8, 8, 8, 5, 3, 5, 5, 7, 7, 7, 7, 7]","[16, 14, 14, 11, 10, 10, 9, 10, 10, 7, 6, 7, 6, 6, 6, 6, 6]","[7, 7, 8, 6, 4, 4, 4, 5, 5, 6, 8, 8, 5, 5, 5, 5, 5]","[12, 10, 8, 7, 5, 5, 8, 10, 6, 6, 5, 4, 4, 4, 4, 4, 4]"
08:36:00,metro52_0,"[46, 57, 77, 60, 59, 57, 55]","[49, 65, 89, 75, 69, 64, 61]","[48, 59, 81, 64, 63, 60, 56]","[67, 77, 104, 89, 87, 78, 71]","[60, 70, 91, 83, 79, 69, 66]","[80, 102, 109, 85, 76, 73, 74]","[38, 52, 82, 69, 67, 60, 54]","[55, 69, 85, 68, 69, 71, 70]","[64, 80, 92, 80, 66, 65, 61]","[45, 52, 70, 62, 56, 57, 56]"
08:39:00,tram12_1,"[10, 10, 10, 10, 10, 10, 10, 13, 9, 8, 6, 6, 6, 5]","[15, 15, 17, 17, 17, 17, 18, 23, 18, 17, 15, 13, 11, 10]","[8, 8, 8, 8, 8, 8, 8, 12, 6, 6, 5, 6, 6, 5]","[14, 14, 14, 14, 14, 14, 14, 17, 12, 12, 11, 8, 7, 7]","[11, 11, 11, 11, 11, 11, 11, 23, 20, 22, 15, 11, 11, 10]","[14, 14, 14, 14, 14, 14, 15, 20, 19, 19, 17, 12, 11, 10]","[12, 12, 11, 11, 11, 11, 11, 17, 14, 11, 7, 6, 6, 5]","[11, 11, 11, 11, 11, 11, 11, 16, 11, 10, 7, 9, 9, 9]","[17, 17, 17, 17, 17, 17, 17, 11, 9, 8, 6, 6, 6, 6]","[11, 11, 11, 11, 11, 11, 11, 21, 16, 12, 9, 7, 7, 8]"
08:40:00,metro50_1,"[10, 26, 33, 46, 63, 63, 74, 102, 102, 102, 58]","[18, 26, 34, 44, 52, 62, 64, 96, 95, 93, 45]","[15, 28, 41, 57, 72, 76, 77, 102, 103, 99, 42]","[13, 36, 40, 59, 76, 83, 84, 99, 99, 100, 52]","[10, 21, 36, 45, 63, 69, 75, 96, 97, 98, 48]","[10, 25, 31, 46, 68, 70, 76, 92, 96, 95, 51]","[17, 31, 40, 49, 61, 66, 73, 113, 111, 109, 47]","[8, 26, 39, 52, 72, 79, 89, 101, 104, 107, 49]","[4, 16, 33, 47, 56, 63, 71, 94, 93, 97, 44]","[9, 19, 29, 46, 61, 65, 72, 92, 92, 93, 53]"
08:41:00,metro50_0,"[2, 23, 25, 31, 32, 39, 45, 53, 35, 62, 59]","[0, 23, 29, 34, 41, 43, 47, 53, 43, 64, 57]","[3, 23, 29, 32, 36, 43, 49, 53, 47, 70, 58]","[1, 20, 25, 33, 39, 43, 44, 49, 41, 54, 45]","[1, 11, 15, 27, 30, 40, 40, 47, 44, 67, 59]","[1, 15, 23, 31, 35, 39, 44, 46, 43, 74, 66]","[1, 19, 23, 29, 30, 34, 39, 43, 42, 61, 56]","[2, 18, 25, 30, 35, 40, 43, 51, 48, 72, 62]","[3, 24, 30, 39, 42, 50, 58, 64, 55, 66, 60]","[0, 20, 27, 28, 31, 39, 40, 42, 35, 54, 46]"
08:41:00,metro52_1,"[68, 69, 65, 60, 42, 13, 7]","[68, 61, 50, 50, 38, 10, 6]","[77, 78, 64, 64, 51, 15, 9]","[73, 68, 60, 52, 37, 14, 10]","[68, 66, 63, 54, 39, 13, 7]","[76, 74, 68, 63, 47, 18, 12]","[65, 64, 58, 52, 42, 10, 7]","[63, 62, 55, 55, 40, 14, 10]","[73, 67, 66, 64, 48, 11, 9]","[67, 63, 53, 45, 38, 9, 7]"
08:41:00,tram12_0,"[8, 7, 11, 8, 7, 7, 6, 11, 9, 9, 9, 9]","[8, 8, 9, 8, 8, 8, 7, 5, 5, 5, 4, 4]","[6, 6, 5, 4, 4, 4, 4, 7, 7, 8, 8, 7]","[8, 8, 11, 9, 7, 7, 6, 8, 7, 4, 5, 4]","[5, 6, 8, 7, 7, 6, 6, 5, 4, 4, 3, 3]","[5, 5, 5, 5, 4, 4, 4, 3, 3, 4, 3, 2]","[6, 5, 6, 5, 4, 4, 5, 9, 9, 8, 8, 7]","[6, 5, 6, 5, 5, 5, 5, 4, 5, 5, 6, 6]","[7, 7, 12, 11, 11, 11, 10, 10, 8, 8, 9, 8]","[10, 9, 12, 10, 9, 10, 10, 12, 11, 11, 12, 11]"
08:42:00,metro52_0,"[48, 57, 78, 53, 50, 46, 43]","[44, 61, 73, 61, 64, 67, 61]","[55, 70, 80, 65, 62, 46, 43]","[63, 79, 80, 68, 63, 60, 55]","[54, 63, 70, 59, 59, 58, 54]","[36, 52, 69, 63, 60, 54, 62]","[48, 66, 77, 64, 59, 58, 54]","[51, 67, 78, 72, 68, 60, 57]","[49, 60, 73, 65, 64, 62, 54]","[62, 69, 80, 65, 58, 52, 46]"
08:43:00,metro53_0,"[8, 33, 33, 35, 45, 52, 55, 56, 52, 57]","[3, 30, 30, 35, 46, 56, 52, 54, 49, 50]","[11, 28, 28, 30, 42, 50, 51, 53, 49, 49]","[11, 38, 38, 41, 51, 57, 64, 64, 56, 63]","[7, 23, 23, 24, 39, 43, 49, 47, 46, 50]","[12, 44, 44, 46, 52, 55, 59, 61, 51, 49]","[7, 34, 34, 36, 44, 49, 57, 61, 51, 51]","[10, 34, 34, 36, 47, 51, 71, 72, 63, 68]","[8, 30, 30, 30, 42, 52, 54, 59, 48, 54]","[9, 37, 37, 39, 52, 59, 61, 61, 52, 54]"
08:43:00,metro53_1,"[37, 34, 31, 35, 36, 36, 37, 11, 8, 4]","[40, 38, 32, 28, 30, 32, 33, 13, 13, 10]","[25, 22, 19, 21, 21, 24, 29, 11, 11, 9]","[35, 31, 22, 22, 23, 28, 28, 18, 16, 10]","[47, 44, 43, 39, 38, 40, 42, 16, 16, 8]","[41, 34, 30, 32, 32, 37, 38, 14, 10, 7]","[39, 36, 33, 31, 33, 37, 37, 11, 8, 6]","[31, 31, 31, 25, 25, 30, 30, 9, 7, 4]","[43, 41, 37, 32, 33, 32, 34, 11, 10, 5]","[40, 31, 32, 34, 37, 43, 44, 21, 16, 10]"
08:44:00,tram24_1,"[5, 5, 5, 4, 5, 5, 12, 11, 11, 11, 11]","[3, 6, 6, 6, 5, 6, 8, 13, 13, 13, 13]","[10, 12, 10, 10, 10, 10, 13, 17, 17, 17, 17]","[7, 7, 6, 4, 4, 3, 12, 9, 9, 9, 9]","[2, 2, 1, 1, 2, 3, 6, 4, 4, 4, 4]","[8, 12, 8, 7, 8, 7, 12, 12, 12, 12, 12]","[4, 3, 2, 2, 2, 4, 7, 11, 10, 10, 10]","[6, 7, 3, 3, 3, 5, 8, 10, 9, 9, 9]","[5, 7, 6, 5, 4, 4, 7, 6, 5, 5, 5]","[4, 7, 6, 6, 6, 6, 10, 10, 8, 8, 8]"
08:45:00,tram24_0,"[0, 0, 14, 14, 16, 16, 16, 16, 16, 17]","[0, 2, 22, 22, 22, 23, 23, 23, 23, 23]","[0, 1, 22, 22, 21, 21, 21, 21, 21, 21]","[0, 0, 21, 21, 22, 22, 22, 22, 22, 22]","[0, 0, 18, 18, 19, 19, 20, 20, 20, 21]","[0, 0, 20, 20, 21, 22, 23, 23, 23, 23]","[0, 1, 21, 21, 22, 22, 22, 22, 22, 22]","[0, 1, 16, 16, 18, 19, 19, 19, 19, 19]","[0, 0, 19, 19, 20, 19, 20, 20, 20, 20]","[0, 0, 24, 24, 25, 25, 26, 26, 26, 26]"
08:45:00,tram12_1,"[11, 11, 11, 11, 11, 11, 11, 9, 6, 5]","[6, 6, 8, 8, 8, 8, 8, 15, 9, 8]","[9, 9, 10, 10, 10, 10, 11, 11, 7, 7]","[5, 5, 5, 5, 5, 5, 5, 7, 6, 5]","[9, 9, 9, 10, 10, 10, 10, 23, 16, 15]","[11, 11, 11, 11, 11, 11, 11, 13, 12, 10]","[5, 5, 6, 7, 7, 7, 7, 10, 7, 7]","[6, 6, 7, 7, 7, 7, 7, 14, 13, 10]","[13, 13, 13, 13, 13, 13, 13, 18, 15, 12]","[10, 10, 10, 10, 10, 10, 10, 7, 7, 6]"
08:47:00,metro52_1,"[17, 21, 24, 28, 27, 5, 5]","[35, 35, 36, 38, 28, 7, 3]","[24, 31, 28, 28, 25, 9, 8]","[24, 26, 30, 32, 26, 16, 13]","[24, 24, 23, 25, 19, 9, 8]","[25, 23, 28, 31, 22, 11, 3]","[27, 28, 28, 32, 22, 14, 9]","[27, 31, 29, 30, 20, 14, 10]","[28, 40, 32, 36, 33, 12, 9]","[26, 27, 36, 34, 27, 13, 8]"
08:47:00,tram12_0,"[6, 6, 4, 3, 3, 4, 4, 7, 6]","[3, 2, 2, 2, 2, 2, 2, 4, 4]","[4, 4, 5, 3, 3, 2, 2, 2, 2]","[5, 5, 6, 5, 4, 4, 5, 5, 7]","[5, 4, 6, 5, 4, 4, 4, 8, 6]","[7, 6, 4, 4, 4, 4, 4, 5, 6]","[2, 1, 3, 3, 3, 3, 3, 4, 4]","[4, 3, 2, 3, 3, 3, 3, 4, 6]","[5, 4, 5, 4, 4, 5, 5, 8, 7]","[11, 8, 7, 6, 5, 5, 5, 6, 7]"
08:48:00,metro52_0,"[51, 60, 61, 57, 54, 55]","[36, 46, 55, 42, 45, 41]","[46, 60, 54, 47, 49, 49]","[54, 71, 66, 62, 55, 53]","[55, 72, 64, 54, 52, 54]","[47, 54, 44, 43, 43, 39]","[49, 64, 65, 58, 59, 58]","[50, 57, 60, 47, 46, 45]","[32, 42, 42, 42, 42, 47]","[54, 68, 60, 48, 52, 41]"
08:50:00,metro50_1,"[11, 25, 36, 52, 69, 80]","[11, 25, 38, 50, 62, 68]","[12, 26, 32, 53, 68, 79]","[14, 27, 36, 56, 63, 72]","[14, 27, 37, 56, 72, 79]","[12, 25, 37, 48, 64, 73]","[9, 25, 33, 52, 60, 67]","[11, 29, 40, 54, 66, 71]","[14, 31, 36, 51, 67, 76]","[11, 29, 40, 63, 85, 95]"
08:51:00,metro50_0,"[2, 23, 29, 32, 33]","[4, 26, 33, 40, 42]","[3, 16, 24, 35, 39]","[2, 13, 16, 17, 23]","[3, 18, 21, 27, 31]","[2, 16, 22, 27, 30]","[1, 19, 21, 29, 33]","[0, 12, 17, 22, 26]","[2, 17, 19, 28, 30]","[1, 13, 21, 28, 34]"
08:51:00,tram12_1,"[21, 21, 22, 22, 22, 22]","[19, 19, 20, 20, 20, 20]","[19, 19, 19, 19, 19, 19]","[14, 14, 14, 14, 14, 14]","[15, 15, 15, 15, 15, 15]","[17, 17, 17, 17, 17, 17]","[25, 25, 25, 25, 25, 25]","[12, 12, 12, 12, 12, 12]","[11, 11, 12, 12, 12, 12]","[15, 15, 15, 15, 15, 15]"
08:53:00,metro53_0,"[6, 29, 29, 29, 39]","[10, 40, 40, 42, 59]","[12, 41, 41, 42, 50]","[6, 29, 29, 31, 41]","[10, 34, 34, 36, 50]","[10, 32, 32, 37, 51]","[9, 32, 32, 34, 48]","[14, 39, 39, 41, 51]","[13, 36, 36, 39, 48]","[11, 38, 38, 40, 48]"
08:53:00,metro53_1,"[45, 41, 38, 35, 35]","[40, 38, 36, 37, 36]","[52, 48, 43, 41, 42]","[46, 44, 35, 34, 35]","[49, 43, 40, 38, 41]","[34, 32, 28, 26, 27]","[45, 42, 38, 36, 34]","[45, 46, 43, 41, 43]","[40, 38, 26, 26, 29]","[51, 48, 44, 40, 38]"
